,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,QMYR368BIS,RBMYBIS,a,b,A,B,s,R_y
10,0.0,0.0,0.002867280250071,0.0,-0.028916804304788,0.0,0.0,-0.0313307094518354,0.0,0.0,0.0,0.0,0.1225833500073555,0.0,0.0,0.0770083524253116,0.0,0.0,0.0300821317313846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293517057805058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.5
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2211030252913157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.75
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742826202446187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,20.0,0.25
13,-0.031969103522491,-0.0573732266683764,0.0,-0.0226012181119218,0.0,-0.0256232115109223,0.0194933292725684,0.0,0.0585716403351741,-0.0298471281600601,-0.0060926523497342,-0.0437016961103989,0.0599235644222964,-0.0756801677130028,0.0186791549873808,0.0001696934967555,-0.0807618295526287,-0.0186068266343538,0.0,-0.0128043107785194,-0.0646595491292241,0.0782114084390215,0.0,-0.0069425301817734,0.0404518875431791,0.0730632602235176,-0.018145397601669,0.0263001002530048,-0.0403196110686054,-0.006547170312967,-0.0187681426534236,-0.0434403392373175,0.0776992195616122,-0.0294534220590639,0.0,1.0,1.0,1.0,2.0,20.0,0.5
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424718794968161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534647248359764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,20.0,0.75
15,-0.0423248318015225,-0.033918169056754,-0.0305944683035117,-0.0170641758715997,-0.0117074579753371,0.0027552766826431,0.0442100478307769,0.0107428464715456,-0.0073454406301383,-0.0630167821617307,-0.0149315641959154,-0.0508435043311313,0.0303505039792417,-0.0077679952068422,0.0353713131556156,0.0,-0.0110227502745119,0.0,0.0134308789187877,-0.0050980721809377,-0.0166384042189201,0.0158076753037159,-0.0298634744487218,0.0223015711099132,-0.0042040619639192,0.04282732932105,-0.0146257431732254,0.0416742500398544,0.0,0.0590753347641302,0.0,-0.0421129189118666,-0.0336596827756751,0.0252956199567609,-0.0397164291800181,1.0,1.0,1.0,2.0,30.0,0.25
16,-0.0706382934782253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691736411069343,-0.0743286019011426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0324325735349682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,30.0,0.5
17,-0.0225861383615465,0.0,0.0,0.0,0.0,0.0,0.0047426974504246,-0.0089746358086917,0.0,-0.0022904023950177,0.0055073363912784,0.0133580418845005,0.0,0.0,0.0,0.0,0.0,-0.009410314040098,0.0,0.0448105275767826,0.0,0.0,0.0,0.0,0.0,0.0,0.0857203705123386,0.0,0.0,0.0200627273813393,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,30.0,0.75
18,0.0,-0.0734182815921123,-0.0120891670709536,0.0,-0.108509093078143,0.0541011445465994,0.002520254389809,-0.0045152629302735,0.0131357787134016,0.0230476607862856,0.0055300751774923,0.0442555045598713,0.0,0.0,-0.0538757442594728,0.0500460350066881,0.0554798081321953,-0.0386325317536534,-0.029272280520913,0.0,-0.0405822501675266,0.0142999869047916,0.0160712941700727,-0.0354117131668744,0.1070511954182351,0.0412674975101274,0.0476099866219608,-0.0083426263859926,0.0,-0.0106688833278613,-0.0109687344994463,0.0247329734575498,0.0,0.0,-0.0144052147009696,1.0,1.0,1.0,3.0,10.0,0.25
19,0.0,0.0,-0.0654374262653833,0.0,0.0,0.0,0.069628279455431,0.0,0.0,0.0,0.0,-0.0635250115531699,-0.0059972434203703,0.0,0.0,0.0,-0.1128954779407645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0076078460111414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,10.0,0.5
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3110210864215709,-0.2522048404958337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,10.0,0.75
21,0.0134630198934795,-0.0264877333275313,-0.0318315033938686,-0.0474151929578308,-0.0148887199267807,0.0074511320495923,0.0,0.0,0.0514780433189959,-0.0581655103216305,-0.0141637269736119,0.0060627494488796,0.0021678153076449,-0.0491639973050861,0.0271891069498325,0.0118825244239814,0.0052253780686479,0.0,-0.0348774953711954,0.0606301071513763,0.0443714063942958,0.0111596632278381,-0.008895414770225,-0.0428226288741913,0.0062036096589672,-0.0312015190293665,0.0328948575279046,0.0300668941501659,0.0166539196554852,0.0443282661551849,-0.0034129368715434,-0.0176709230415953,-0.0322803913639218,0.0,0.0521378799595831,1.0,1.0,1.0,3.0,20.0,0.25
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617671574365702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,20.0,0.5
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889387987970947,0.0,0.0596780447206504,0.0,0.0,0.0,1.0,1.0,1.0,3.0,20.0,0.75
24,-0.0618088731423268,0.0,0.0030616106711452,0.0,-0.0608563448954924,0.0,0.0,0.0,0.1260183571003663,-0.0572104712273386,0.0043373939948339,0.0,0.0,0.0,0.0716460036044971,0.0,0.0,-0.0020159591807414,0.0095721782024529,-0.0117220157764148,-0.0271962863016836,0.0,-0.050855282384344,-0.0161318290349758,0.0563511126486973,0.0,0.0,0.0,0.0,0.0360173865802649,-0.067129653197081,0.000734956036705,0.0651889851047904,0.0,0.0,1.0,1.0,1.0,3.0,30.0,0.25
25,-0.029944307017437,-0.0414283778502666,-0.0574153092904855,0.0270559404098516,-0.0030067757759987,-0.0178344628599659,0.0911661207185917,0.0719773374178996,-0.013702342693527,0.0843694775485948,0.027223688660143,-0.019075709560886,0.0384209862570296,0.0129943307869154,0.0130085828889882,0.018152897062654,-0.0855708925401181,-0.0032616452237083,0.0390608693918164,-0.0365066074997459,-0.0058481435439486,-0.0333252752103031,-0.0366639275849454,0.0368359418869054,-0.0581188047214899,0.1394419075261303,-0.0320323271483613,-0.0185365970123967,-0.0282468050923457,-0.039486877123471,0.1024279174563073,0.0176358995192451,0.0894168499881427,-0.1138513709398557,0.0928740653753629,1.0,1.0,1.0,3.0,30.0,0.5
26,0.0,0.0,0.0150860098856945,0.0179412935690928,0.0,0.0,-0.0530744388235308,-0.0015639305149291,0.0291837661563262,-0.1158598711967446,-0.0245174654502889,0.0132838179855566,0.0168580558347556,0.0203519117107691,0.0,0.0333029983086723,0.0,-0.0391365668663482,-0.0041841504720482,-0.0529800811094795,-0.0518585636104474,0.0500479580267991,0.0507764689879321,0.0,0.0628028193344706,0.0,0.0,0.0041705993771286,0.047428289698646,0.0810916522992109,0.0007392129550373,-0.0461034815841075,0.0046480304916621,-0.0685707516918962,0.0193320519856609,1.0,1.0,1.0,3.0,30.0,0.75
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204241402526548,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.25
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1001881552407399,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.5
29,0.0,0.0,0.0,0.0,0.0,-0.002189017633824,0.0,0.0,0.0763352808037104,0.0,-0.066392481540784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0083667807816938,0.0084740147798748,0.0,0.0,0.0193296515809824,0.1502508964172573,0.0,0.0,0.0,0.0446420928033557,-0.0621521802883574,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.75
30,0.0058156933181932,0.0062152072223159,0.0,0.0205491763177353,0.0286706485839469,-0.0142154676211041,-0.0056425929432513,0.0051397746005686,-0.0121636293475483,-0.0295834115780451,0.0077044444623595,-0.0368809347782564,0.0024377748282406,0.0,0.0,0.0126743764600086,-0.0219965010123088,0.0130756469782099,0.0084796060426665,-0.0456840564933944,-0.0284556738399138,0.0161510315987946,0.0006895648344036,0.0079467132279625,-0.0122511291488078,0.0292178424794165,0.0379814509581442,-0.0373988897489995,0.0325469938329297,0.0192361244821387,0.0091147897046499,0.0161367013837535,0.0289415800899528,-0.03081868791242,-0.0216218353828143,1.0,1.0,2.0,1.0,20.0,0.25
31,0.0,0.0073841613813462,0.0225281280106924,-0.0245127472901943,0.0114540883027138,0.0135436508589646,0.0528763547331554,-0.0019508676878371,0.0086890996468579,0.0063381526368248,-0.0244998292285907,-0.0484368959967481,0.0190851360339072,0.0047820570114343,0.0140382836415707,-0.0148083729750422,-0.0060872494620678,0.0,0.0053196088664621,-0.0369984200855424,-0.0187469386268928,0.0156101901376974,0.019988194836143,0.0095061137943561,-0.0221887148904009,0.0112851394807776,-0.004318477686325,-0.0002633192962206,-0.0077508507720943,0.0214282869980003,-0.0007904554314149,0.0052282916005476,0.0453706097782373,0.0063573975663694,0.1015421901876518,1.0,1.0,2.0,1.0,20.0,0.5
32,0.0,0.0,0.0,0.0,-0.003288704298146,0.0009988655289069,0.0,-0.0120032075823298,-0.0022218061068916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025517786900134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014425798803724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191464951202169,1.0,1.0,2.0,1.0,20.0,0.75
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0836712406417182,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0,0.25
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076715753028206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0,0.5
35,0.0421187989293349,0.0,-0.011550019346913,0.0034393874585228,0.0120540226639989,0.0346204598063253,0.014312288366896,0.0108622568055723,0.0292785505231659,-0.0102056075830759,0.0,0.0233445571335263,0.0070332163729327,0.0080723764371214,-0.0083313642596277,-0.002961726850202,-8.04017075144662e-05,0.0,0.0226694291682775,-0.0035246686858728,-0.01020732801045,0.036124432016287,0.0345675303153133,-0.0009971026039142,-0.0036295295136893,-0.0079221783037112,0.0057929328132324,0.012424313914145,0.0207132681236528,0.0085473991782782,-0.0140136901091338,-0.0133517698329042,0.0085718757882049,0.000668904501169,-0.0212306623182624,1.0,1.0,2.0,1.0,30.0,0.75
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971339245794458,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.25
37,0.0,0.0,-0.0312843134947389,-0.0192362440549472,-0.0295498352429994,0.0,-0.0200730623054689,-0.0251319704039174,0.0,-0.0304195360853016,0.0,0.0346837512945819,0.0,0.0,0.0,0.0,-0.0461643654748712,0.0060254023998985,0.0,0.0,0.0968303371030883,0.0,0.0,0.0,0.0459923531956854,0.0443786021914668,0.0463228460822712,-0.1033288557048309,0.0,0.0640144225367057,0.0,-0.044204659688206,0.0,0.0,-0.0068768879420959,1.0,1.0,2.0,2.0,10.0,0.5
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0829362279026347,0.0,0.1751041342561632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.75
39,-0.0223176243970688,-0.0067465960064123,-0.0168789140878805,0.0261156913168686,-0.027860555473766,-0.0175752465941116,-0.0097299958885049,0.0,0.0170161800294721,-0.0038575006990011,0.0058468822296269,0.0008897575933389,-0.0019706019542267,-0.0207425257382927,0.0290694807708599,0.0502852290125146,-0.016250572105656,-0.0765660432996141,0.0108488353776851,-0.0651330813706716,-0.0066730144371103,0.034191336080098,-0.0004465062131953,-0.0592939217464637,0.0218716749089792,-0.040058289033606,0.0206268974217526,0.0233125117837136,-0.0057054151235928,-0.0050175433333999,0.0163311744642907,-0.017575749069129,0.0099995378847006,0.0,-0.0059684800934649,1.0,1.0,2.0,2.0,20.0,0.25
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978199548349057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0865725440565703,0.0,1.0,1.0,2.0,2.0,20.0,0.5
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122474744987043,0.0,0.0,0.097360862722018,0.0,0.0,0.0,0.0,0.0401594411555866,1.0,1.0,2.0,2.0,20.0,0.75
42,-0.002393508473148,-0.037835055095243,-0.0009848832347579,0.0284358613171425,0.0,0.0367326271259273,-0.025548920384585,0.0615981800152898,0.0258846299613105,-0.0068588189752563,-0.0717402270111419,0.0334719026899688,0.0623534393410875,-0.0477839012129404,-0.0057685812878164,0.0204443330011653,-0.0201543520777625,-0.0364680017577745,0.0120284969840368,-0.0115726337610524,-0.0323802308046997,-0.0249179489150959,-0.0338451093619807,-0.0212657943018227,-0.0741475014100879,0.0213595697940258,0.005466089867084,0.0100111695871682,0.0877676958408635,-0.0095123319856521,0.0632278098343802,-0.0006407820324069,-0.0176253310835468,-0.0237217111231153,0.0398283337761306,1.0,1.0,2.0,2.0,30.0,0.25
43,0.0641761124787199,-0.0782545363924051,0.0382058237246721,-0.0830743041006766,-0.0948856745278389,0.0,-0.0397579874950332,-0.0359757430137565,-0.042962571134414,0.0,-0.0116434580699384,0.0,-0.02008542709627,0.0276779225727509,0.0945358729238974,-0.0248338259845405,0.0547804402120072,-0.0573617795795733,-0.0575269357691915,0.0620446383037262,-0.0666073622896194,-0.0056222565539461,-0.0206886654129817,-0.0466669111488587,0.0279054682583193,0.0529377428416086,0.0628584881709181,-0.0463093583857963,0.0547556979246854,0.0455490811130533,0.0223643625577889,0.0072597235611828,0.0412997097993539,-0.0102273914691599,0.0376105761324319,1.0,1.0,2.0,2.0,30.0,0.5
44,0.0,-0.0943594761839922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,30.0,0.75
45,0.0803080906487858,-0.0401120803553402,0.0532047442713246,-0.0063484696705091,0.0,0.0708727781709006,0.0546602232664744,0.0411032888261584,-0.0416758323807024,0.0,-0.0546130192350593,0.0,0.0,0.0989625988602696,-0.030952021312396,0.0323586138004718,0.0295994023017655,0.0191560546257867,0.0233193320278667,-0.0623596618243462,-0.0741102027180935,0.0817155410019527,0.0227239913946646,-0.0108623128864959,-0.018747838459507,0.0499570162488032,0.0,-0.013968701959405,-0.0125873157310352,0.0096247970626963,0.028287624121751,-0.0067890490244984,0.0372181637757701,0.0054129563811924,0.0,1.0,1.0,2.0,3.0,10.0,0.25
46,0.0,0.0,0.0,-0.0363728289096989,0.0,0.0,0.0,0.0,0.0987892564913049,0.0,0.0,-0.0750231282567384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0775831608104031,0.0,-0.0011804519611478,0.0,0.0,0.0,-0.0229709124543936,0.0,0.0,0.0,0.0,0.081443391736622,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0.5
47,0.0,0.0028289740141391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544487202503624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377429634747355,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0.75
48,0.0,-0.0123118670566486,-0.0156656135645683,0.0190668568420583,0.0,0.0091384865793889,-0.0065029322758889,0.0,0.0110774936023049,0.0,0.0,0.0,0.0022673188085317,0.0,-0.0140692969085466,0.0041147072417567,0.0054527725196244,0.0,-0.0008958286276915,0.0,-0.0080917150553526,0.0,-0.0074501213432904,0.0015380920964012,0.0,0.0286066428601267,-0.0092927915409537,0.0,-0.0050850405131348,-0.0260114083656713,0.0119234571702588,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,20.0,0.25
49,-0.0319061603982073,-0.0183768853863162,0.0649938472464498,0.0435822257954277,0.0311218467863917,0.0361266383258541,0.0289067657131061,0.0186602348031965,0.1066403001957576,-0.0098987497905764,-0.0126816037664194,0.0100384101043942,0.0093382077944216,-0.0463170092992326,0.0287918537082318,0.0048279167183691,-0.0079134933722815,-0.0093238444155319,-0.0222955644428915,-0.0473996367112534,0.0095119885387427,-0.0255823423930493,0.0049408412635076,0.0229272465000209,-0.0237584713062902,0.0,-0.0226005658294346,0.0,-0.015496716264413,0.0322980812430827,0.0199294019564621,-0.009369162947765,0.0145783688463134,-0.0325384066047345,0.0648797324084756,1.0,1.0,2.0,3.0,20.0,0.5
50,0.0,0.001663291348533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362657874691123,0.0,0.0,-0.0739150644040422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,20.0,0.75
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080466346639947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0368603174368967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,30.0,0.25
52,0.0,-0.0838616547969567,-0.0707861923190905,0.0,0.0476474969807278,0.0274881452789547,0.0404454795434637,-0.0283578841609399,-0.0526302283674857,0.0246635917782786,0.0331272250332515,0.0246875241345114,0.022745341265474,-0.0327755727009464,-0.0297534612087768,-0.054910006276634,0.0296802062023497,0.0,-0.061649695572927,0.0186750086015419,-0.0381024124102302,0.0106949225515736,0.0031857318400495,0.0,0.0203126300771775,0.0097834281051446,0.0,-0.0053558539315859,0.0,0.0,0.0504300921093636,-0.0152954745778359,0.0268197970704449,0.0,0.046546890273236,1.0,1.0,2.0,3.0,30.0,0.5
53,0.0,0.0,0.0,0.0,0.0,0.1350964050178217,0.0,0.0,0.0,-0.0360230867229035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0270880143910775,0.0282640426775044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0953481548135337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,30.0,0.75
