,Y
2000-09-26,0.6869136594760406
2000-11-08,2.0303300299532867
2000-12-12,-0.44185486539022323
2001-01-23,1.7205408337625072
2001-03-13,1.4452673698407414
2001-05-08,4.325002827341395
2001-06-19,-0.5892221404618203
2001-08-14,6.385699300244918
2001-09-25,5.080013610949486
2001-10-30,2.7287828580152884
2001-12-04,-3.0245110156362
2002-01-22,-0.7608772176135314
2002-03-12,-4.021396255082232
2002-04-30,-0.6442178011966115
2002-06-18,1.7421399500098689
2002-08-06,-2.64540095221536
2002-09-17,-0.6585504586131052
2002-10-30,-1.964948805525879
2002-12-03,-1.1090979935230671
2003-01-21,-0.11041669107496599
2003-03-11,0.26512532751726825
2003-04-29,-3.1813484084367682
2003-06-17,0.3378377059980786
2003-08-05,-1.744719457579691
2003-09-08,-0.4056691950032998
2003-09-09,-1.114507974192458
2003-10-21,0.7152928790434387
2003-12-02,-0.12933858589690983
2004-01-20,0.561596082944682
2004-03-09,0.43245439254445683
2004-04-27,4.170038960487421
2004-06-22,-4.472668944089109
2004-08-03,1.1645743693781019
2004-09-14,1.2741579139524117
2004-11-03,-1.2747792180442863
2004-12-07,2.676482957061743
2005-01-25,1.515197760445175
2005-03-15,1.7802492569436668
2005-04-26,-2.454939450856164
2005-06-22,1.3440771542955754
2005-08-02,1.482329648003089
2005-09-13,1.923467546956581
2005-10-25,1.2088793884435178
2005-12-06,-0.6409850884293244
2006-01-24,-3.1724818686322376
2006-03-20,-1.2786707461418079
2006-05-03,2.6140720136310858
2006-06-21,-2.5952931617899355
2006-08-01,0.006434204832417301
2006-09-13,0.43908143736228755
2006-10-17,-0.6637541176775286
2006-12-05,0.33081020152421203
2007-01-23,-0.33817545217694756
2007-03-13,-1.0260401992966184
2007-05-02,-3.107771839072615
2007-06-20,0.7060912061720437
2007-07-31,1.4066326609684987
2007-09-11,-2.9102481927705592
2007-10-23,-0.2416766694976702
2007-12-04,1.0760664215677562
2008-01-22,-2.5912836099672543
2008-03-11,0.11394078476441027
2008-04-22,0.2726110384975722
2008-06-17,-0.9147124502418502
2008-07-29,0.5177894028630337
2008-09-09,0.06615840495776126
2008-10-21,10.664413829355668
2008-12-08,-5.2544293570030876
2009-01-21,4.825547764477234
2009-03-10,-4.367758006765376
2009-04-21,-3.8696876216626097
2009-06-16,0.2782749700661169
2009-08-04,1.0609305837348315
2009-09-15,-2.018530080590253
2009-10-27,-1.2570459050123217
2009-12-08,0.5289925879621071
