,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,a,b,A,B,s,R_y
422,-0.0026592186263946,0.0434922713289717,-0.059580736494599,0.0094865174725121,-0.0046158995259909,0.0041437962986683,0.0285973226457557,-0.0149827829352134,0.0,0.0119092434672925,0.0574310885776829,-0.0273045818903743,0.0053502601452805,-0.0027164157499355,0.060258396704879,0.0083689596444713,-0.0187627583426191,-0.0322671887212985,0.0,-0.0053534262995206,0.0462466756273265,0.0009962577423346,0.0,-0.050657436088342,0.0039689634878163,0.0661665730633253,-0.0194281141557048,-0.01366339066104,0.0010533122520783,0.0158592195478101,-0.0005060568887751,-0.0137398033942755,0.014022191005977,2.0,3.0,1.0,2.0,30.0,0.75
423,0.0,0.0,0.0549973722699084,-0.0420280778631246,-0.1469745857538579,0.0,0.0,0.0454032468835184,0.0,-0.1613353493017209,-0.0177697446546751,0.0063150619874442,0.0,0.0,0.0,0.0,0.0,-0.0820795392012075,-0.0172394693041054,0.0,0.0,0.0,0.0,0.0821530978200221,-0.0426935020853706,0.0651313739739923,-0.03160252186182,0.0,0.0,0.0,0.0009331910680455,0.0,0.0,2.0,3.0,1.0,3.0,10.0,0.25
424,0.0,0.0,0.0922612707388518,0.0,-0.0607632119693312,0.0,-0.0601278014245238,0.0,-0.0171617114351052,0.0,0.0,0.0,0.0396754789617573,0.0,-0.0641665803623004,0.0,0.0,0.0,0.0,0.0,0.0,-0.0188609819107535,0.0,0.0,0.0,0.0,0.0,0.0,0.0183732847353683,0.0,0.0747422036931588,0.0,0.0,2.0,3.0,1.0,3.0,10.0,0.5
425,0.0,0.0,0.0,0.0,0.0,0.0861486388530956,0.0,0.0,0.0,-0.071667994805624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251936895127182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1100443548576457,2.0,3.0,1.0,3.0,10.0,0.75
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1040097756143391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,20.0,0.25
427,0.0,0.0,-0.0422625685365112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0771865653871385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,20.0,0.5
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763332418090336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,20.0,0.75
429,-0.1093915837488925,-0.0388148036723317,-0.0487512964775236,0.1146284555728195,0.0072144718022946,0.0674044553621949,-0.0312727535633691,-0.0319181471225758,-0.0855186491581412,-0.0012453958504255,0.029486361372389,0.0270376972078664,-0.048896863638651,-0.0153417308206276,0.0748076944464878,-0.0518671302039809,-0.0684285377803061,0.0664364700582045,-0.0154478232040474,-0.0183498214683923,-0.0371334384774771,0.0416298665555815,0.0244726797929111,-0.040355619878494,0.0760018463647753,0.0555637189013322,-0.0159039195984782,0.0592529852074719,0.006783542540377,0.0,0.098806039973916,-0.0542648110002018,-0.1032824416301241,2.0,3.0,1.0,3.0,30.0,0.25
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0221776155008136,0.0,2.0,3.0,1.0,3.0,30.0,0.5
431,-0.1075577276335327,0.0109388694011586,0.0121073778681432,-0.0326457332680431,-0.0289645776155632,0.0258513880402284,0.0567966784897229,-0.027986881188985,0.0446166259331737,0.0285658466780201,0.0042367997085893,0.0324609254189376,0.0141627675920854,-0.0825864063386733,0.0207640227437638,0.0176442054040694,0.009247189718866,0.0019088707952532,0.0124856021367999,0.0736609570689433,0.0680135800341558,0.0502501994465757,-0.0228955312940034,-0.0265176707646196,-0.006088770637783,0.0311404921359778,-0.0263529738771247,-0.0256596559335008,0.0470127387724797,0.002519402200278,0.0419579161471565,0.0166174386514078,-0.0355000753019236,2.0,3.0,1.0,3.0,30.0,0.75
