,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CLVMNACSCAB1GQHU,IRLTLT01HUM156N,IR3TIB01HUM156N,MABMM301HUM189S,CPMEURSCAB1GQHU,CPGRLE01HUM657N,IRSTCB01HUM156N
2001-01-23,1.7792397890904594,0.4540784705033825,-0.689249690342155,0.6839001197645038,-0.6536816452883384,-1.7548631874646936,0.5821794520826958,-0.7244335369163133,1.6760615284023728,1.9206334433296812,-1.2569973335498423,2.4855030341331146,-0.6127166033235517,1.7130957439812706,0.9318959475829407,-0.9190697577111728,-1.1837502899322114,0.9007577352555171,-2.247714300542391,1.2187710734790356,-2.1856986693241818,-2.3969243139170975,1.4921201419818728,1.4416579498906166,-0.8746543714609403,-0.6517123786519429,-1.3620382808334173,0.8688298475334376,1.90438512004393,-1.1546538523174235,-0.6916695996239262,-0.37985467016687147,-1.356545102769124,1.9958303086433764,2.0314925146919367,3.0,1.7740031101196039,1.3726780046144809,0.15624982348092198,-0.37452836102672105
2001-03-13,1.7792397890904594,0.4540784705033825,-0.689249690342155,0.6839001197645038,-0.6536816452883384,-1.7548631874646936,0.5821794520826958,-0.7244335369163133,1.6760615284023728,1.9206334433296812,-1.2569973335498423,2.4855030341331146,-0.6127166033235517,1.7130957439812706,0.9318959475829407,-0.9190697577111728,-1.1837502899322114,0.9007577352555171,-2.247714300542391,1.2187710734790356,-2.1856986693241818,-2.3969243139170975,1.4921201419818728,1.4416579498906166,-0.8746543714609403,-0.6517123786519429,-1.3620382808334173,0.8688298475334376,1.90438512004393,-1.1546538523174235,-0.6916695996239262,-0.37985467016687147,-1.356545102769124,1.9958303086433764,2.0314925146919367,3.0,1.7740031101196039,1.3726780046144809,0.15624982348092198,-0.37452836102672105
2001-05-08,1.7792397890904594,0.4540784705033825,-0.689249690342155,0.6839001197645038,-0.6536816452883384,-1.7548631874646936,0.5821794520826958,-0.7244335369163133,1.6760615284023728,1.9206334433296812,-1.2569973335498423,2.4855030341331146,-0.6127166033235517,1.7130957439812706,0.9318959475829407,-0.9190697577111728,-1.1837502899322114,0.9007577352555171,-2.247714300542391,1.2187710734790356,-2.1856986693241818,-2.3969243139170975,1.4921201419818728,1.4416579498906166,-0.8746543714609403,-0.6517123786519429,-1.3620382808334173,0.8688298475334376,1.90438512004393,-1.1546538523174235,-0.6916695996239262,-0.37985467016687147,-1.356545102769124,1.9958303086433764,2.0314925146919367,3.0,1.7740031101196039,1.3726780046144809,0.15624982348092198,-0.37452836102672105
2001-06-19,1.7792397890904594,0.4540784705033825,-0.689249690342155,0.6839001197645038,-0.6536816452883384,-1.7548631874646936,0.5821794520826958,-0.7244335369163133,1.6760615284023728,1.9206334433296812,-1.2569973335498423,2.4855030341331146,-0.6127166033235517,1.7130957439812706,0.9318959475829407,-0.9190697577111728,-1.1837502899322114,0.9007577352555171,-2.247714300542391,1.2187710734790356,-2.1856986693241818,-2.3969243139170975,1.4921201419818728,1.4416579498906166,-0.8746543714609403,-0.6517123786519429,-1.3620382808334173,0.8688298475334376,1.90438512004393,-1.1546538523174235,-0.6916695996239262,-0.37985467016687147,-1.356545102769124,1.9958303086433764,2.0314925146919367,3.0,1.7740031101196039,1.3726780046144809,0.15624982348092198,-0.37452836102672105
2001-08-14,1.0556083359025255,0.7934948924349596,0.926224824672602,1.5448233649489391,1.0748061815340921,-0.7478561258744311,-1.2232286103939067,2.4284952169184972,0.9692901741600565,1.5524547359840446,0.82524180139221,-0.25766291044097694,-1.1255298629241273,-0.3581901924495541,1.656674595218116,0.5993145563628746,0.428420274896162,-1.1385260669157038,0.6129172051991636,1.9671938330804761,-1.4557147853089887,0.2781884909739016,1.8174713929627964,1.9705912941508732,1.1491787180912871,-1.0914325434696637,-0.034305736798275845,-1.4055611874198508,1.2910730769820993,-0.32304353268388947,-0.2661251088305776,1.7373172202366585,0.04178650708399954,1.6468482587940818,-1.2765855001420656,-0.6352832911102816,1.8741819606187424,1.4088594489264816,-1.902242777598592,2.1742292260845053
2001-09-25,2.3824262586790965,3.0,1.0116403514441308,0.625440792626062,1.6792555256733506,-2.26302312202043,-1.4737860762501662,1.8868888770871692,1.497644656667341,1.7485553775428897,1.6206996400747684,3.0,-1.782614734025533,-0.39798921391545866,1.8713205881619972,1.891584897271629,0.371778870168409,2.383048761011164,-3.0,1.4400339869751828,-2.029339275186972,-3.0,2.008161772220318,1.9226066100200143,-0.875782129414011,-0.44118105095177695,0.5526430316725556,-1.0123365623453007,-0.9573701074082456,1.6352950822259618,2.024522421517642,0.08092216910083773,0.3847492801005542,1.2216366645377037,-0.5077438286732414,-1.3469764944369136,1.6701893108651822,1.0369072519214453,-0.3601121774114685,-0.5712405705908528
2001-10-30,2.0099986023588428,1.7025510653607672,0.9820320720795084,0.8257504110414664,1.3405808476089829,-2.0228358083243396,-1.5560964447949928,1.9126658089229258,0.6072731602435489,1.145323572823851,1.3983105716470194,1.8213176361031385,-2.100706429463276,-0.8577643614937548,1.7754638325152552,1.149989195502587,1.875175997837086,1.3687061917193533,-1.164444829244813,1.9888331687686585,-1.1550650048343014,-1.6883464290145191,1.928997255145451,2.376803822002657,1.7268873135213867,-2.6458358082435818,-1.2840004550356119,0.6604202826873137,-1.3259189510818437,-1.5057969433026444,-1.163900194231671,0.4434208240810982,-1.1574830988092346,1.696160999355179,-0.28855839097162206,-1.1466234195554001,1.7048856662122946,0.8791477922839656,-0.3823705301014353,-1.9283626765662223
2001-12-04,1.4826070273057268,0.7182888404724329,1.7546977037510036,1.4003139202984896,1.6922797862821237,0.35903691285155165,-1.7355370844893852,2.1222008238908483,0.003317219455232152,1.9537128105844277,2.0677223565752016,-0.05596643808041857,-0.9106831036708585,-0.9579283112981609,1.5538043832001138,1.8180296194463457,1.4719807633537036,-0.35261959262100034,0.6284364397087594,1.545416676334427,-0.2751715409920213,-0.35007774643349077,1.487534058320349,1.6622668002846377,-1.638858142274895,-0.5709087834201967,-0.19109579486208866,1.1760249715498883,-2.883521619809209,0.028454056003175906,0.478389159393099,-1.8696901739782743,-0.18415551349628315,1.3536653580676514,-2.4510603139826364,-3.0,2.116964050045374,0.79600227946981,-0.6345224413059206,-3.0
2002-01-22,1.1727748700174827,-0.41827783429908244,1.34353886243228,1.5853481998292154,1.0843312500958058,-0.48492818133409477,-1.224199631025235,1.3363630925562544,0.5474984583797432,1.2502732946037294,1.4265364071393347,-0.3233895475457026,-0.06941759479696895,2.761137116355063,1.0375451288691198,0.6950017215087447,0.9422028391007619,-0.30119137807792623,0.7626868646385137,1.347173629640096,0.2557056646004863,0.11249846132386916,1.36583178231549,1.3115150876749049,-0.7503851253863297,-0.23069332276655646,0.768756899566562,-0.6089227825853877,-2.222360028209351,-0.5373609386149303,-0.9902612656532873,-0.7350041810297864,1.0452398543747536,2.6967600734738486,-2.1653577923141176,-2.500547951052348,1.441934986685157,2.974184264647055,2.327270066497639,-2.3596067655633197
2002-03-12,0.17943627221168001,-1.0067842564547667,1.4683472212335134,1.96829806805416,1.1900508009278856,-0.07812889249308877,-0.9999460657542038,0.9676085956766798,2.693066115445638,1.5629967671691976,1.265151390558427,-1.7162555404053017,1.5561295760687865,1.60750012541952,0.1459664377040854,0.10262653157602003,0.6736308893172706,-1.1070554046350842,0.9231720499302191,0.21788349421388903,-0.5191745551758312,0.15766481380272718,0.6360418600467681,0.35176423113947425,-0.4661416360744962,0.9547113761015859,0.3143449869187693,-0.46136847706423123,-1.45240346768548,-1.0378212334641992,-1.3706032310472538,-2.2914061355836193,0.6044370926855341,1.5583012606175273,-1.0069359315074644,-1.626513345094097,0.2937986047910706,1.611546403848206,0.5886855809891471,-1.6338642213015249
2002-04-30,0.2942641153048019,-0.8057634412125274,0.6172609024299713,0.7471214035116106,0.4620479905283037,-0.0038250039979420207,-0.5044062474609821,1.2484400331603085,2.2471147807922263,0.450194985121695,0.6627072754077878,-1.6414193344069425,0.6213012100452041,0.9192325985097131,-0.36375862676898574,1.0099973490695688,1.5520379836288214,-0.5207776671464757,1.6042901106271712,0.7841054952733539,-0.06455854936635608,1.4439612479592676,1.3049644763458943,1.5745316530018374,-0.7925409577045603,1.0241007897243632,1.7630774376328393,1.5340630931257753,-1.2792354496502027,1.0089128200239414,0.49805766166902354,-0.4688849621667415,1.7681838064734896,1.332422900635123,-0.9030456310218743,-1.2198823419701572,1.016305795140516,1.1721399175464429,0.44189386365286865,-1.0992935352759912
2002-06-18,0.6590478416710325,0.32057929464194074,0.050154004631834496,0.3460494861464708,0.24248556558124557,-0.8153592979349242,-0.609383701882703,0.7323144127883703,1.5626768760805585,1.4367563276169246,-0.14307523899697452,-0.15931165707308642,-0.47740764219274046,0.6044889484391208,-3.0,-0.10039373624876659,1.487388137032422,0.2902100252591453,0.15308407308154123,2.6829799681371798,-0.8974267000026903,-1.5198101285964862,2.905529986929674,2.793857528446522,-0.8486933793103967,0.870816552386108,0.21505735337887488,1.0830359094758608,-1.781591363378845,0.03149177821662573,-0.02856552659498036,-1.6055631036775657,0.23930847283749443,0.9328376463267345,1.2320964254745865,0.23789766006196592,1.1311068205634802,0.7922228920379641,-1.4733619598280252,-0.2962554504530714
2002-08-06,2.80157840926035,2.2580041751752287,-2.2928979904821727,-1.3211608688310053,-1.6364005944762257,-1.996606403601277,-0.1768917352219705,-0.7514691493028712,1.8267660695924703,2.5579837612572116,-2.3529002091183417,2.2945433704768132,-2.5126702273994717,-0.9688920973622904,-2.36254672392391,-0.696312206768039,1.7590717550585044,3.0,-2.781631397422306,1.0250792531970125,-2.351550428758699,-2.523514754954625,1.7504063946240582,2.3678477285889072,-1.125647133164223,0.47307654219342604,-3.0,0.6993617365452721,-1.4623531209469889,-2.197520726803018,-1.0586016738690087,-0.2743170371489861,-2.955399882540142,1.3005229276614956,1.106444872373357,1.859226781062111,2.9226515265317032,0.954934763415264,-1.3454906247968679,1.0561113779039533
2002-09-17,-0.8353952419818178,2.313898119752085,-2.432486685513629,-1.46575502371858,-2.222053469280673,-1.882238549276356,-0.5061141013051983,-0.872929136325829,1.581978124682884,2.315986007837042,-2.7153802252369985,1.317021469735917,-2.5093479860299954,-1.4797147599637461,-2.0650919145854716,-1.1375538495904334,1.2059502398493254,1.872707962286233,-0.9842497814680985,3.0,-1.102836257220838,-1.5282001750119594,2.1033153005896774,2.390844428500627,0.24195041667536551,-0.1130665534594649,-2.444524425746465,0.5782953008020895,-0.5231216362386097,-2.046205641351714,-1.215191100839506,-1.4679726361221397,-2.468146949497964,1.3836086730548904,0.6039030698880661,1.3592124607121205,1.4753102820020383,1.4410223058349367,0.12794637387027072,1.2838742365675209
2002-10-30,2.1254903674023935,2.0096805209727515,-1.2153732447089771,-1.6467654627678305,-0.02403400244042076,-0.7555482577262201,-0.5486025415187656,-0.872929136325829,1.5357196594392613,1.4834949331870917,-1.0006817508471884,1.473890569432233,-1.2715116193137936,1.1535626842437119,-1.6770655152912763,1.6836305295328413,2.2924834960069336,0.4528528859879779,-1.2221177872794788,1.2442453658067694,-0.7188843560508138,-1.2532512250374506,1.5331368859483019,1.3797503714740322,-0.8296511870790773,-0.8564858872844285,-1.7035914606770086,-1.308647184078502,-0.14996318973155923,-1.5449512766582654,-1.0933961451907388,0.2309364682632716,-1.712842921121173,2.0741435323480237,-0.16201435340116785,0.9265932681299883,1.8752527601938445,2.4199106667525627,0.2701365057522577,0.9419816939657893
2002-12-03,1.2240714718997026,0.2487385665556174,0.32232781434428304,0.5909632039018157,0.9653620227385328,-0.9270416000862438,-2.8701228335106608,2.6675536106555655,1.8745877679192213,2.2619964849190293,0.2646186640068955,-0.17323275918714218,-0.5384705601932803,1.074671752806302,-1.735602467163327,3.0,1.6345281583511522,-0.06261799333514664,0.25371457578662865,1.6515182263153387,0.8516029904416692,-0.00674973177736574,1.8339916004849486,1.0973269600015576,2.410585839862093,-0.8384479333424015,-0.6226843042065539,-1.5599120536660107,0.5317828668317306,-0.961693765565949,-1.3008849143880619,-0.5672239015836615,-0.5746796346026514,1.5106954990335115,-2.3116269151033015,-1.2345232598107951,2.65590879943875,1.6273050480112121,-0.43244082165197095,-1.845446740987661
2003-01-21,1.818019696949999,-0.2552377218149901,-0.020106652800164323,0.4074583455774596,-0.3023115913445807,-1.0611828507896186,-1.1966844710002051,0.0,1.934812405242689,1.3988043939424888,0.13997300568289395,-1.0253547174940552,-0.6620311071533177,0.21955565419541911,-1.2588472185932726,0.6664857105275176,0.9794055978104643,-0.42798068935651506,1.4160186991635024,1.956110712426693,2.204261592965362,1.5796358915523834,2.090124035180199,1.4250710155487012,-0.725652526547657,-0.5448831539818513,-0.6568274616912051,-1.52740630419999,0.6439241524057389,-0.5545487547825799,-0.3924332975596277,0.13449225889097025,-0.6682836509656208,1.7188548530432985,-1.542461429161631,-3.0,1.8763486623257282,0.7384491629080461,2.3395798467354205,-3.0
2003-03-11,0.5848563433947612,-0.6484864308033237,-0.6258396295673033,-0.5633549517993927,-1.3507866117133138,-2.029386128599772,-1.1382834002914253,0.8081285179709295,2.010675353853091,1.8718579258861014,-0.5776808680361183,-1.2307875177228895,-1.727400628822061,0.2617526185081136,-1.5883832975716834,0.27806512451960763,0.6575857606921489,0.3791262633532582,1.9143307890467012,2.0168926163848493,1.4503148278368168,2.00533182437396,1.8414312421876295,2.048579218806299,-2.8194459163437937,3.0,-1.358137954692345,-1.032201689047893,-1.738644077034826,-1.4507560743008099,-1.5135577427703903,-2.562600816972339,-1.344184351965611,1.2455048103783308,-0.8373096577421077,-1.0694143999804642,1.2707551190447124,0.4347450538008654,0.9680140246428055,-1.5735277648199855
2003-04-29,1.100773869305095,-2.1597162490082407,0.45367769427817445,-0.6367547681792518,-1.7148571586795518,-1.1387947558510532,-0.5708118744798577,1.289425613002224,0.8660838991789778,1.1696344751948244,0.6478681180730234,-2.1434120902066116,-0.040572267595725034,1.1239291425310958,-1.8518779460691515,1.8814310276731814,1.9600353193759845,-2.0588041510948294,2.2563588757559465,1.7877325468944345,1.7967146429964589,2.359728729115612,1.6649055551884395,1.7123259214445985,-1.982194056234977,-0.8338149271191556,-0.9822752283707812,0.14245788799055098,-2.4868355110507196,-0.770898718138009,-0.43357166825452814,-2.0842733589078914,-1.0014137727741974,1.8083820977724634,-1.1419380979865659,-0.8031027202913774,1.2652897414013684,0.12766531796840871,1.1155475236431311,-1.0393285699813177
2003-06-17,-1.5376253719010133,-1.1733648108473576,-1.9327629610620964,-2.7794957247727305,-2.057458204842795,-2.511808604562535,-0.4155733206713791,2.4821377212063997,0.5061854900359336,2.111260652015286,-1.369785103605609,-1.6531928394338624,-2.361637183163849,1.0803010431971414,-1.8591885485339825,1.329667477294482,1.5033187098442837,-1.4920725450266668,1.9134316809455916,2.009681209582541,1.8466424023932568,1.9279745923383405,1.7028651438379754,2.090764783453558,-0.7929623826526726,-1.2716801016371773,-2.0358535565933003,1.1253408377935412,-2.0230404611727972,0.370532769019021,2.5630076702531355,-1.4448939405478627,-2.172247372150097,1.3607721454647135,-1.2197827499338463,0.12404036820827898,1.866514969307573,-0.7106584267080472,-0.1977599966939838,1.5535525033574287
2003-08-05,2.2085043603343752,-1.5249557021040425,3.0,0.6950424550118212,1.3222382231540504,1.4856486607327088,-3.0,0.49028704259033973,2.0496055154817436,2.2214312150044044,2.990175428793584,-1.4919218654598287,2.1749024927642604,0.8985332129898225,-1.6446613056063901,1.7368641492527064,0.5455696642871961,-0.47207244848179464,0.9933713733198949,-0.015491867436096367,1.2672664797510471,1.2457631955798785,0.8351182447418563,-0.4185658345307056,0.7710190739263858,0.31066388666070854,1.261098199847697,1.9057431501148492,-0.8946544832078605,0.18800404282259447,-0.6402231750744376,-0.1585582075949743,1.3451634403143657,1.8092581271796393,2.502297866240834,1.5649841691123172,1.3648370801700103,-0.4158219584330483,-2.1909110409525465,1.4414403545524628
2003-09-08,1.9250531479398119,-1.6194828959353345,1.6984917082994495,0.8992161606752993,0.7088916350762212,2.139367178975942,-1.5820244581056766,0.38886000738816595,2.5267347329860885,1.7784303889418331,1.6993101069583336,-1.572842100008946,1.469026201940602,0.7722019017956634,-1.174965883593976,0.08336390522058484,0.3746098890946117,-1.063937804697666,1.3180728033159501,0.26059176337740314,1.5478523318897948,1.3831510165909777,1.1495842316456348,-0.15395052890657174,0.5137899354671593,1.013567794845462,2.140431580824374,1.374280420305207,-1.0718133815114965,1.2460793377894392,0.12490466588087626,0.6359889714945322,2.1582829042355662,1.3962962935796888,2.073172952154688,1.3811257597585487,1.8283390864213138,-0.11522957477475956,-0.676627312559261,1.2340324571290129
2003-09-09,1.902551639274211,-1.4222461829557342,1.6813372557499644,0.9013901341707841,0.8391617977832762,2.1150250635209886,-1.8911204570672524,0.38623726273429176,2.508603154168375,1.7615651975563928,1.5992662068168997,-1.5733846019681934,1.3425444760984904,0.7687638626880393,-1.1668525802137955,0.08702487004076118,0.3695542050951715,-0.9426102699083831,1.3511572923044743,0.3094002180855379,1.5545754375577907,1.4181283550124821,1.1931545353518191,-0.10849296133749438,0.522834751901696,1.0087686949980754,2.129184714760017,1.3627819543858684,-1.0650941268602443,1.2419071866961384,0.1242708503010207,0.6376095652440761,2.1471546326617403,1.3881678169370157,2.0478091587612686,1.375971344492664,1.8151896656060436,-0.09936231094503918,-0.6787451550997512,1.2283556977220742
2003-10-21,0.6323338045882074,-1.6275497813995576,1.3002433557267328,0.6371210540191536,0.6204909985506795,0.7967044136092876,-1.1702502926535792,-0.6267699253190787,1.4036056326057063,0.9099391847367696,1.3424895478116161,-1.7104121757493183,1.190769242855268,2.365717315218244,-1.0029198273431286,0.5960766320617069,1.6715384003234726,-1.1857148514226576,1.5695534150202555,0.4395337036079274,1.4813466655361909,1.494638993441301,1.028599415093866,0.11995792325759982,0.6619169705882603,0.44157365035273766,-0.2540752965787596,0.9878783399072167,-1.0105542655928823,-0.7764045082512676,-0.7562908433708548,1.0449389214086486,-0.18156716741478063,1.836445255513196,0.7481284651676031,0.9940603609532613,1.826357798595391,3.0,0.6091538952517089,0.8801408338012692
2003-12-02,-0.4186464528172971,-1.7044171847273801,1.0328537526079373,0.6771346823138417,0.45768722689631075,0.21639649204044628,-1.0152447971861078,-2.6151260284375017,1.6930880729463451,1.0364972848492606,1.0070593671770187,-1.7885797491499213,0.9351745586615573,1.6718937086979648,-1.9615157830467154,1.962474890011226,1.4224369435331414,-1.3116440835685497,1.7604411353819114,0.5818338804088765,1.439678491314582,1.630542083038042,0.9695973934081247,0.20876694318978561,0.24544924795011747,0.6174582530281046,1.4715775449164152,0.7624928516630285,-0.7625067264723312,2.1645390225359926,1.77137003376004,0.20467355698045553,1.3604341742402,1.364885776314637,3.0,2.991582748143296,1.655251027312365,1.7505751252777577,-0.4680487307148485,1.8820673104892993
