,a,b,A,B,R_y,s,mae_test,mse_test,R2_test,SR_test,mae_val,mse_val,R2_val,SR_val,mae_train,mse_train,R2_train,SR_train
0,3,1,3,2,0.75,30,2.160485326268838,8.993117883083196,0.0103192424801524,0.4689116137736712,2.2576799465028925,9.383023568171003,0.0288755284603611,0.02583228687539768,2.489215404553768,9.903156117417316,-0.0560060554181078,0.0800700932132708
0,2,1,1,2,0.5,30,2.2155413661439725,9.237473246946632,-0.0165717429107221,-0.0156064096127299,2.273452719152836,9.34062554678851,0.0332636402252156,-0.28907030244483084,2.4386163171059128,9.409177313612062,-0.0033314735089029,0.3665843821091603
0,2,1,2,1,0.5,30,2.214957379559628,9.004850446284086,0.00902808937983,0.2229939343147879,2.2704953364149243,9.145990754691898,0.0534079581249622,-0.21430036970714686,2.4222609826435755,9.368002740447224,0.0010591064310468,0.3745782894030763
0,3,2,3,1,0.5,30,2.1800636200059227,8.923468336533873,0.0179840831823424,0.6541850026343423,2.2706827154325,9.388109032951627,0.0283491928648319,0.8790544868592686,2.460786092375347,9.85329990992517,-0.0506897243022839,-0.2999310550844446
0,1,1,2,2,0.5,10,2.1702868065002634,9.147211379978494,-0.0066385435423228,0.6541850026343423,2.282036234423146,9.634520987224397,0.0028460405882105,0.23662866176535968,2.421198830729098,9.562325283334582,-0.0196621444065911,-0.2999310550844445
0,2,2,1,3,0.25,20,2.177032416627948,8.891614786793753,0.0214895243036912,0.3174838222194881,2.276872007282168,9.210565143259826,0.046724636004175,0.02854790184704059,2.3885401004263165,9.403305831099203,-0.0027053780485923,0.3802501732512213
0,2,3,1,1,0.75,30,2.239149515543512,8.589751884833523,0.0547091383867122,0.6282954927440325,2.363769274364198,9.173770388590478,0.0505328206926278,0.5278959435150719,2.3356312538709623,8.67116633470252,0.0753650605508641,0.8105283767870793
0,3,3,2,3,0.25,10,2.178947899661882,9.10108170660956,-0.0015620338515305,0.3696200872616723,2.258627401613432,9.477434300744594,0.0191042034591951,0.2360561978061934,2.436252624892754,9.524641957911786,-0.0156438476774529,0.1820879777410435
0,3,2,3,2,0.25,10,2.1901345099243192,9.080483486116998,0.0007047731363981,0.3696200872616724,2.2519464989545948,9.411545412589115,0.0259235737000819,0.16498746656240476,2.4512615347506754,9.56321929493569,-0.0197574757992493,0.1820879777410434
0,2,2,3,1,0.75,20,2.1884583107874325,9.08256446386717,0.0004757642806322,0.3696200872616724,2.252940651425309,9.420215684182168,0.025026217655121,-0.06462569792355288,2.448832074900343,9.555974263959753,-0.0189849143560516,0.1820879777410434
0,3,2,2,3,0.75,20,2.1843491590453783,9.08916532536949,-0.0002506518185259,0.3696200872616725,2.2553915529234603,9.44326385572282,0.022640777264318,0.6522134209330719,2.443033602555479,9.540397423355316,-0.0173239046933206,0.1820879777410434
0,2,3,2,2,0.5,30,2.3031574336040714,10.287583361039296,-0.1321349754520682,-0.1450505411225562,2.3255500166038128,9.781666864710942,-0.012383268117577,0.19612809848616955,2.48936568921918,9.517842844244408,-0.0149188358611087,0.5155059029656573
0,2,1,1,3,0.25,30,2.1920462207280305,9.413329763248685,-0.0359245205047982,-0.1073013512664578,2.2795416010596288,9.599280634612803,0.0064933477230761,0.06580712823978606,2.4310549957179,9.466728098889211,-0.0094683027203348,0.1515323380195089
0,1,2,3,2,0.75,30,2.378067962561072,9.803794291895152,-0.0788946267037151,0.0229548261076667,2.3408628161994223,9.513451218793143,0.0153765233300484,0.2660650145495223,2.470225129463733,9.860734285883089,-0.0514824762226548,0.4558906744395105
0,3,2,3,1,0.25,30,2.1904385700100253,9.01391910287117,0.0080300956876006,0.5141401714973666,2.311993699849976,9.302670191422338,0.0371919448014833,0.07471114307036686,2.330842161637325,8.936296138566368,0.0470933989681873,0.7170207739387158
0,2,3,1,2,0.5,20,2.2357512554770453,9.056076385623964,0.0033907423429452,0.1835744696787817,2.2953452929729057,9.157416900334978,0.052225374539964,-0.1969377535737886,2.412611737950625,9.279768446212517,0.0104678189568974,0.4731494870842075
0,2,1,2,1,0.25,10,2.191224881218256,9.57103666974565,-0.0532799574864069,-0.004030042480665,2.246907894050722,9.336161087219,0.0337257030036635,-0.3850615041933943,2.495833546700964,9.357648614783049,0.0021632008500674,0.768029736911989
0,2,3,1,2,0.75,30,2.1519094067743203,8.894448340425427,0.0211776954651141,0.4924710563359972,2.257901974463484,9.349020907003204,0.0323947369668314,0.45589266819672686,2.4529253130055246,9.661747894456887,-0.0302639039008176,-0.2580455877933075
0,2,3,2,2,0.25,30,2.1689440423790503,9.186999723686888,-0.0110171982707185,0.1333207051670482,2.2827570751787944,9.665310460774004,-0.0003406093240068,0.17524605962154471,2.4179140802323973,9.536906702500458,-0.0169516776662193,-0.3603688512948151
0,2,2,3,3,0.5,20,2.167600398650204,9.174477334266706,-0.0096391258370596,0.1333207051670481,2.2802911943774573,9.64482253440909,0.0017798507302086,0.15331088551475872,2.4197036054528533,9.549137043522292,-0.0182558390896843,-0.360368851294815
0,2,1,1,1,0.75,10,2.170704017326886,9.204205286881797,-0.0129106477993103,0.1333207051670481,2.28598701503676,9.6929901760568,-0.0032054053762682,0.29502336933069184,2.4156684829052417,9.52159272551143,-0.0153186980139543,-0.3603688512948151
0,2,1,3,1,0.75,10,2.1689023417581894,9.186603103248334,-0.0109735507147568,0.1333207051670481,2.2826805453977417,9.664666223823946,-0.0002739320676699,0.3197921643250685,2.4179672871276767,9.537279260084093,-0.0169914047047152,-0.3603688512948151
0,3,1,3,3,0.5,20,2.2635316537743155,9.043508468180262,0.0047738250755231,0.4210840719323752,2.370277237015598,9.242298481173815,0.0434402979879678,0.20245442126559415,2.3451693548889683,9.3096406944198,0.0072824430401868,0.3209431780047253
0,2,2,3,2,0.25,20,2.344492307649496,9.982359139165656,-0.0985454525474993,0.0659151510479229,2.364040693831459,9.667145545425551,-0.000530536973609,0.286417421971527,2.356502951139575,8.744557591601987,0.0675391098355889,0.6296093960441768
0,3,3,2,2,0.75,10,2.184048644687248,9.079438938359708,0.0008197242389123,0.1780687848556219,2.283490835927141,9.430775492131172,0.0239332983163246,0.3273136788488728,2.361211259575432,9.503957174805612,-0.0134381613330043,0.028735872430298
0,3,2,2,3,0.25,20,2.172389900164309,9.170580921804406,-0.0092103307865072,0.1780687848556219,2.2848364124833567,9.631550541841198,0.0031534758389095,-0.1915249686519766,2.403743403590353,9.506401552708036,-0.0136988133752506,0.028735872430298
0,1,3,1,1,0.25,30,2.2399636450386287,9.20048426120942,-0.0125011538335839,0.2703802222695488,2.3228191096449704,9.522211133779315,0.0144698893703369,-0.024386253729888785,2.3542636919001048,8.951994030428368,0.0454194812123703,0.523168269986412
0,2,2,2,1,0.75,10,2.2172171886144896,9.170145532981378,-0.0091624168209849,-0.0357110318451295,2.277524572018836,9.294500749670147,0.0380374659436535,-0.01934918708571201,2.404411393148936,9.340815409786888,0.0039581807733644,0.409635093580299
0,3,1,2,2,0.75,20,2.169179936121951,9.183694830330088,-0.010653499117277,0.451749149931934,2.2845425255023253,9.673814288117434,-0.0012207387167291,0.4690322198026073,2.4157306894726034,9.521538482016489,-0.0153129138519714,0.2474604446361368
0,1,3,3,1,0.75,20,2.1418329203680164,8.7843175480268,0.0332974438620923,0.451749149931934,2.2603652087558777,9.288070640733904,0.0387029695627464,0.01858987082848118,2.426072373049087,9.590198290253763,-0.0226343346599184,0.247460444636137
0,3,3,1,3,0.75,20,2.2060753520052088,9.195330329795537,-0.0119339704815795,-0.0918465028830607,2.277182429148897,9.391520693408776,0.0279960927223833,-0.5694903321025191,2.402370181969281,9.344723834454513,0.0035414126171101,0.3982540530349356
0,1,3,1,2,0.5,10,2.178176246356694,9.177829741036454,-0.0100080537789071,-0.0918465028830606,2.2781232885401312,9.5545691407867,0.0111208993324437,-0.41041059067063057,2.4067550329005565,9.422944801362435,-0.0047995459355023,0.3982540530349357
0,3,1,1,1,0.25,20,2.2717052567121776,9.38640910660409,-0.0329619377601562,-0.0918465028830607,2.292942929809208,9.28373550283782,0.0391516478025271,-0.25550728849846627,2.4302657035812523,9.433059684830328,-0.0058781291735425,0.3982540530349357
0,3,1,1,1,0.5,20,2.2863271726951373,9.45024158482302,-0.0399866177676222,-0.0918465028830606,2.2989852131892934,9.28648121233103,0.0388674722741141,-0.3161389121536634,2.4430729358022822,9.484405815223218,-0.0113533356606763,0.3982540530349357
0,2,1,1,1,0.25,10,2.333615282424042,9.679067141977514,-0.0651685684201939,-0.0918465028830607,2.322900669110442,9.340577381163982,0.0332686252725543,0.21756815080977845,2.48372333859723,9.6934063076152,-0.033639744451418,0.3982540530349358
0,3,1,3,3,0.75,20,2.349391092240216,9.752922882315726,-0.0732962951992017,-0.0918465028830606,2.3315675778874314,9.367039680737374,0.0305298293500857,0.12137793051292337,2.495235831944416,9.765935854514971,-0.0413738081998615,0.3982540530349358
0,3,2,3,2,0.25,20,2.262365375157984,9.35004145487844,-0.0289597256712026,-0.0918465028830606,2.289852124578432,9.28637286716476,0.038878685785577,0.22706188674992714,2.4229365191710563,9.40617351141264,-0.0030111682169073,0.3982540530349358
0,2,1,3,2,0.75,10,2.2200590164145213,9.221459495793807,-0.0148094507248861,-0.0918465028830606,2.279302449450341,9.348813225318626,0.032416231612424,-0.1849874362626693,2.4037786867126525,9.341043853305717,0.0039338210908205,0.3982540530349358
0,3,1,2,1,0.5,20,2.193211982631993,9.174571912722556,-0.0096495340713391,0.6400242456318143,2.2965606318598675,9.569150398725832,0.0096117678347292,0.5439245811504885,2.389172366944649,8.948678521384581,0.0457730248287205,0.4230878095932258
0,1,2,2,1,0.25,10,2.1540475820077623,9.005186187831494,0.008991141465515,0.1889406709584778,2.2650489581112674,9.469670859588929,0.0199077043387198,0.26917987225352635,2.425374736549449,9.657630756654935,-0.0298248799777063,-0.1371311423774376
0,3,2,2,2,0.75,10,2.2623107248580805,9.490966430575543,-0.0444683333103543,0.0791864181758886,2.343760931873916,9.580270678680744,0.0084608407464485,0.4032517519742001,2.3950254447551647,9.32340068218102,0.0058151703620585,0.6126265636333009
0,1,3,2,2,0.75,30,2.27139707416224,9.25381651010538,-0.0183702974580524,-0.0119342386168876,2.300056738341276,9.359919628709225,0.0312667407212376,-0.07708538231343405,2.494914014002398,9.871584200246485,-0.0526394382186756,-0.0875330552182481
0,1,1,2,3,0.75,20,2.124678196831569,8.533654391546714,0.0608825935079323,0.7758057728619439,2.2565953787340263,9.273473577312744,0.0402137368967422,0.48069488772574964,2.3476234472642656,8.980218082154886,0.0424098578985242,0.5904992753636332
0,1,1,3,1,0.75,30,2.105162307734129,8.990701393520823,0.0105851739681769,0.3311750129609875,2.254706066011802,9.36742095661852,0.0304903680468183,0.3333890731730029,2.381560771555401,9.246632665232491,0.0140011960895035,0.6590317299255303
0,3,3,3,2,0.5,30,2.285897276379185,9.726462974714616,-0.0703844172788834,0.0498009597118808,2.345491851193005,9.81463791768641,-0.0157957072065633,0.15889541090220705,2.5801161144982827,10.30064008268416,-0.0983910758375228,-0.1870750725551244
0,3,3,3,3,0.5,20,2.266663924066616,9.020261143404628,0.0073321624945774,0.332680801683518,2.367140590317479,9.419190914874312,0.0251322792615223,0.21518410666618942,2.4678645298470663,9.396021274108326,-0.001928601816632,0.650648371038981
0,3,2,3,2,0.75,10,2.162178615207603,8.770726300589413,0.0347931427102945,0.497060210401385,2.296434125307384,9.341878679384854,0.033133943467923,0.49428813441752256,2.3945686583543013,9.447217013605718,-0.0073877716287455,0.3826927255044169
0,3,1,2,3,0.25,20,2.1335509923050777,8.993072627661075,0.0103242227796468,0.3534848950601581,2.264863786831037,9.482213889472176,0.0186095254331274,0.2828263077484632,2.497958934496729,9.90139582642756,-0.0558183498096693,-0.1064013808976581
0,1,2,2,1,0.25,20,2.4259607026837138,10.424895524717058,-0.1472459978952331,-0.448737758567373,2.4252766355454582,9.843690052778191,-0.0188025460078438,-0.3779682966103786,2.269894312120301,8.753643003780388,0.0665703025015828,0.7345270920759566
0,2,2,3,2,0.25,30,2.284460353491053,9.193357444524612,-0.0117168570605379,0.274357583800122,2.409144843304291,9.55538120038263,0.0110368527625693,0.06091910416772345,2.370821819926335,9.112269940220823,0.0283287346592786,0.5882439675222121
0,1,1,1,1,0.75,30,2.205751941699441,9.042817729473375,0.0048498399588554,0.2047346061566887,2.302250656734686,9.40393800167884,0.0267109257563088,0.003906277461815488,2.394577913456045,9.312151995514308,0.0070146547582153,0.2012898297981774
