,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CLVMNACSAB1GQCH,IRLTLT01CHM156N,QCHR368BIS,SNBMONTBASE,IR3TIB01CHM156N,a,b,A,B,s,R_y
29,0.0,0.0,0.0,0.0,0.0,0.0,-0.0129021689091069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031597996340465,0.0,0.0,0.0,0.0997974227674299,0.0,0.0,0.0,0.0,0.0,0.2976521272534467,0.0,0.0,0.0,0.0,-0.0741989906185306,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.75
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392254863405164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,0.25
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744461497247391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,0.5
32,0.0,0.0,-0.0754874284665749,0.0,0.0,0.0878101643907829,0.1162787489632865,0.1071302572507865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0202928248601477,0.0603542071362494,0.0,0.0,0.0362821439124898,-0.0225748487700605,0.0,0.0,0.0,0.0,-0.0971896162504826,-0.0925992418266055,-0.0095885992040135,0.183841549319329,0.0,0.0,0.0,0.0,0.0,0.0,-0.0706589348260135,0.0629004955421975,0.0,1.0,1.0,2.0,1.0,20.0,0.75
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108961326539667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0,0.25
34,-0.0011862079319762,-0.0060101373706772,0.0030654883074592,0.0030258962858003,-0.0032132114398493,0.0171285834939868,0.0126578250694204,0.0087208096792154,0.0152786190196535,0.0010869716662319,0.0283069952820801,0.005357921003608,0.032744901027769,0.0304918364161659,-0.0003332089952133,0.0278446659784227,0.0,-0.0033379734571873,0.0096452046823623,-0.0158281320137038,0.0127940316828789,-0.0055194486137844,-0.0209770657830211,0.0245147664796827,0.0442845151615975,-0.0022785264989441,0.01942617737232,0.0123572797551653,-0.0025693376263218,0.0001273805592488,-0.0297004124035971,-0.0015730843430902,0.0203765065737955,-0.0034591350915777,0.0072991046634514,-0.0021616188856132,-0.0059195466314178,-0.006349686691643,1.0,1.0,2.0,1.0,30.0,0.5
35,0.0,0.0,0.0,0.0,0.0,-0.0034032017210795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558348176680344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0,0.75
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270861896462766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.25
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534916551848499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.5
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2565661131411589,-0.0618858561142702,0.0,0.0,0.0,0.0,0.0858007644665348,0.0,0.0,0.2354816100797176,0.0,0.0,-0.0192033266738943,0.0,-0.0140912772127663,0.0,-0.0775674483039201,-0.0290999839246923,0.0,0.0,0.0,-0.1020185584856697,0.0,0.0,0.0,0.0,0.0,-0.0625198741003974,0.0,1.0,1.0,2.0,2.0,10.0,0.75
39,0.1014446687376813,-0.0835452225694918,-0.1233170152788781,0.0019451975550497,0.0077229199041991,-0.1004316677686589,0.0,-0.0469663277591445,0.0,0.0155699078362167,0.0616436970893709,-0.0673583988365919,0.0547040725270193,0.0,0.0,0.0,0.0,-0.0045600416425862,-0.0001284367225136,0.0,0.0,0.0215395169623392,-0.0427868518592127,0.0,0.0,0.0,0.0338821461964496,0.0,0.0,0.0069959151201859,-0.0582457583571537,-0.0642142257677325,-0.0679828555777492,0.0200579466741405,-0.020802717458868,-0.0143136207553092,0.0168393347446938,-0.0003965498997044,1.0,1.0,2.0,2.0,20.0,0.25
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081912556701119,0.0,0.0,0.0,0.0,0.0,0.0,0.1458924556714834,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0.5
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026308721993875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0.75
42,0.0670873933952667,0.1338048077656307,0.1733961741657486,-0.1029366693698815,0.1052146564179815,-0.0177113199249704,-0.0184804614198613,-0.0012502012680769,0.0807179072334171,-0.2285148879480544,-0.1224162290002915,0.0059479344791813,0.1229391596811891,-0.0002986140134236,0.040326514352838,0.0090522338946756,-0.1090835657929234,0.0349399488937035,0.1775001965969855,-0.0873626249252348,0.0944862504057924,-0.067923662938241,0.0815569469348074,0.1524832600080675,-0.1212051042412841,0.0455886998679611,-0.0358379537199488,0.1177146747892741,0.1055354047244287,-0.0227197131862259,0.1208931702050959,-0.0736180863524299,-0.0497327294206398,-0.0963111002856743,-0.1553746976414672,0.0126052421500288,0.0,-0.1387998545946456,1.0,1.0,2.0,2.0,30.0,0.25
43,-0.0657235726991462,0.0822239300024697,0.0302295609605551,0.1446170383301365,0.0,0.2391598319236622,0.1804009593206559,0.0366204612465306,0.0663978526087537,-0.0799159442800538,-0.0077854639730093,0.2108084038450351,0.0518370976411912,0.081011678672291,-0.0242091837793322,-0.0926129317226796,0.043243727434128,0.1030988919195687,-0.1124507914336832,0.2280961035722111,0.0207279376832637,0.0680665572326388,0.1157427559785486,-0.3198990392236923,-0.1395074374205942,0.0809751494548948,-0.1894504718186117,0.1148921519535577,0.1337374669815864,0.1891143248474624,-0.0821953427574129,0.0210790522032884,-0.0103212615495031,0.0,0.2089491197776643,0.1403922153062861,-0.1778342163508765,-0.0674979510814918,1.0,1.0,2.0,2.0,30.0,0.5
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1326792734205049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1394953519044901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1125574970978844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,30.0,0.75
45,0.0,-0.0175526234202927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0981021767091731,0.0,0.0,0.0,0.2977795969063277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3073752635057884,0.2239479167135567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0.25
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1419165381653278,0.0,0.0,0.0,0.0,0.0,0.0,0.0728968422129569,0.0,0.0,0.0,0.0,0.0,0.0949946816017228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0.5
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2913078846664137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0.75
48,0.0579245511263445,-0.0290672457868613,-0.0343508214895973,0.0003261267036672,-0.0610391236729601,0.0553112013739058,-0.0079679849379759,-0.0115614361994452,-0.0213873234149843,-0.0829365025620576,0.0448732686272083,-0.0306693111135297,0.0761307480505864,-0.080241317578963,-0.0186976278849957,0.0660295121795014,-0.1315814547725758,0.0233107007810759,0.1474948240699536,0.0865460510818926,0.0455265733853794,-0.078412766339817,-0.0287346213399833,0.0516909387533279,-0.0698067583237668,0.0125247011704249,0.1489457457923924,-0.0222298184038221,0.0399974568410665,0.0529257439866616,-0.1205075718696694,-0.0854091623890039,-0.0591358116691689,0.1852878329811137,0.0719696232609266,-0.0546849538354263,-0.0115860163137,0.0167333721299245,1.0,1.0,2.0,3.0,20.0,0.25
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1613002104033256,0.0,0.0,0.0113845471789699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,20.0,0.5
50,-0.0161477427770529,0.0058244059127423,0.0599314522605291,0.0770250402383129,0.0740081187784864,0.0045490924695204,0.0968317935087191,-0.0363756238946801,0.0124164606216523,-0.0388215292195708,-0.0678112248979009,-0.073031001404932,0.0177782766766728,-0.0627682683302882,-0.0376778208702093,0.0013332784781686,-0.0338108406057126,-0.1139224397770179,-0.0067723516564956,0.0472394320453992,-0.1008296386907164,0.0818413525713158,0.1253646577946298,-0.0434542915229092,0.021378812765518,0.0362722839501587,-0.0165251842940054,0.03473844806313,0.0840191195851886,-0.0113653475241072,-0.0468326525291241,0.0,-0.051671345850963,0.1134055795994913,0.0439212191542368,0.0166939984781289,0.1077710843147937,-0.0420288653744335,1.0,1.0,2.0,3.0,20.0,0.75
51,0.007694546859555,-0.0587778189453769,-0.0096554630110375,-0.0466011757631174,-0.0329557940405882,0.0411828241236664,-0.0464540192384835,0.0006069303290144,-0.0189760342691993,-0.0278940092860337,-0.0096007361830508,-0.0058145327583505,0.1012240821021621,-0.0722288257399679,0.0255027841425078,0.0,0.0277401919093087,0.0,-0.0782465310334894,-0.0023697887653816,0.0,-0.049618561975455,0.0415333654349237,-0.0254810848137517,0.0974923208790974,0.0,0.0,-0.0063716335685356,0.0045939183891007,-0.0045363033586053,0.0270947267808486,0.0,0.0,0.0712956654685357,0.0,0.047092483346158,-0.0081993873509191,0.0115269001420745,1.0,1.0,2.0,3.0,30.0,0.25
