,Y
1998-09-22,-3.632149384611083
1998-11-10,1.43725134504058
1998-12-15,1.9449198352948671
1999-01-26,2.011692686312716
1999-03-23,1.1864724827331918
1999-05-11,-0.23994440648096305
1999-06-22,1.326437892349086
1999-08-17,-0.6520751397102842
1999-09-28,-2.892567796752743
1999-11-09,0.7011372636229418
1999-12-14,0.28439724579482073
2000-01-25,1.2562238300350304
2000-03-14,-0.48638865227943473
2000-05-09,0.4661095062932885
2000-06-20,0.2686072111621973
2000-08-15,1.3272941662049065
2000-09-26,1.0774062113272365
2000-11-08,1.4501622060194008
2000-12-12,-4.745343043231964
2001-01-23,1.4544215543245476
2001-03-13,2.098722085085125
2001-05-08,1.4983528085176667
2001-06-19,0.356955167628048
2001-08-14,-1.0117499882393854
2001-09-25,2.349338887660024
2001-10-30,2.8073067082982295
2001-12-04,-1.1919160161579345
2002-01-22,2.185616740361529
2002-03-12,-0.5584859979607337
2002-04-30,-0.14027816885838762
2002-06-18,-4.156491424975107
2002-08-06,-0.5626810732515475
2002-09-17,-1.3080552287021652
2002-10-30,-2.200713910115615
2002-12-03,-3.5180009696303416
2003-01-21,-1.1636289689942902
2003-03-11,4.077765096383546
2003-04-29,-3.5623041943480316
2003-06-17,2.5429083194213664
2003-08-05,3.0073363788601593
2003-09-08,-2.684558309329721
2003-09-09,-1.4479886218089155
2003-10-21,2.3167944351155323
2003-12-02,-2.178240693463007
2004-01-20,0.3125063042745735
2004-03-09,-1.7678888367535506
2004-04-27,-0.12991499937532458
2004-06-22,-0.9579938986502445
2004-08-03,-2.7510374512252245
2004-09-14,-0.07243546640075538
2004-11-03,-2.691173034759664
2004-12-07,1.142851957831592
2005-01-25,2.3278579479523276
2005-03-15,3.1168736353869075
2005-04-26,1.1667064596111776
2005-06-22,2.386681381897504
2005-08-02,-1.6922518521553354
2005-09-13,2.648701354539551
2005-10-25,2.6982869086393912
2005-12-06,0.17746816598709358
2006-01-24,2.9595041044956916
2006-03-20,1.0484366414782564
2006-05-03,-1.6330980811993023
2006-06-21,-0.0798182957060245
2006-08-01,0.9178117758917526
2006-09-13,-0.48300307214105276
2006-10-17,-1.9455268132471337
2006-12-05,1.92364457282298
2007-01-23,-0.20248785526263413
2007-03-13,-0.43750759701294273
2007-05-02,0.760081362938847
2007-06-20,-1.665595106095319
2007-07-31,0.8149651384699252
2007-09-11,-1.9338532886514326
2007-10-23,-2.3671931057638207
2007-12-04,3.224664670321531
2008-01-22,0.42439449533703266
2008-03-11,-2.584892574481301
2008-04-22,4.830486179864913
2008-06-17,-2.159195133577474
2008-07-29,3.838965212344858
2008-09-09,-3.4681546844404387
2008-10-21,0.7117586615823734
2008-12-08,-9.436238899235539
2009-01-21,0.7037574839785954
2009-03-10,-2.4601594323336196
2009-04-21,-2.959730469973354
2009-06-16,-0.16896827420082028
2009-08-04,1.4217110499888608
2009-09-15,0.15252231273518158
2009-10-27,-1.3205145042490596
2009-12-08,2.0748596147667553
