,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CCUSMA02RUM618N,CPALTT01RUM657N,RUSEPUINDXM,a,b,A,B,s,R_y
0,-0.1264089370229852,-0.0826916281289841,-0.0641672201661269,0.0,0.0,-0.1797945419218609,-0.1207325139865159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2164525271061955,0.0,0.0,0.0,0.0443950134151458,0.0,0.0,0.0959506280979228,0.0,0.0,0.0,0.0,0.0,-0.1382694528623247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,0.75
1,0.0,-0.0188046331131861,0.0,0.0,-0.0369237289509835,0.0,0.0,0.0,-0.050410837506542,-0.0501458581636278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044167005464298,0.0,0.0,0.0060747078989443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156831714127436,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.25
2,-0.0223125412838141,-0.012582415606517,0.0862234367155063,0.0007615871289719,-0.0014030303721644,0.0234851954559465,0.0679586184152078,0.0423022891408519,0.0246068208418947,0.0094398389877913,-0.0626481898680108,-0.0160060963840379,0.0385748103238937,-0.0257546525156201,-0.0656614707385987,-0.0197541781551622,0.0332115123734657,0.0043814427115652,0.0908173807591508,-0.0729879327675181,-0.0086259656172597,-0.1050674793227234,-0.0004710299043875,-0.0218967830470335,-0.0863897960960722,0.0,0.066993455485745,0.0390785550019987,-0.0277273715939696,0.0956042639070242,0.0073353474741655,0.0035341837816103,-0.0786690390044501,-0.0027089053761448,-0.0747574099143151,0.0,1.0,1.0,1.0,1.0,10.0,0.5
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0498062820074504,0.0,0.0,0.0,0.0,-0.1795391551574803,0.0,0.0,0.0,0.0,-0.1443254604415561,0.0,-0.3510859293494293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.75
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2422310133481758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,0.25
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3617581635115839,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,0.5
6,-0.1026599898501288,0.0,0.0,0.0856291443652355,0.0572767225738451,-0.0063059156244437,0.0,-0.0082657969724055,-0.0141204036149155,0.060956525321819,-0.0019504038905745,-0.0802459140681942,-0.114374316989857,0.1326373826955385,0.0,-0.0489039868156311,-0.0523004595621609,0.0211762986198308,0.0257508803072616,-0.0157935038303678,-0.0298875791695069,0.0,0.0045447813825077,-0.0450685399879097,0.1421882479217637,-0.1044321168811458,0.0335356305038918,-0.1092786219259973,-0.1621910678220249,0.109627827897747,0.0215918905961884,0.0344516672167152,-0.1248908271269213,-0.0689759918500647,0.0708728963497811,0.1309984929277056,1.0,1.0,1.0,1.0,30.0,0.25
7,0.1392020261482874,0.0176121922327337,-0.041740484004238,-0.0475907913090858,-0.0247082079204343,0.0257137935979699,0.0143402714448254,0.0507969085760178,-0.091179029772332,-0.0286039276013285,-0.0756944434346893,-0.000934414548348,0.0,0.0,0.0814762817438116,0.1074525378933181,-0.1402140245034201,0.1746089616409185,0.1113179875483838,0.102079540617732,-0.1070966850266392,0.0,0.0225525654695038,-0.0493984143694157,-0.0081156157131153,0.0,-0.0437781533990899,-0.0333398019299682,-0.0447843911148369,-0.0128034905344821,0.0,-0.1030751879148241,-0.0690914125188877,0.0,0.017135170653946,0.1085163655331968,1.0,1.0,1.0,1.0,30.0,0.5
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266237031631164,0.0,0.0,0.0,0.0,0.0837135407014403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30.0,0.75
9,0.0,0.0,0.0,0.0,0.0,-0.2161748446617145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.25
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091864764736868,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.5
11,0.1611269792429191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032404060438323,0.0,0.0,0.0,0.0,0.0,0.0,-0.1055171568812978,0.0,-0.1271802281127436,0.0187675482378243,0.0,0.0,0.0,-0.1271624634565841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.75
12,0.0740473122286806,0.0919195078072394,0.0587934930553793,0.0,-0.0917094652150623,0.0,0.0337469245532333,0.0637521209412283,0.0124801043223492,-0.0670979373807175,-0.0435237485279989,0.0258905419293764,-0.0396305190519249,0.0037503396014947,0.0259548787998702,0.0456312576586607,-0.0433907248701535,0.0161763380219291,-0.0318365056658387,-0.0460184950133239,0.0,-0.0032712691837927,-0.005698710926707,0.0209521820222643,0.0476363243980379,0.0302605802012701,-0.0501192647542821,-0.0197320041972925,0.00309566406668,0.0778549019540432,-0.0750697219968639,-0.0672375016886682,-0.0217428243791071,0.0747107520677765,0.0,0.0109244809244991,1.0,1.0,1.0,2.0,20.0,0.25
13,-0.0767643781146508,0.0444983467508225,0.056264778807933,0.0637801536969516,0.0,0.0129612125215276,0.0,0.0442478686873918,0.1121656786095832,-0.0756665572706802,0.0714207814067139,0.0,-0.0258666562741577,0.0,0.0257230759418856,-0.0068666418571514,-0.0877464638824691,0.0023301724198461,-0.0534753588626506,0.0108145985723594,-0.0040491011392538,-0.0731531213508031,0.0502198290300243,0.019968253456306,0.0497499004698399,0.0013008035712397,-0.0289488355894533,-0.054569609582036,-0.0139949587393845,-0.0498943115406504,0.1242409923470903,0.0392345656169666,-0.0344681375961943,-0.0167680614108461,0.0772805217194015,-0.0335509985671277,1.0,1.0,1.0,2.0,20.0,0.5
14,0.0,0.0238135999228014,0.0,-0.0005590050570169,0.0395035742159133,0.0268457869717519,0.0,0.0282741580405208,0.0,-0.0061320702474118,0.0105241391071374,0.0,-0.0185549081013248,0.0,0.0,0.0,0.016878050910757,0.0,0.0,-0.0127860602622629,-0.026478128617216,0.0045020315518204,0.0,0.0,-0.0167578457578865,0.0092446960022632,-0.0059657721012757,-0.0039038227469728,-0.0056206728874656,-0.0012149561583636,0.0363908147108856,0.0149309421123246,0.0,0.0338536926656104,0.0,0.0,1.0,1.0,1.0,2.0,20.0,0.75
15,0.0,0.0,0.0,0.2765293455863566,0.0,0.0,0.0482705878818116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1316503062937905,0.0,1.0,1.0,1.0,2.0,30.0,0.25
16,-0.0080378785289984,0.0,-0.0076699240350378,0.0655707311786951,0.0,0.0601463525055491,0.0,0.0,-0.0106013492474858,0.0,-0.0343716414822065,0.0897612654560772,0.0,0.0585769149008691,0.0,0.0,0.0,0.0,-0.0324985867846799,0.1122263363625484,-0.0564931201978025,0.0,0.0,0.0,0.0,0.0295929429932896,-0.1003252951266719,-0.0386633245226216,0.008272331967224,0.0,0.0,-0.0652643555343308,0.0,0.0,0.0,0.0570421114474649,1.0,1.0,1.0,2.0,30.0,0.5
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3698206082573497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,30.0,0.75
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0749492815947406,0.0,0.0715174076925616,0.0,0.0,0.0,0.0,0.0,0.0,0.2181139979857937,0.0,-0.248004131470803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1673296595166279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,10.0,0.25
19,0.0,0.0,0.0,0.2269649614593116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648789473226793,0.0,1.0,1.0,1.0,3.0,10.0,0.5
20,0.0,0.0526445121592111,0.0,0.1738380856496554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0718545519245993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,10.0,0.75
