,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,INTDSRTRM193N,RBTRBIS,CPGREN01TRM657N,IRSTCI01TRM156N,a,b,A,B,s,R_y
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367373009815446,-0.3488883169442818,1.0,1.0,1.0,3.0,10.0,0.75
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003638370225019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0465759154535753,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,20.0,0.25
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.315793592446225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2712150182391427,0.0,0.0,0.0,1.0,1.0,1.0,3.0,20.0,0.5
23,0.0137148665763937,-0.1206626437413238,0.0381123296722081,-0.0781930531045599,-0.1554108582453621,0.0400457366163957,0.0182462890226506,-0.0380587024682581,0.0166936127656768,-0.0837459468944995,0.0223175753965768,0.1902433215241841,0.014569675543626,0.1844964780090697,-0.0296104965941094,-0.0598759936670063,-0.0347252901578368,-0.1187679056539321,-0.0416737362110655,0.0922904039060256,0.0744288467471594,-0.0445232715327546,0.0348826000555329,-0.1984542281684941,-0.0211760566976616,0.0753107161290375,-0.005727513561418,0.1271840720231389,0.0344035207736004,-0.0191697295059193,-0.1705926607807003,0.1739988953181627,-0.078025035728325,0.1461963638690553,-0.0203823830901684,-0.2780855785743591,-0.0278167845633415,1.0,1.0,1.0,3.0,20.0,0.75
24,0.0,0.0,0.0,-0.1662414724292622,0.0,0.1483397673330733,-0.0122304623346599,0.0,-0.1114124727613206,0.0,-0.1330008844119148,-0.0187700272095856,0.2348552411822929,0.1777391266371739,0.0,0.0,0.0,0.0,0.0255326847318633,0.0,-0.1359830188837289,0.0,0.0,0.0713223133150702,0.0,-0.0050376255663216,0.0,-0.0032546963991812,-0.0004076592416721,-0.0806151424705996,0.169933853536547,0.0,-0.0752341346814339,-0.0342808057055909,0.0,0.1126170605301551,-0.0748906367839228,1.0,1.0,1.0,3.0,30.0,0.25
25,0.0,0.0,0.0,-0.0255951522838132,0.0,-0.2786639067103978,0.1266022221205253,-0.1294900157092628,0.0,0.0,0.0,0.2137406931979044,0.0756152562825477,-0.1265163641918227,0.0,0.0811092943733045,-0.1958299856655828,-0.1040888809000212,0.1739464952087896,-0.0726277988127656,0.0,0.0,0.002584330598314,0.0,0.0,0.0,0.0,0.0,0.0659028611354981,0.0,0.022269133768778,0.2283133614515679,0.0,-0.0074267768082289,0.0,-0.0931928250151465,-0.1204399555673841,1.0,1.0,1.0,3.0,30.0,0.5
26,-0.0359349860317214,-0.108064553813567,0.0,0.05099130506124,-0.1382511185147784,0.0642104148904406,0.0082863095542994,0.0089455005112076,-0.0637286143114759,0.0057573139034764,-0.0486326687479694,-0.0811121104734604,0.0162001903056324,0.0116339276084241,0.1443053790282176,0.0529076064219779,-0.0442382298627599,0.0,-0.0947082200753922,-0.1315011071823557,0.0481340876354034,0.024478710575527,0.0471029891285173,0.0,0.0,0.002631581268958,-0.0173968973742762,0.0066109132126264,0.0695031926256299,-0.060807824483757,0.0698664505965093,0.0106556537340008,0.0438096491014247,0.0,0.1097202332169321,-0.0366042327681562,-0.115426551120351,1.0,1.0,1.0,3.0,30.0,0.75
27,0.0352012091156854,-0.106768584206374,-0.0314871666893765,0.1170622953363742,-0.1151943607194107,0.0,0.0,-0.0969835834705578,-0.0954806547160801,-0.1215812629101757,0.0,0.0,0.0,0.0088804088900996,0.0,-0.2576861559654219,-0.1377027739349041,0.0,0.0,0.0,0.0,0.0,0.0708496236767826,0.0,0.2050876911394289,0.0,0.0,-0.1176505868348095,0.1496837237360652,-0.0046119801859706,0.0,0.1784698834330262,0.2352231680678915,-0.1247575423832205,0.0,-0.1040766422785476,-0.4757453606740284,1.0,1.0,2.0,1.0,10.0,0.25
28,-0.0647021337188694,-0.3039824366550159,-0.254083275486014,-0.0692577606802071,0.0313687307237109,0.0,0.0739960303745169,0.0300765047370962,0.0,0.0337196187198795,0.0,0.0,0.1027243304332992,0.0,0.0,0.0,-0.1919739952230185,0.0,0.0,-0.282988564993952,0.0,0.0869233436480688,0.0,0.0,0.0,-0.1480574643773252,0.0962341144481813,-0.0875801750271209,0.0,-0.1813467791449879,0.0,0.0,0.1499128144276047,0.0744862614482306,0.0,0.0,-0.3083756980688364,1.0,1.0,2.0,1.0,10.0,0.5
29,0.0,0.0,0.0,0.0,-0.0435481751069318,0.0603753512551304,0.2077441420066675,0.0,0.1388666925699188,-0.0498613052198187,0.0,0.0,0.1824179488616898,0.1844428370275758,0.0,0.0,0.0,0.0,0.0627569654468409,0.0,-0.0435959405134191,0.0,-0.1123502638747497,-0.1922930108710048,0.0,0.0,0.1390997496587099,0.0,0.0,0.0480307753726936,0.0,-0.1379957627711476,0.0091344101029619,0.0330837826913543,-0.1665652015148581,-0.1178365721838265,-0.3742691093959575,1.0,1.0,2.0,1.0,10.0,0.75
30,0.1920417241403508,0.0,-0.1558434482553843,-0.0641792932812354,0.0467893959779617,0.1007577498088307,0.0,-0.2065623719235026,0.0786970140545944,-0.0470462926801516,-0.0347581586787696,-0.2610110616593596,-0.0179894714683782,0.264231169418438,0.0345769867947897,-0.1249480632320918,-0.0653254073201634,-0.1154120850112439,-0.1944396105800086,-0.1834728961450989,-0.2102557896684103,0.0380749007341753,0.0086396435354409,-0.0342538744459737,0.0280094098713928,0.2402463408223243,0.1168996931046771,-0.0658345996159456,0.1856111254539604,0.0349432077425517,0.0727739011102788,-0.045614594192113,-0.2201380326628906,-0.0473533729705591,-0.1169770031114184,-0.1270846899969855,-0.0957509714374417,1.0,1.0,2.0,1.0,20.0,0.25
31,0.0187912223291116,0.0,-0.1498678766667764,0.0,0.0472351390702473,0.0,0.0,-0.0491124317387641,-0.0248430440756527,-0.0459667721264758,0.0279943028451156,-0.0098350636825631,0.0,0.0505285968484921,0.0,-0.0411902578211782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119192376674466,0.0,0.0,0.0020163078055655,-0.0370809306550537,0.0,0.0,0.0292600086898563,0.0,0.0702019949265825,0.0,0.0395940800795146,0.0,-0.0759891999449751,1.0,1.0,2.0,1.0,20.0,0.5
32,0.0,0.0,0.0,0.0,-0.1247104089869696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0422650328469633,0.0,0.1635673239464989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,0.75
33,0.0,0.0,0.0,0.0,0.0,0.0,0.6306112317332531,0.0,0.0,0.0,0.0,0.0,0.0,-0.2204196291358311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1686143912311014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4797616334177932,1.0,1.0,2.0,1.0,30.0,0.25
34,0.0,0.0,0.0,0.0,0.0,0.0,0.391510646768669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4077450546757011,1.0,1.0,2.0,1.0,30.0,0.5
35,0.0,0.1275728657551513,0.0688447824701746,-0.291009644997719,-0.2998001812614609,0.0717019231282291,-0.0642723471616033,-0.1020485874936681,0.0635222189022955,0.1063860066657,-0.0750847942872451,-0.1543408467692824,0.0,0.0,0.0,0.0026487104306295,0.0181203292363907,-0.2955294151725144,-0.0972765810448926,-0.1390680864837061,0.1894526204126456,0.0557520201543461,-0.189372691800481,-0.0355253718543549,0.1845865294695719,0.1963106185816798,0.0456031549950248,-0.0554228539012417,-0.0156534981295037,0.1118758224863705,-0.2884815461511275,0.0266518855124362,0.0554508189277508,0.0880122893333352,-0.3612123839868146,-0.1618169153736751,-0.4292688695601768,1.0,1.0,2.0,1.0,30.0,0.75
36,0.0,0.0351424920978333,-0.048828013627962,-0.1216187097361689,-0.0105973945325235,-0.0087334702198252,-0.0418219258935708,0.0347345886784551,-0.0369756259089299,0.0,0.0045192190952381,0.0,0.0278383985504023,0.0549575719337615,-0.0306153824589841,-0.1039114626360585,0.0,0.0660931390099908,-0.0297862342337908,0.0521654407515949,-0.0337515878735449,0.0345875024599508,0.0732171330242194,-0.1143776296782312,-0.0006510461124159,-0.1192325089458323,0.1185097168944081,-0.0887412856712836,-0.014828947203353,-0.0120956583263002,0.0187506942511212,0.0802620753210667,0.0509112113650162,0.040995088806382,0.0,-0.0021269035498308,0.0,1.0,1.0,2.0,2.0,10.0,0.25
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6286176757719403,1.0,1.0,2.0,2.0,10.0,0.5
38,0.4102000924547013,0.0,0.1623035842351395,0.0,0.1313876936261057,0.0,0.4962133627001498,0.0,0.0,0.0,0.2135794706589578,-0.0331447655524966,0.0729618692593463,0.3980389559503858,0.0,-0.2065340022720329,-0.3497734475480348,0.0,0.0,-0.0865638438906845,0.5099765401583993,-0.3277584897282961,0.2289516259500658,0.0,0.0923753008758342,-0.1050939434217088,0.1134683496446893,0.0547413486193306,0.0080062245572833,0.0,0.0,0.1892976565757542,0.0,0.0135255120544312,-0.3011797667839584,-0.0545786270359779,-0.3153546211781224,1.0,1.0,2.0,2.0,10.0,0.75
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071756731457809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0.25
40,0.0244889989209936,0.0911614324023452,-0.0170707353512936,0.0,0.011622199953547,-0.0847531074436167,0.2060106173075036,-0.0699792980482166,0.0435098954312031,-0.0584023656204808,0.084241742566889,-0.0249417185568119,0.0500656657380227,-0.0411013215382865,-0.0086472213971167,-0.0483613946973812,-0.0146526363701002,-0.0492569289070824,-0.0228128548640264,0.0829586180448626,-0.0819634518078136,0.0854321380664564,0.1429543750777044,0.004903592614226,0.0196542556929897,-0.026230010788257,0.0755959336427255,0.0201100082272835,0.0357971274654571,-0.2634034149260318,0.0298773651210622,0.0218807240004849,-0.0498069778546773,-0.178584697474088,-0.1398791556597516,0.0709808224505136,-0.1124381787409791,1.0,1.0,2.0,2.0,20.0,0.5
41,0.0,-0.1646605249280962,0.0,-0.2708839736181022,0.0055549862995849,0.0,-0.0006046248129907,-0.2135919947475594,0.0,0.0,0.0383081024465455,-0.0504101837057407,-0.0276924064327768,0.0,0.0,0.0,-0.1481073502839988,0.0,-0.0300580226675146,0.2057302968403728,0.0,0.0,-0.1372401920624048,0.161876094010804,0.2043042760508444,0.1775658400060301,0.0130080049693224,0.0,0.0,-0.1945544732505991,0.0066262478990291,0.0,0.094675735853116,0.0,-0.1353780877502172,0.0,-0.3343150536893289,1.0,1.0,2.0,2.0,20.0,0.75
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1133407394783552,0.0,-0.0354184607094397,0.0,0.0,0.0,0.0,0.0,0.0,0.0766708651346279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4336124839066628,1.0,1.0,2.0,2.0,30.0,0.25
43,0.1582384259889937,0.0055975020240302,0.013816731452949,-0.1415935783821387,-0.0888718790691864,-0.1147184835533496,0.0018338812116125,-0.0573189576953101,0.0070078148716716,-0.0671387658076966,-0.0136394339326116,-0.0855040682235734,5.404557546731525e-05,0.0323386906570625,-0.0148410693631022,-0.1046647094577748,-0.0547980633215754,0.0,0.0190712900725037,-0.0089028727570249,0.0308797839893192,0.0,-0.2315594895180842,-0.0073741832112397,0.0978688889444296,0.1662058473191627,0.0760846383878819,0.0346684973798007,-0.1487892867176296,-0.0578501498237521,0.0944832463488667,0.1257857047858523,0.1240319405656738,0.0,-0.1624202273255978,-0.0298711320558857,-0.2523573840153039,1.0,1.0,2.0,2.0,30.0,0.5
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0339548565306078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044617296473606,0.0,0.0,-0.000860846047811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,30.0,0.75
45,-0.0234523209891113,-0.0167365780411638,-0.0652203798068593,-0.02765079310923,-0.0046527440231462,0.0634523291705997,0.0324789588544382,0.0,0.0350561571283207,-0.0251325554656923,0.0118089520485378,-0.0888520475502128,0.0364158649851476,0.0186989615106886,-0.0251320249523056,-0.0232152704713732,-0.08805053078431,-0.0602258340534301,-0.0613487030960024,-0.0226960731028611,0.0,0.0207140727820352,0.0767176712774963,-0.0355630519467141,0.0374746499189584,-0.0334409927958436,-0.0690810543442729,0.007010778286229,0.0159836149371316,0.0309268801844742,-0.0392906060202415,-0.0368330243320988,0.0193612554100221,0.044850147649162,0.0242698884517239,-0.0755478935716133,-0.0659914765621898,1.0,1.0,2.0,3.0,10.0,0.25
46,0.0,0.0,0.0,-0.2988270268693833,0.0,0.0,0.0,-0.4057428484511832,0.0,0.0,0.0624948092267282,0.0,0.0575219180611266,0.0,0.0,0.0,0.0058813669793533,0.0,0.1374412172988408,0.0,-0.1035141386453193,0.0219876468991979,0.0,0.0,0.1522182185376766,-0.162070418084361,0.0,0.0,0.0,0.0,-0.0714622686959492,0.1086037417255067,0.0,-0.0436828128000559,0.0143246736741042,0.0,0.0293782414549129,1.0,1.0,2.0,3.0,10.0,0.5
47,0.0,0.0147918244358228,0.0178292399601755,0.0,0.0,0.0,0.0,-0.0808886073113569,0.0,-0.1341631318969273,0.0,-0.0867459031672053,0.0,0.0,0.0,0.0,-0.2094502526681664,0.0,0.0,0.0101614338050723,0.0,-0.0761281112002411,-0.0385316449742668,0.0012866333214181,0.0,0.2463380429434084,0.0,0.0,0.1439914616682035,-0.029184018834521,0.0,0.0,0.0154937935080959,-0.1329481223524716,0.0,0.0,-0.4209252379439543,1.0,1.0,2.0,3.0,10.0,0.75
