,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,INTDSRTRM193N,RBTRBIS,CPGREN01TRM657N,IRSTCI01TRM156N
2001-03-13,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2001-05-08,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2001-06-19,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2001-08-14,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2001-09-25,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2001-10-30,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2001-12-04,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2002-01-22,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2002-03-12,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2002-04-30,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-0.4975185951049879,1.2041880103997815,-0.7575504462940094,-0.5119734185707673
2002-06-18,0.6590478416710305,0.3205792946419543,0.050154004631834496,0.3460494861464832,0.2424855655812703,-0.8153592979348835,-0.6093837018826699,0.7323144127875519,1.5626768760736132,1.4367563276158906,-0.14307523899697366,-0.15931165707308567,-0.47740764219266607,0.6044889484387219,-3.0,-0.1003937362487013,1.4873881370269424,0.29021002525914463,0.1530840730815328,2.682979968137981,-0.897426700003253,-1.5198101285967482,2.9055299869321733,2.7938575284459506,-0.8486933793103953,0.8708165523861072,0.21505735337887585,1.0830359094758597,-1.781591363378828,0.03149177821661525,-0.02856552659498005,-1.6055631036775655,0.23930847283750525,-2.0615528128087663,-0.6688962595427426,1.2741594177802846,-1.6807167387969721
2002-08-06,2.801578409260346,2.2580041751753224,-2.2928979904821727,-1.3211608688312,-1.6364005944771596,-1.996606403601193,-0.1768917352218872,-0.751469149299051,1.8267660695861105,2.557983761253621,-2.3529002091183027,2.2945433704768017,-2.5126702273989845,-0.9688920973611674,-2.362546723924333,-0.6963122067673284,1.7590717550554313,3.0,-2.7816313974222497,1.0250792531972024,-2.3515504287594133,-2.5235147549548187,1.7504063946247153,2.367847728588723,-1.1256471331642215,0.4730765421934245,-3.0,0.6993617365452715,-1.4623531209469691,-2.1975207268023262,-1.0586016738689952,-0.2743170371489868,-2.9553998825402763,-1.2640957813116138,-1.6367839539147406,0.810988437977414,-1.463659548276133
2002-09-17,-0.8353952419818168,2.3138981197521358,-2.432486685513629,-1.4657550237188353,-2.2220534692812386,-1.8822385492763125,-0.5061141013044679,-0.8729291363204618,1.581978124677278,2.315986007834857,-2.7153802252369816,1.3170214697359148,-2.509347986029819,-1.4797147599604081,-2.0650919145856697,-1.1375538495892288,1.2059502398475677,1.8727079622862317,-0.9842497814680883,3.0,-1.1028362572211163,-1.5282001750120184,2.1033153005902476,2.39084442850054,0.24195041667536515,-0.11306655345946383,-2.444524425746502,0.5782953008020887,-0.5231216362385982,-2.0462056413512624,-1.2151911008394902,-1.467972636122139,-2.4681469494980197,-0.9016371999245214,-0.9097948289386758,2.100844461835811,-1.0930263737220018
2002-10-30,2.125490367402391,2.009680520972768,-1.2153732447089771,-1.6467654627680008,-0.024034002440421653,-0.7555482577262058,-0.5486025415179456,-0.8729291363204489,1.5357196594327525,1.4834949331858973,-1.0006817508471848,1.4738905694322304,-1.2715116193137457,1.1535626842414772,-1.6770655152913794,1.6836305295311758,2.292483496005438,0.452852885987978,-1.2221177872794695,1.2442453658068466,-0.7188843560510174,-1.2532512250374903,1.5331368859486254,1.3797503714739983,-0.8296511870790751,-0.856485887284394,-1.703591460677038,-1.3086471840784981,-0.1499631897315543,-1.5449512766580251,-1.0933961451907284,0.2309364682632707,-1.712842921121199,-0.6201736729460218,-0.15871103254209012,1.1016463180703224,-0.8658195201914124
2002-12-03,1.224071471899701,0.24873856655562093,0.32232781434428304,0.590963203901906,0.9653620227387146,-0.9270416000862325,-2.8701228335102917,2.6675536106432043,1.8745877679097989,2.2619964849178062,0.26461866400689454,-0.1732327591871432,-0.5384705601932597,1.0746717528043526,-1.7356024671634025,3.0,1.6345281583502596,-0.06261799333514714,0.2537145757866267,1.651518226315423,0.8516029904419364,-0.006749731777365957,1.833991600485317,1.0973269600015307,2.4105858398620867,-0.8384479333423571,-0.6226843042065666,-1.5599120536660052,0.5317828668316987,-0.9616937655658138,-1.3008849143880477,-0.5672239015836612,-0.5746796346026587,-0.4082482904638441,0.539228298018044,-1.5035062062098952,-1.526123680416355
2003-01-21,1.224071471899701,0.24873856655562093,0.32232781434428304,0.590963203901906,0.9653620227387146,-0.9270416000862325,-2.8701228335102917,2.6675536106432043,1.8745877679097989,2.2619964849178062,0.26461866400689454,-0.1732327591871432,-0.5384705601932597,1.0746717528043526,-1.7356024671634025,3.0,1.6345281583502596,-0.06261799333514714,0.2537145757866267,1.651518226315423,0.8516029904419364,-0.006749731777365957,1.833991600485317,1.0973269600015307,2.4105858398620867,-0.8384479333423571,-0.6226843042065666,-1.5599120536660052,0.5317828668316987,-0.9616937655658138,-1.3008849143880477,-0.5672239015836612,-0.5746796346026587,-0.4082482904638441,0.539228298018044,-1.5035062062098952,-1.526123680416355
2003-03-11,1.224071471899701,0.24873856655562093,0.32232781434428304,0.590963203901906,0.9653620227387146,-0.9270416000862325,-2.8701228335102917,2.6675536106432043,1.8745877679097989,2.2619964849178062,0.26461866400689454,-0.1732327591871432,-0.5384705601932597,1.0746717528043526,-1.7356024671634025,3.0,1.6345281583502596,-0.06261799333514714,0.2537145757866267,1.651518226315423,0.8516029904419364,-0.006749731777365957,1.833991600485317,1.0973269600015307,2.4105858398620867,-0.8384479333423571,-0.6226843042065666,-1.5599120536660052,0.5317828668316987,-0.9616937655658138,-1.3008849143880477,-0.5672239015836612,-0.5746796346026587,-0.4082482904638441,0.539228298018044,-1.5035062062098952,-1.526123680416355
2003-04-29,1.224071471899701,0.24873856655562093,0.32232781434428304,0.590963203901906,0.9653620227387146,-0.9270416000862325,-2.8701228335102917,2.6675536106432043,1.8745877679097989,2.2619964849178062,0.26461866400689454,-0.1732327591871432,-0.5384705601932597,1.0746717528043526,-1.7356024671634025,3.0,1.6345281583502596,-0.06261799333514714,0.2537145757866267,1.651518226315423,0.8516029904419364,-0.006749731777365957,1.833991600485317,1.0973269600015307,2.4105858398620867,-0.8384479333423571,-0.6226843042065666,-1.5599120536660052,0.5317828668316987,-0.9616937655658138,-1.3008849143880477,-0.5672239015836612,-0.5746796346026587,-0.4082482904638441,0.539228298018044,-1.5035062062098952,-1.526123680416355
2003-06-17,-1.5376253719010102,-1.1733648108473684,-1.9327629610620964,-2.7794957247730077,-2.0574582048429155,-2.5118086045624617,-0.41557332067132907,2.482137721202639,0.5061854900336064,2.111260652014254,-1.3697851036055866,-1.6531928394338593,-2.3616371831634555,1.0803010431870572,-1.859188548534065,1.329667477293857,1.5033187098428924,-1.4920725450266685,1.9134316809455827,2.009681209582568,1.8466424023934112,1.9279745923383624,1.702865143838116,2.090764783453505,-0.7929623826526727,-1.2716801016371693,-2.0358535565942115,1.1253408377935241,-2.0230404611727697,0.37053276901767107,2.563007670253056,-1.4448939405478625,-2.172247372150423,-3.0,2.479454869059833,-1.318787150895643,-2.850274358355704
2003-08-05,2.208504360334372,-1.5249557021040627,3.0,0.6950424550118702,1.3222382231541339,1.4856486607326702,-3.0,0.4902870425896862,2.049605515465657,2.2214312150033306,2.990175428793548,-1.491921865459824,2.1749024927639704,0.8985332129826978,-1.6446613056064516,1.7368641492516697,0.5455696642866972,-0.47207244848179486,0.9933713733198929,-0.015491867436096637,1.2672664797511841,1.2457631955798922,0.8351182447419557,-0.41856583453069224,0.7710190739263857,0.3106638866607075,1.2610981998480495,1.9057431501148383,-0.894654483207851,0.18800404282235794,-0.6402231750744298,-0.15855820759497427,1.3451634403144959,-1.6961494854295331,2.008172205132905,-0.6435550522050703,-3.0
2003-09-08,1.9250531479398099,-1.6194828959353562,1.6984917082994495,0.899216160675367,0.7088916350762717,2.1393671789759034,-1.5820244581053413,0.38886000738764337,2.5267347329627254,1.7784303889411366,1.6993101069583232,-1.5728421000089414,1.4690262019404707,0.7722019017900217,-1.1749658835940218,0.08336390522053702,0.37460988909423965,-1.063937804697665,1.318072803315943,0.26059176337740975,1.5478523318899906,1.383151016590996,1.14958423164584,-0.15395052890657224,0.5137899354671588,1.0135677948454587,2.1404315808249663,1.3742804203052001,-1.0718133815114805,1.2460793377878128,0.12490466588087505,0.6359889714945326,2.158282904235771,-1.2431631210160836,1.7107287715613873,-0.302447947764452,-2.198252420691333
2003-09-09,1.9025516392742094,-1.4222461829557533,1.6813372557499644,0.9013901341708522,0.8391617977833433,2.115025063520948,-1.8911204570668514,0.3862372627337729,2.5086031541451193,1.761565197555706,1.5992662068168901,-1.5733846019681879,1.3425444760983702,0.7687638626824344,-1.1668525802138412,0.08702487004071109,0.3695542050948028,-0.942610269908383,1.351157292304467,0.30940021808554585,1.5545754375579883,1.4181283550125008,1.1931545353520334,-0.10849296133748951,0.5228347519016956,1.0087686949980712,2.1291847147606013,1.3627819543858624,-1.06509412686023,1.2419071866945237,0.1242708503010195,0.6376095652440759,2.147154632661942,-1.232882800593759,1.6931103927767037,-0.29987917205177583,-2.1688142237507524
2003-10-21,0.632333804588207,-1.6275497813995863,1.3002433557267328,0.6371210540192026,0.620490998550739,0.7967044136092737,-1.1702502926533693,-0.6267699253177256,1.403605632595925,0.9099391847363073,1.3424895478116097,-1.7104121757493143,1.1907692428551746,2.365717315204333,-1.0029198273431872,0.5960766320612815,1.6715384003216727,-1.185714851422657,1.5695534150202455,0.4395337036079442,1.481346665536372,1.4946389934413227,1.0285994150941298,0.11995792325760092,0.6619169705882603,0.4415736503527362,-0.2540752965788145,0.9878783399072103,-1.010554265592862,-0.776404508250249,-0.7562908433708475,1.0449389214086484,-0.18156716741479856,-2.474516033737268,0.324333997967725,-0.6772056839965994,-1.8297610257244348
2003-12-02,-0.41864645281729684,-1.7044171847274219,1.0328537526079373,0.6771346823138904,0.457687226896356,0.21639649204044265,-1.01524479718592,-2.6151260284332145,1.6930880729371627,1.0364972848484084,1.007059367177014,-1.7885797491499125,0.9351745586614897,1.6718937086878343,-1.961515783046916,1.9624748900090987,1.4224369435305244,-1.311644083568545,1.760441135381895,0.5818338804089082,1.4396784913147953,1.6305420830380815,0.9695973934085423,0.20876694318976896,0.24544924795011736,0.6174582530281021,1.4715775449167092,0.7624928516630217,-0.7625067264722777,2.1645390225330665,1.7713700337600222,0.2046735569804555,1.3604341742402957,-1.53402219399475,-0.3000137777573898,1.672635276752555,-1.4358713143976924
2004-01-20,-0.05853235532619283,-1.1843198620867754,0.07804800732833524,0.0005431130304348345,-0.5626674219415368,-0.49389821243718934,-0.26916792352839375,-1.5181997951396182,1.7811262066260687,0.2507107794963145,0.15469990748962179,-1.703251301675897,0.018867724604027077,2.8927918982259873,-1.597839259000182,0.03203352006068267,1.801944342874095,-2.044885406811936,2.167221636999565,1.838786045812592,1.8701823270866282,2.140176311018058,2.3652759185222685,1.4292883240163357,0.6577156239493134,0.7878098248280572,0.7274129422294862,2.5243720300086925,1.5622626269054076,0.2855481747497055,-0.1707525418180426,1.460929614449901,0.7580018256613194,-1.068617088433201,0.4858541579474075,1.1148915605007468,-1.0391564548605012
2004-03-09,-1.921144293377985,-0.7359041959618704,-2.2316614355473563,1.5241624887304535,-2.3499875313495124,-1.1795836238496442,-0.2753922856129935,-0.4727292349479552,1.9553015461345735,2.3041472400114626,-2.646734097761072,-0.6772872238747791,-2.331973476645783,1.5362484872711628,0.4084296407487381,-0.2216713565774981,1.1576480023177114,-0.5959560972356627,1.4468258938841445,2.3793705609957305,1.682216225899467,1.2209807204398873,2.270140846382126,2.5447425723617645,1.1318266773753818,1.1192533754971796,-0.5820795690758251,1.644956641659947,2.0194224981550555,-0.9798870138309725,-1.2219971727746304,0.32594185363548395,-0.5199131972052108,-0.7582875444051633,1.7233904296635403,1.4610422768068185,-1.3742592717586268
2004-04-27,-1.5175066492222002,-1.9708603508383669,1.1950152143794508,1.0711361660613294,-0.025402634196952656,0.3679220893130861,-0.3610683735373449,-1.1710015016449495,1.5679882489981982,1.447273915449619,0.9990551517643362,-1.3521863951193807,1.1792902149010756,1.447083327880234,1.6780872788216408,1.810562164600369,1.262941553720506,-1.2192832244450849,0.9810765707197974,0.35510123462605836,1.5323896316528158,0.8773293696848775,0.7494791222516803,0.28505017475165756,0.6929716770434574,2.420904895861767,-1.1786718936629343,1.430649019580419,2.5465724895505613,-0.8628293786541059,-0.45731351698758255,0.6034830360604901,-1.205875206666049,-0.45358750731724345,0.7864436032597902,-0.20933318647114657,-1.4141272227988946
