,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,NGDPRSAXDCPLQ,CPMNACSCAB1GQPL,IR3TIB01PLM156N,CCUSMA02PLM618N,LRHUTTTTPLM156S,CP0452PLM086NEST,MABMM301PLM189S,a,b,A,B,s,R_y
566,-0.0307957667807828,0.0009484058037356,0.0970895753113596,0.0,0.1093151263305051,0.0629678669470373,0.0333805495641818,0.013120132692822,0.0,-0.0504327014420679,0.0,-0.1058842245757054,0.0204026336001666,-0.0458283981824758,0.1071530194346289,-0.0184840067433121,0.0,-0.1344923860393576,0.0619385805300861,0.0,-0.0413812632766642,0.0737117698278745,-0.1210007483443443,0.0291340220300681,0.049789791681628,0.0188501638150873,0.0403432286951083,0.0,0.0954452208588248,0.042107814135145,0.0672392530755082,0.0053255047782341,-0.0247979271710331,-0.0589794724834324,0.0414507663180608,-0.0404322903981008,-0.0304749749382507,0.0345957732148846,0.0,-0.0646947201514328,3.0,1.0,3.0,3.0,30.0,0.75
567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6421448368904963,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.25
568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235461645250785,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.5
569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.535731596666506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.75
570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0115988803843328,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.25
571,0.0,0.0,0.0,-0.0123813716801654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0611450757308194,0.0,0.0,0.0,0.0,-0.0349110276833367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.5
572,0.0428680935749195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1048506171782177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.75
573,-0.0473700095875277,-0.0856273201723017,0.0170401516520922,-0.0036699328662994,-0.0606614427145319,0.0550185777616781,0.012962616502781,-0.0298444503784509,0.025721779242842,-0.0320219184275679,0.0352184262440046,0.0115770245528387,0.0,0.0,0.0135677502042079,-0.0156275752559446,0.0024968227655707,0.043613810827494,-0.0553717253543166,0.0,0.011173430568342,-0.0166939133931789,-0.0507205845707124,-0.0260406827563758,-0.0844234354341209,0.0285722127140351,0.122161885469216,-0.06136316052572,-0.0321087094712289,0.0,0.0554237833056101,-0.0005843737178552,-0.0608028723476828,-0.0123507611969347,-0.0327727475661463,-0.0328451670607896,0.080835679011666,0.0729136104521934,-0.0546913302811379,-0.0648172067818657,3.0,2.0,1.0,1.0,30.0,0.25
574,0.0,-0.1132094626758206,-0.0395673490904593,-0.0670410035300016,-0.0153102424495652,0.0105787047004842,-0.0131307134488548,-0.0374520415907584,-0.0854908982461833,0.0415563722306172,0.0029870296736211,-0.0346046840827603,0.023104226404338,-0.0016334137145566,0.0295282788198459,0.1105524266629702,-0.0674550414823549,-0.0098961220260347,-0.0664117626158097,-0.0616396315479396,-0.0076586912595627,0.0805933700775101,0.0691160680714457,0.1842871834606759,0.159609939881691,0.0948568681735887,0.0128643208137191,-0.0666515891042394,0.0046551852510752,-0.0525091362295597,-0.0123549380292874,0.0,-0.0021778212542122,-0.0447057104804967,0.0142782007284851,-0.1802782727453763,0.0867866864220295,0.166331863981164,-0.039080334186042,0.0292010350594343,3.0,2.0,1.0,1.0,30.0,0.5
575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1626232873943101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,30.0,0.75
