,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,QNZR368BIS,IR3TBB01NZM156N,IRLTLT01NZM156N,NAEXKP01NZQ189S,QNZN368BIS,a,b,A,B,s,R_y
211,0.0345950069549765,-0.0534774006478781,-0.0813868053843658,0.0,-0.0548752343352843,-0.063603626752592,0.2774979356981296,0.0805108177555474,0.0600361451352146,-0.0580017095969205,-0.0613166287449169,0.1249166202540841,-0.1240873872871389,0.0235921644524891,0.2842646369109048,-0.248481781214084,0.1190392056362159,0.02457081699004,0.0689881328851098,-0.072081163888187,0.1679052707346789,0.0933343973941824,0.003960595140364,0.1219439265078317,0.0,0.051047838186391,0.2349184772026445,-0.0137959189731084,0.056568066365006,0.09816365763718,-0.1448736454947776,-0.0013522787767631,0.1113904361467919,-0.0594438453003305,-0.0906266230845597,-0.0866850662304587,-0.1568292436489533,0.2250912607095812,1.0,3.0,2.0,3.0,20.0,0.5
212,-0.0852452732755725,0.1528697745298072,0.0,0.0,-0.1838114025962835,-0.0425937968056148,0.0,-0.023889693049125,0.0,-0.2302949010772344,0.1330753688752293,-0.0316974775130189,-0.1068929480155941,0.0213360516646002,0.0390435758906111,-0.0197196394663281,0.1153517998205258,0.0458094384577844,0.0668635702073133,-0.1019302717280998,-0.0525444251560702,-0.0638060461236849,0.1749675961856457,0.0024440302638773,0.1492841711223209,0.0376082651833829,0.0325274778448662,-0.036174152966613,0.2364470542341036,0.0544502268214138,0.1540262255722169,-0.019801065572979,-0.0917716628275853,0.190208790614059,0.0468044218310934,-0.0127586666782719,-0.1797083036021317,0.0399683027447918,1.0,3.0,2.0,3.0,20.0,0.75
213,-0.0526564962042389,0.083570767239428,0.0424012236789028,0.1097787230870979,0.1006552197042385,0.0490353587811487,0.1790869027674572,-0.0455273229161472,-0.0303370478821302,-0.1730527057698479,-0.0526721678500701,-0.0664159444739271,0.0440251287323503,-0.0280616433108671,0.0906020855576078,0.0557864448161425,-0.008123891220933,-0.1360060545105368,-0.1151598604573167,-0.1180091412082344,-0.0723670941791616,0.2545481304348735,0.0829949601271233,0.0771030677657183,-0.0128045860410422,-0.0284667326675479,-0.1013059337651526,-0.0644377114748873,-0.0999869848173074,-0.0816794640113266,0.1877719529706873,0.0,-0.1110821566656631,-0.0264217400625919,0.0190129953175397,0.0367000333083018,0.1163841000699105,-0.1697851689589425,1.0,3.0,2.0,3.0,30.0,0.25
214,0.0106487066401249,0.0908394430949396,-0.0987892952441959,0.1798727388696619,0.0952730913638116,0.1866094317962943,0.1356008237873379,0.0954845399594974,0.0310549099117113,0.1805796088698953,0.049789386870986,-0.0293991844770301,0.1025302545236248,0.0,0.1028726707962849,-0.0421656324075174,0.0244246193271236,-0.0238129033745345,0.0526091959883654,-0.1344586814346805,-0.0711922517699342,-0.1249863229031632,0.0,0.2520674488891931,-0.1172822088952305,0.0219304461373349,-0.0243265680571799,-0.096076151273043,-0.1611563812844229,0.2126559104265881,-0.0650319253012706,-0.0979436164863963,0.2167298243017566,-0.076101464216523,-0.0297115877187699,-0.1254114558717089,-0.2389058075689976,0.0230719361853846,1.0,3.0,2.0,3.0,30.0,0.5
215,-0.0946436847004422,-0.0977435625095071,-0.0729437284007284,-0.0102244375085555,0.081883151335629,0.0401071408343055,0.1437270784451434,-0.1421783739126743,0.0318642011801997,-0.0438091456581064,-0.089447881199678,-0.0160557493097075,-0.0091396608107532,-0.0229193921926811,0.0136275273120077,0.0,-0.0879955257635304,-0.1892155392859508,0.0569556377173447,-0.1546637234285622,0.0,-0.0490001979086121,0.0907303292646729,0.0,0.0,0.1944607809117166,-0.0226735941799048,0.0756841398512201,-0.0887606118109912,-0.1610142051798268,0.0049222245277308,0.0,-0.1188815072864106,-0.0296080461379364,0.0,0.1000757473377576,-0.0734140155397656,-0.1094813319073399,1.0,3.0,2.0,3.0,30.0,0.75
216,-0.0747667461074963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0677899963360737,0.0,0.0,0.0,-0.2295006693337121,0.0,1.0,3.0,3.0,1.0,10.0,0.25
217,0.0351868731365037,0.0277910626228949,0.0599049371587736,-0.0507875635243832,-0.0758191308924681,0.0434811312636164,-0.0302905372864708,-0.034707280128508,0.083662483048343,0.0012920478628624,-0.0323650764760519,0.0496938720681418,0.0379826343584892,0.0250135259560962,-0.0296840320827746,-0.0326233577214308,0.016387559279369,-0.0101651288634393,0.0062874047912223,-0.0250186718219258,0.0125947239760445,0.030585808630245,-0.0388643450991493,-0.0555294909802616,0.064475819108125,0.016748412336808,-0.0211773890788576,-0.0350176594586693,0.1036714794891923,-0.0008008956429969,0.0297639045848578,-0.0034136797207353,0.0538061484252533,0.0837699135921761,0.0229262989881519,0.0464973013030957,0.0304480488957759,-0.0159735597434779,1.0,3.0,3.0,1.0,10.0,0.5
218,-0.0906188012910512,0.0045200973990595,-0.0792014391062013,-0.0205729626497779,0.0,0.1541019833326787,0.0,0.0,0.0,-0.0952877353504326,0.0,0.0,0.0,0.0,0.0398184882317013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.144467772463107,-0.0407307742472564,-0.1594677315379661,0.1696249469623839,-0.1275959145064199,0.0499958716706391,0.1143583430844145,0.0,0.1613274092298365,-0.0298186221372373,0.0,0.0,0.0505549986053167,0.0326546766621527,0.0,0.0,1.0,3.0,3.0,1.0,10.0,0.75
219,0.0,0.0,0.0,0.0,0.0052155364025884,0.227035147696567,0.1864777094669004,0.0,0.0,0.0,0.0,-0.015456221705898,0.0,0.0,0.0,-0.2144870405559757,0.190074692091734,0.0,0.0,0.0663535917833615,-0.0463249858621116,0.0,0.0,-0.0700694486932189,0.0,-0.0500712315101647,0.2413319671509477,0.0,0.1205795198309447,-0.0690298484942341,-0.0042727936705254,0.0518798707457199,0.0,-0.073602142840963,0.1091065501208925,-0.1238530203193288,-0.2088892208262791,-0.0575887668154233,1.0,3.0,3.0,1.0,20.0,0.25
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1126212321729909,0.0,0.0337161541946771,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,20.0,0.5
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555112984987902,0.0,-0.2503695081065823,0.0,0.0,0.0,0.0,0.0,-0.2134522123680941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530971386901789,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,20.0,0.75
222,-0.1316041274399046,0.2040108270677567,0.0005900947005853,0.0026798773775877,0.0059814318378743,0.078206785322329,-0.0719871804062478,-0.1810338653726902,0.0760300607915202,-0.0968183128653337,0.0163302066459328,0.0367111351292828,0.0148338464868008,-0.0818173574932298,0.0562622644967822,0.0,-0.0754434525630359,-0.1589034983897435,0.0662244930252952,-0.1548349242093797,0.0141064872491869,-0.0044162675948071,-0.0732501875657009,0.0067321732602275,0.0332696278327655,-0.0394863953683183,0.1777342554868859,0.2409532333104459,0.0577261524068183,-0.0772199083253063,-0.0747939852356176,0.0546504102605356,0.1574527608368674,0.0326325513924437,0.0006118054994614,-0.1414140732643931,0.0,-0.0213766461267611,1.0,3.0,3.0,1.0,30.0,0.25
