,Y
1998-09-22,0.2803838762538535
1998-11-10,-0.9308620728133876
1998-12-15,0.17236908505812165
1999-01-26,-3.7868294439082795
1999-03-23,1.5238121494095092
1999-05-11,3.4949635653059197
1999-06-22,-0.08518871534343164
1999-08-17,1.6039060675746564
1999-09-28,-0.7413223981767803
1999-11-09,-0.4566720691249082
1999-12-14,-5.1603584161563525
2000-01-25,2.6894985525550363
2000-03-14,-2.320594250069108
2000-05-09,3.356356992864473
2000-06-20,2.297500089098592
2000-08-15,4.155972278206366
2000-09-26,2.7433547900477806
2000-11-08,-0.3501480943128299
2000-12-12,-4.754650706198094
2001-01-23,0.7125011626015199
2001-03-13,0.9510649256480708
2001-05-08,-1.1481023916508182
2001-06-19,1.6144161936013868
2001-08-14,-2.3438402538209613
2001-09-25,-1.5818714018577595
2001-10-30,-2.0647117403874593
2001-12-04,-1.122906530772405
2002-01-22,3.2760970946469348
2002-03-12,-1.4941282500531616
2002-04-30,-1.8897469961985491
2002-06-18,-0.306897988713839
2002-08-06,-3.7498489626224707
2002-09-17,-0.9580900625037803
2002-10-30,-3.066003050171384
2002-12-03,-3.836982516286891
2003-01-21,-0.5456594789545521
2003-03-11,0.6418252277447967
2003-04-29,-3.1024906111618233
2003-06-17,-1.5068852153936607
2003-08-05,-0.1370076484843774
2003-09-08,-3.4037470154828053
2003-09-09,-1.562912995396104
2003-10-21,-1.5622566466684473
2003-12-02,-0.691718824737042
2004-01-20,-2.2383732688466385
2004-03-09,2.4988202670505055
2004-04-27,4.015489710601095
2004-06-22,-3.385813274293503
2004-08-03,-2.6734155038682594
2004-09-14,-1.1834065250615589
2004-11-03,-2.457131478133334
2004-12-07,1.034471929807812
2005-01-25,1.595083378794293
2005-03-15,4.310514550780365
2005-04-26,-1.2259649326676558
2005-06-22,6.337276498667144
2005-08-02,-2.4403307969872667
2005-09-13,3.269869609778331
2005-10-25,3.258173965319755
2005-12-06,4.948961225329329
2006-01-24,0.47579170263906123
2006-03-20,2.5075231472425963
2006-05-03,3.2769764779054023
2006-06-21,2.656310310911092
2006-08-01,-2.22569710663878
2006-09-13,-0.21068600108216096
2006-10-17,-1.0020715642616862
2006-12-05,-1.0792295766470006
2007-01-23,2.984220270073723
2007-03-13,-4.408888645254483
2007-05-02,0.6985549805508251
2007-06-20,-2.9155416529428213
2007-07-31,4.730124154825111
2007-09-11,-5.131164099207142
2007-10-23,-2.8702913799822594
2007-12-04,1.079544526190257
2008-01-22,-1.7287172523368644
2008-03-11,-0.1913102308681136
2008-04-22,0.826521459040841
2008-06-17,-0.27995925601527194
2008-07-29,6.435466885430996
2008-09-09,-1.7923982843722985
2008-10-21,0.6757874840349509
2008-12-08,-4.295017098045961
2009-01-21,5.506720386225627
2009-03-10,-10.748263908670886
2009-04-21,-2.9265550408421603
2009-06-16,-2.5996479081064505
2009-08-04,0.013713410251858793
2009-09-15,-1.386682437186637
2009-10-27,0.19357400000754588
2009-12-08,0.7269230800455384
