,Y
1998-09-22,1.237135369943243
1998-11-10,0.44773183644328807
1998-12-15,0.635306404819791
1999-01-26,-1.6524946336210156
1999-03-23,-0.35434536898303337
1999-05-11,1.0356438844901117
1999-06-22,0.08848341484578581
1999-08-17,1.0063584212570142
1999-09-28,0.9704018363280165
1999-11-09,-0.5327785387463146
1999-12-14,-2.1084525159860146
2000-01-25,0.5967571791194781
2000-03-14,-0.7710892255051949
2000-05-09,1.1208688855007254
2000-06-20,0.9564743612056725
2000-08-15,-0.02989100481266549
2000-09-26,1.0248090659705777
2000-11-08,0.27697542492867155
2000-12-12,-1.1938613826397493
2001-01-23,0.03189481179649567
2001-03-13,1.548934450678785
2001-05-08,-0.10561475909495188
2001-06-19,-1.5123048833658115
2001-08-14,0.23354296655875295
2001-09-25,-0.30250198240187043
2001-10-30,1.0084699518453033
2001-12-04,0.16384975333119112
2002-01-22,-0.7106981633750897
2002-03-12,0.41499977667444066
2002-04-30,-0.6036679355491015
2002-06-18,-1.2379504901753768
2002-08-06,-1.0873597267987645
2002-09-17,0.013020483523062953
2002-10-30,0.6357861552877542
2002-12-03,-0.5482438149976621
2003-01-21,-1.1555311167567028
2003-03-11,0.30252514285865617
2003-04-29,-3.922378118122405
2003-06-17,1.1938740676143977
2003-08-05,-0.16971786934460997
2003-09-08,-1.4725804530691833
2003-09-09,-0.7333205103187135
2003-10-21,0.9377022000770507
2003-12-02,2.2874029022682874
2004-01-20,3.547371400565369
2004-03-09,0.6218866503299503
2004-04-27,2.4982861008939983
2004-06-22,-2.2198762667522853
2004-08-03,-0.8041099573375954
2004-09-14,-1.691811901953677
2004-11-03,-1.1297021011299369
2004-12-07,1.8663049546460697
2005-01-25,0.8782166889272469
2005-03-15,0.2890859206474361
2005-04-26,-0.7112888013530161
2005-06-22,0.15921773471124778
2005-08-02,-1.6663525572059301
2005-09-13,-0.33779675679499466
2005-10-25,0.9800923940167183
2005-12-06,1.2694745022761467
2006-01-24,0.07438744981158596
2006-03-20,1.066470160959121
2006-05-03,0.5820963126581424
2006-06-21,0.39312690241589676
2006-08-01,-0.8273473657163577
2006-09-13,-0.735416427749036
2006-10-17,-1.6266289076578122
2006-12-05,0.945381027253489
2007-01-23,0.19064716898322676
2007-03-13,-1.4631786632407495
2007-05-02,-0.30950013170708557
2007-06-20,-0.7842533617877012
2007-07-31,0.07052872391817289
2007-09-11,-3.601868285816734
2007-10-23,-4.67894909958495
2007-12-04,-0.657625761108338
2008-01-22,-2.038107473277939
2008-03-11,2.58916436017117
2008-04-22,-0.3940464384312725
2008-06-17,0.3412499420479498
2008-07-29,3.9069723852102944
2008-09-09,-3.2019265338020686
2008-10-21,-5.05787015312924
2008-12-08,-2.746320412734682
2009-01-21,-1.8338388197880695
2009-03-10,-4.0610240341562465
2009-04-21,-5.031012440140048
2009-06-16,2.4218026266771164
2009-08-04,2.783655154785891
2009-09-15,1.1529731795562714
2009-10-27,-1.3579912218180668
2009-12-08,-0.5032548776936596
