,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,IRSTCB01CAM156N,QCAN368BIS,IRLTLT01CAM156N,QCAR368BIS,LRUNTTTTCAM156S,a,b,A,B,s,R_y
0,0.0055011164311109,0.0,0.004063875114374,-0.0391639729449408,-0.0289291720221948,0.055119795439043,-0.0184048119696914,0.0494067195867774,0.0,-0.0537874175629292,0.0328060453356026,0.0,0.1036599910239385,0.0479523201456661,0.0876557987039918,-0.1128546867827906,0.0,0.0,0.0400898680974268,0.0,0.0,0.0401828626237638,-0.0094241563960692,0.0464798360434045,0.0,0.0,0.0,0.044141319120235,0.0,-0.1366673956176988,0.0,0.0,0.0753884444013277,0.0522647345323529,0.1363963366473861,0.0044132320756362,0.0973230426075914,0.0543012071065539,1.0,1.0,1.0,1.0,20.0,0.75
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586254694600631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.25
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050392070162009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.5
3,0.0,0.0,-0.0677305398475718,0.0,-0.0356680112692438,0.0,0.0,0.0,0.1765192333793092,-0.2549044363817662,0.0,-0.0743669027418901,0.0,0.0,-3.076383046597686e-05,0.0,0.0,0.0,-0.1038849028766409,0.0,-0.0328295097042045,0.0,0.0,0.0,-0.0115724718489883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.75
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3645235407511379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,0.25
5,0.0015323873755359,0.0546866802856764,0.0613724589850313,-0.0792205694131583,-0.0015050944702102,0.0368055192726277,0.0227628303401294,-0.0196076544476847,0.1540217623097955,-0.0910259128336287,0.0443113663150441,-0.0919582773174098,0.019863277430735,-0.0265230607393519,0.1096262486669996,0.0832262210370394,0.0196272627907559,-0.0960473389410608,-0.0884949610343085,-0.0093962794575631,-0.0564066151881778,0.1294608578375741,-0.039035350137417,-0.153847649134764,-0.0695969534718794,-0.0601173650324053,0.0881080219858173,0.1113968628097357,0.1100284663812556,0.0149813405179876,0.0887834083591041,0.0382320071933768,0.0213265739750459,-0.0479802795781046,0.1063516239201338,-0.1535420457909312,0.0028595072807972,-0.0106937520132884,1.0,1.0,1.0,1.0,20.0,0.5
6,0.0,0.0,0.0,0.0,-0.0663964726913005,0.0,0.0,0.0,0.0,-0.2208847183969101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265909804460411,0.0,0.0,0.0,0.0914491333102778,0.0,0.0,0.0,0.1093787196964253,0.0,0.1321115602320697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30.0,0.25
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.319362907044128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356392368482522,0.0,1.0,1.0,1.0,1.0,30.0,0.5
8,0.0,0.0,-0.0663710990291485,0.0,0.0,0.0,0.0,0.0,0.0,-0.1632302867493165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744050258321225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734354692873589,0.2160742415039987,0.0,0.0,-0.0731212814008205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30.0,0.75
9,0.0,0.0,0.0,0.0,0.0,-0.1100098422728741,0.0,0.0,0.0,0.0,0.0,-0.1681652571550568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865112000612232,0.0839292965305278,0.1754644711046432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.25
10,0.0,0.0,0.0,0.0,0.0,0.0,0.3457923722449505,0.0,0.0,0.0,0.2343424882492541,0.0,0.0,0.0,0.0,0.0,0.0,0.0421596811097552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.5
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671980719047549,0.0,0.0,0.0,0.0,-0.0041757242239386,0.0,0.3132819122145907,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.75
12,-0.0265375868691434,0.0,0.0,0.0104079119122908,0.0,0.0,0.0539294958589996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057301839139621,-0.0391642742719842,-0.0263213797695676,0.0,-0.0100042299906239,0.0,-0.1497641387859789,0.0,0.0,0.0184463630225107,0.0,0.2001642526123752,0.0,0.0,0.0056745106088649,0.0,0.0,0.0,0.0322496166138247,0.0,0.0269822152918041,0.0,1.0,1.0,1.0,2.0,20.0,0.25
13,0.0,0.0,-0.2795231063574461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081017544120037,-0.1283072803298569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392328773147865,0.1930763159455684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,20.0,0.5
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2523815017921727,0.1758938621321048,-0.3524147642967904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,20.0,0.75
15,0.0,0.0,0.1272911331002457,0.0,0.0,0.1264207040807247,0.0958127908475729,0.0315890572629819,0.0,0.0,-0.0781100946002245,0.0,0.0,-0.0143198968413752,0.0,0.0,0.0,0.0,0.0,0.0865983359527239,0.0,-0.004269410923276,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007333085477479,0.0550326752386727,0.0,0.0,0.0,0.0255726222482246,0.0,-0.0490535590010546,0.0,0.0,1.0,1.0,1.0,2.0,30.0,0.25
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468063299139066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,30.0,0.5
