,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CPALTT01ZAM657N,LRUN64TTZAQ156S,QZAR368BIS,NGDPRSAXDCZAQ,IR3TIB01ZAM156N,IRLTLT01ZAM156N
2001-03-13,1.687631398114843,1.2866676476140086,0.6214979031803293,-2.0337531711750008,1.5059816633666558,-1.5335678705558855,-1.8880687568133567,1.989974874213251,1.5781422466387178,2.344013915004083,2.019463152919257,0.18379468583875933,-1.6402341564578495,-0.4315144665365701,0.8998270940268974,-0.23157471908240967,0.9659251526736623,1.2023543124702207,1.4091929111155137,1.9572121056684533,-0.22825414902844332,0.02806932726009747,1.931197562736915,1.79515373737506,-0.2766769956646349,-0.7404399222181368,-1.860191398848067,1.5801076974017623,0.8057690033325249,-2.530939964554069,-2.9898471205729074,0.2951943942830423,-1.7366354166801512,0.4313580742240532,1.5966514255302813,-1.5279761037781046,1.2638482549967756,-0.2961882270118518,-2.022117129296348
2001-05-08,2.140350673033949,0.12921392059423717,2.675687258818263,0.24474840392236966,2.3919867371769463,-0.6129784462632116,-2.190280946589314,1.0591580985154994,2.0129300931293597,1.3265261316293508,2.44643779911948,-0.08356939233900308,-0.3195407970554093,2.1097817798703002,1.8072415139023201,0.04718552898328119,-1.307298837880407,-0.19208371396463889,0.7058576417696244,1.4665165490778573,-0.7812466258717585,-0.4175344710853153,1.7478631085215335,1.2977924480283412,0.9232677867346679,1.741293259955955,0.012311051315526752,-1.6195115223233552,1.5555815541591231,-0.33177255634586567,-0.27043184789320934,0.43086298802326817,0.11829938569690736,-0.3661031016165091,0.9920947376656659,-0.597922582482508,1.454656737759085,2.6736709355141044,-1.1600524237594347
2001-06-19,1.6500993184819281,-0.19263122034658947,1.8281921818418716,0.8488277600006241,1.7930828632712374,-0.3702344833323002,-1.7772413836946759,1.5965854616314843,1.6781628019240977,1.4480285505130868,1.5963285904390845,0.33915653043002125,-0.07730181826450475,1.3929499853782061,2.2622651949494705,1.0334911018459036,-0.9707215018643087,-1.021621620068794,-0.05311685876345054,1.4766751352445318,-2.33843025438092,-0.6684717955537738,1.6851616802853144,1.3017874237831066,0.7380275279804573,0.18869938955846144,0.6895657126727625,-1.2355235635673185,2.1595078833362313,0.04601798708412502,0.008748889622957988,2.8409307737367304,0.852896907555739,-0.0633768945965541,0.7008025830110839,-0.3430380044894248,1.2194505956993509,-2.110772292435015,-1.5965341643823483
2001-08-14,1.0556083359025266,0.7934948924347357,0.9262248246726015,1.5448233649489416,1.0748061815340886,-0.7478561258742523,-1.2232286103939054,2.4284952169184377,0.9692901741623234,1.5524547359843222,0.8252418013922094,-0.25766291044098555,-1.1255298629240185,-0.35819019244953637,1.6566745952183595,0.5993145563628426,0.42842027489545764,-1.1385260669156978,0.6129172051991497,1.9671938330804646,-1.4557147853089913,0.2781884909738147,1.8174713929627546,1.9705912941491746,1.1491787180912818,-1.0914325434696532,-0.03430573679827439,-1.4055611874198521,1.2910730769818248,-0.32304353268388,-0.2661251088305617,1.7373172202367109,0.041786507084008266,-1.613742602066175,1.8357845132500745,1.2586613367371466,1.25295159698408,-2.3839857945313376,-1.7589642247865758
2001-09-25,2.3824262586791014,3.0,1.0116403514441286,0.625440792626062,1.6792555256733406,-2.2630231220195474,-1.4737860762501709,1.8868888770871142,1.4976446566731259,1.7485553775431777,1.6206996400747662,3.0,-1.7826147340254168,-0.3979892139154378,1.871320588162195,1.8915848972715679,0.37177887016772565,2.3830487610111537,-3.0,1.44003398697514,-2.029339275186968,-3.0,2.0081617722202534,1.9226066100183146,-0.8757821294140081,-0.4411810509517712,0.5526430316725233,-1.0123365623453024,-0.9573701074080211,1.635295082225887,2.024522421517515,0.08092216910084,0.3847492801006605,-0.1772049542873452,1.3893280959296146,1.308570881034718,1.0514232125322482,-1.6849994637716614,-1.2292587450101788
2001-10-30,2.009998602358847,1.7025510653606222,0.9820320720795048,0.8257504110414667,1.3405808476089724,-2.0228358083240283,-1.5560964447950008,1.9126658089228872,0.6072731602469149,1.1453235728240712,1.3983105716470172,1.8213176361031587,-2.1007064294631816,-0.8577643614937038,1.7754638325154064,1.1499891955025316,1.8751759978348688,1.368706191719345,-1.164444829244789,1.9888331687685932,-1.1550650048342896,-1.6883464290143078,1.9289972551453944,2.376803822000903,1.7268873135213805,-2.6458358082435827,-1.284000455035547,0.6604202826873157,-1.3259189510815723,-1.505796943302594,-1.1639001942316138,0.4434208240811133,-1.1574830988095557,-1.1295109523280233,1.040502103841748,1.79016714813126,2.1825690863663203,-1.715619576450287,-1.0777640969804299
2001-12-04,1.4826070273057306,0.7182888404723766,1.7546977037509928,1.400313920298488,1.6922797862821044,0.359036912851518,-1.7355370844893976,2.1222008238908083,0.003317219455267751,1.9537128105848167,2.0677223565751968,-0.055966438080421496,-0.910683103670828,-0.9579283112980964,1.55380438320022,1.8180296194462273,1.4719807633524844,-0.35261959262099907,0.6284364397087355,1.5454166763343702,-0.27517154099201463,-0.35007774643343176,1.4875340583203076,1.6622668002836498,-1.6388581422748871,-0.5709087834201969,-0.1910957948620814,1.1760249715498965,-2.883521619808771,0.02845405600317523,0.47838915939307775,-1.8696901739783405,-0.18415551349632228,1.2243565294286254,0.7844645405527007,1.3563425715773132,1.6138883434922533,-0.6228549910832036,0.8260486968483541
2002-01-22,1.172774870017486,-0.41827783429904836,1.3435388624322693,1.5853481998291994,1.0843312500957905,-0.4849281813340507,-1.2241996310252472,1.3363630925562267,0.5474984584055127,1.2502732946038835,1.426536407139333,-0.32338954754570814,-0.0694175947969664,2.7611371163549743,1.0375451288692006,0.6950017215087048,0.9422028391000697,-0.30119137807792445,0.7626868646384944,1.3471736296400023,0.25570566460047106,0.11249846132384558,1.365831782315435,1.3115150876738566,-0.7503851253863276,-0.23069332276655613,0.7687568995665354,-0.6089227825853921,-2.2223600282092546,-0.5373609386149192,-0.9902612656532433,-0.7350041810298065,1.0452398543749637,2.739390761086703,2.1946455431259895,1.0284586236960287,2.431198305347652,0.15935970340273276,1.3494082443170021
2002-03-12,0.17943627221168065,-1.0067842564546483,1.4683472212335005,1.9682980680541275,1.190050800927861,-0.07812889249307967,-0.9999460657542182,0.9676085956766411,2.693066115517881,1.562996767169459,1.2651513905584255,-1.716255540405319,1.5561295760686966,1.6075001254194894,0.14596643770410384,0.10262653157601075,0.6736308893164141,-1.1070554046350796,0.9231720499301931,0.21788349421386197,-0.5191745551757508,0.15766481380268235,0.6360418600467114,0.3517642311389654,-0.4661416360744942,0.9547113761015871,0.3143449869187541,-0.46136847706423445,-1.4524034676854398,-1.037821233464167,-1.3706032310472007,-2.2914061355836663,0.6044370926856719,0.8128915231614758,1.6124515496594745,0.8386474239981467,1.4451890008536845,2.2641934621218023,2.4027688587875438
2002-04-30,0.2942641153048043,-0.8057634412124233,0.6172609024299633,0.7471214035115994,0.46204799052828416,-0.0038250039979415614,-0.5044062474609992,1.2484400331602123,2.2471147808093397,0.45019498512178646,0.6627072754077868,-1.6414193344069559,0.6213012100451769,0.9192325985096922,-0.3637586267691146,1.0099973490694378,1.5520379836268006,-0.520777667146474,1.6042901106271399,0.7841054952731017,-0.06455854936634434,1.4439612479587658,1.3049644763455412,1.5745316529956885,-0.7925409577045586,1.0241007897243644,1.763077437632782,1.534063093125783,-1.2792354496501614,1.0089128200239108,0.49805766166900545,-0.4688849621667467,1.7681838064737494,1.421497176722465,1.0571882797417038,0.06143442512755926,1.9598771799046855,2.1851819434518056,1.2789557734327095
