,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CPALTT01ZAM657N,LRUN64TTZAQ156S,QZAR368BIS,NGDPRSAXDCZAQ,IR3TIB01ZAM156N,IRLTLT01ZAM156N,a,b,A,B,s,R_y
34,0.2052735618550815,-0.2266850495515627,0.2672498722645786,0.1447384106930525,0.0293130534296826,0.1801669492373271,0.2809955056517037,-0.1516160773611446,-0.0759697615568416,-0.1362277822211059,-0.1466802339933331,-0.0573654587836553,0.0502231807334924,-0.180559481685837,0.125914784515746,0.2801898026680657,0.015557503692292,0.0108270106716908,-0.0719746479087038,-0.1452662720438122,-0.1195459048941907,-0.1771423856990103,0.2443774747687541,0.2429360429210797,0.1520013194317343,0.1065781193690088,-0.1908255134031001,0.1990663923828501,0.3844321341121263,0.1236254786503338,0.1368760906613159,-0.2622553017467335,-0.0686670476604734,0.2185325740153483,0.0075712906350193,0.1890371686452829,0.0145781745280764,0.0708301761648583,0.2505814478484472,1.0,1.0,2.0,1.0,30.0,0.5
35,-0.0083809836303853,0.005127159380602,-0.0397178236665133,0.3940638342288876,-0.1707121617079162,0.0,-0.0747039467400957,-0.162764517492863,-0.0809266524516211,0.0,0.0,0.1213866934348724,0.3441651444033762,-0.0726394860847447,0.2051752131787482,0.2674296243759052,0.0808386625877994,-0.1207912510578292,-0.1764248693197169,0.0669783488376833,-0.0306586392967302,0.0,0.3259083824467553,-0.0814029603438094,-0.3178108221831316,0.1319086735667006,-0.279305333727805,-0.0396310507180375,0.1163186507501557,0.0810931388305491,0.1422479625067393,0.1260762023769501,0.2963926168036423,0.143784227753723,0.0100233897971518,-0.1212207926442277,0.0,0.2582101380838687,0.0889668793458218,1.0,1.0,2.0,1.0,30.0,0.75
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0976207952721511,0.0,0.0,0.0,0.0,1.0606190947618472,0.0,0.0,0.0,0.0,-0.1086800697280429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.25
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307137586721194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4012293152313285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.5
38,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106668720227009,0.0,0.0,0.0,-0.0647890257186282,0.0,0.0,0.0,0.0,0.0,-0.3586152945196282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1743608028299632,0.1627141096048301,0.3953967695584101,0.0,0.0,0.0,0.3090539536746026,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.75
39,-0.1041436995458692,-0.1120472772751389,-0.0138719288305462,0.0379741161240502,0.0217241951283441,0.0318278462354611,-0.1271536211696935,-0.1963960071355295,-0.0304218217338329,0.0817884425793101,0.1393645136006345,0.0,0.1622214581025258,-0.0716507772032725,0.0034519068810329,-0.0412818365547255,0.1487603971556186,0.109485478876896,0.1036124965638144,-0.033563193013721,-0.3035492985518281,-0.2012715257820332,0.1130793831100387,0.1935000331241309,-0.0519048062660146,0.1234088249699996,0.0677896068050918,-0.153768591413665,0.0126066170441957,0.1187937797478285,-0.0580149360396183,-0.1054092591339719,0.0561749124326458,0.1211038170795779,0.078996093179811,-0.0662670594994659,0.0529162467697653,0.1553123764833923,0.0600399493834395,1.0,1.0,2.0,2.0,20.0,0.25
40,-0.0160941040904979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367219238404103,0.0,0.0,0.0,0.0,0.0,0.0,-0.2615504000714268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0.5
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1297159640258838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3818511384019144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0.75
42,0.0,-0.0531122578466381,-0.0595804317455178,0.0708636866407404,0.0174776871109584,0.003042388536806,0.0990193401241425,0.0959260046313872,0.0759294944387012,0.1556314602060122,-0.0493935751531059,-0.060903335467159,0.0641793103759311,-0.0023216505115781,0.0064544915729846,0.0782534810558032,-0.0257445214897785,-0.0015549576868576,-0.0664092150426353,-0.0600409768909948,0.0211529072181726,0.0022561336151132,-0.0671303398527994,0.0958645296037924,0.0330179494092088,0.0400162461259723,0.0289734812477467,0.0282301422028223,-0.0010969833967576,-0.0810757931821417,-0.0820234845243686,0.1552468496748046,0.0205269007841286,0.0163153027802308,0.0308398375790472,-0.0705292783941781,0.0396838032034048,0.0396861119008356,0.0426840101735077,1.0,1.0,2.0,2.0,30.0,0.25
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120354444037949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,30.0,0.5
44,-0.0233793066175152,-0.0014228557698617,0.0556758963580077,0.1760885474051914,-0.1041648673410652,-0.0482846895923698,-0.2922894303002613,-0.2675289117559301,-0.0329081173734678,0.0220318558472942,0.2795710473034546,0.0353817902490978,0.0109158900663962,-0.0300001141592788,0.1172424404461154,-0.0618025015571913,0.0907852423512077,0.1552923160572708,-0.1829764607106724,0.0333578910549013,-0.0333095085205278,-0.3616834551562194,0.0617809427212407,0.0625869586868364,0.089168575266853,0.0,-0.2104745509123926,-0.1311171172121512,0.1411024588661244,-0.0168055705881249,0.3912508496145067,0.1924241051697191,-0.0492798383028329,0.134826584323758,0.0,0.0356919180354563,0.5611310598755257,0.0802172556513703,0.0,1.0,1.0,2.0,2.0,30.0,0.75
45,0.0,0.0,0.0,0.0,0.0,0.0,0.4004309689727837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5213460520754792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4019271426056566,0.0,0.0,-0.172579218511462,0.0,0.0,0.0,0.0,0.0,0.3413521467882215,0.0,1.0,1.0,2.0,3.0,10.0,0.25
