,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CP0000EZ19M086NEST,IRLTLT01EZM156N,CPHPTT01EZM659N,BAMLHE00EHYIEY,ECBDFR,ECBMLFR,ECBASSETSW,a,b,A,B,s,R_y
403,0.0,-0.035173240061464,0.0,0.0,0.0,0.0,0.0310554946504816,0.0,0.0,0.0,0.0,0.0,0.0209728008881599,0.0,0.1551402289403299,0.0,0.0,-0.02334592855237,0.1305195928225692,0.0,0.0,0.0,0.0,-0.1364022776842858,-0.0292759723299883,0.0,0.0,0.0,0.2049219982188975,0.0,0.0736957163592503,0.0,0.0,0.0,0.0,0.0,0.1150479820279496,0.0,0.0,0.0,2.0,2.0,3.0,3.0,30.0,0.5
404,0.0,0.0,-0.0391326082728497,0.0971031944557662,-0.140164049401359,-0.0667230783617072,0.0,0.094369052345521,0.0,0.0205344273417486,-0.0383688293094156,0.0,0.0933486782982666,0.0800050375477416,0.0,0.2355170421986587,0.0,-0.0738192383573482,0.0,0.0,0.0055530693990055,0.0680095948286496,-0.0665292016142559,0.0,-0.0084924686126731,-0.045485565302359,0.0,0.0,0.2875777298247745,0.0,0.0839171985958145,-0.0807554077569252,-0.0490607616937814,0.0,-0.0848399380186371,0.0,-0.0553314793255108,0.0,-0.0230343146759184,0.0,2.0,2.0,3.0,3.0,30.0,0.75
405,0.0,0.0,0.0,0.0,-0.1712133940238247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1824000414745294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,10.0,0.25
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280338615937701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,10.0,0.5
407,0.1024542584650773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,10.0,0.75
408,-0.0092134937370787,-0.0553317402875648,0.0321852299484284,-0.0223854009197936,-0.0349166775206143,0.0049474147213323,-0.0279457276195755,-0.0266852245877987,-0.0432185480623855,0.0444717399082586,-0.0211661889858909,-0.0317943013874023,-0.0262146201350522,0.0074402652753477,0.0109716567811863,0.0218604985435073,-0.003244892207545,0.0121809416739437,0.0242237390672882,-0.0390246879129213,0.0,-0.0389558528931918,0.0014327044245222,-0.0018086583032724,0.021010402064353,0.0,0.023467102188215,0.0008212449307692,0.0207301576220415,0.0360439778728379,0.0081834387072482,0.090598548112993,-0.0611958430137466,0.0343319752285216,-0.0317897861975424,0.0,0.0413961450954823,-0.0007563976293786,-0.005789005461672,0.0200264592614076,2.0,3.0,1.0,1.0,20.0,0.25
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1274810318730878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,20.0,0.5
410,0.0844794339132414,-0.0379198812191283,-0.04536810343533,-0.0986013827020891,0.1200222445931792,-0.0389693794136489,0.3811870571264622,0.1223219966923844,0.1542368828439368,0.1815196370815306,0.0909481944294055,-0.1650711932873871,0.1939875157002158,0.0204249990970935,0.1382939144342627,0.224099452578642,0.1496028403958626,-0.1327126407688855,0.0527189189320569,-0.0246851220427026,0.2181686164416533,-0.0569588576334223,-0.0398492127178023,-0.0525565025894624,-0.1053267439613017,0.0154615758521329,0.0,0.0,0.1943015238702444,-0.0441537806613474,-0.0393166088107646,0.0,0.0501257650627975,0.0,0.0069903524066452,0.0918388820251469,0.2656534867891848,0.2377993061882723,-0.2016446695436235,-0.0241511784092849,2.0,3.0,1.0,1.0,20.0,0.75
411,-0.011854376722777,0.0150269188833642,0.0001952759456824,0.0509378230249218,0.0584213368287179,-0.0496305091253419,0.0312928781082169,-0.1030568177291776,0.0128201003893708,0.0185792406392511,0.0,-0.0420846589408353,0.0408519738332612,0.0,-0.0171303226548502,-0.0219169901688363,-0.1328506541130639,0.0799543311688063,0.0870019661443462,-0.0857676809954755,-0.02524908085029,0.1214175511450585,0.0094583619820684,0.0510446247507687,0.0159569908966984,0.0911034621443961,0.0283521417757218,-0.0421413500135331,0.0163909887206145,0.0392324499406454,0.0,0.0389843762790667,0.0498186504462656,0.0339299944592081,-0.063331088560365,0.0803677133859925,0.0219865812391504,0.0380733085118954,0.0246180196458017,0.0,2.0,3.0,1.0,1.0,30.0,0.25
412,0.0,-0.2031969561765926,0.0,0.0455643305074616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2931314676630675,0.0,0.0,-0.0147662002296638,0.0,0.0,0.0,0.1077302809040174,0.0,0.0086587022931543,0.0,-0.2604354745906737,2.0,3.0,1.0,1.0,30.0,0.5
