,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,JPNRGDPEXP,NIKKEI225,IRLTLT01JPM156N,a,b,A,B,s,R_y
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0879652740592122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,20.0,0.25
625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0183707160296416,0.0,0.0,0.0,0.0,-0.1386921436688724,0.0,0.0,0.0,0.0,-0.1768271719663427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,20.0,0.5
626,0.0,0.0,0.0,0.0,0.0,-0.0005133309642299,0.0,-0.0479080638626146,0.0,0.0,0.0,0.0,0.0,0.0,0.0257270945675043,0.0,0.0,0.0076605224614049,0.0,0.0,0.0,0.1595004250135403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028640336695596,0.0,0.0213947318280908,0.0,0.0,0.0,3.0,2.0,3.0,1.0,20.0,0.75
627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233345582089473,0.1725292066819145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,30.0,0.25
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587815992087312,0.0,0.0,0.0,0.0,-0.0485540616262444,0.0,3.0,2.0,3.0,1.0,30.0,0.5
629,-0.0098989728538846,-0.012425492001229,-0.0100237974954671,-0.0580363966890427,0.0649447995279221,0.0280414924525477,0.1023945754432643,-0.0035067254891438,0.0237894956938143,0.0185625004132302,0.037514746336599,-0.0342420105524153,0.0295822704318586,-0.0500997030276714,0.0447431096453643,0.0703063114185637,0.0479119701477358,-0.0014022190342115,-0.0377010815587508,-0.006550014649648,0.1020837988668144,0.0647553128775796,-0.0006375233485845,0.0014383628347609,-0.0418254942875808,0.0068882983623578,-0.090996376246476,-0.0444670783552014,0.0514992063579399,-0.0127396390393757,0.0681520700033183,0.0422931724917754,-0.0148554895793253,-0.0010587427640938,-0.0102839654419749,0.0,3.0,2.0,3.0,1.0,30.0,0.75
630,0.0985339842167469,0.0123889281526443,0.0,0.0746113108519245,-0.0086817696771754,0.0303385282638788,0.0,0.0,0.0,0.0868036100935273,0.0,-0.0207027151986569,0.0752005406945577,0.0,0.1327490482603435,-0.0176186824492172,0.0,0.1654800604898575,0.0273620695355602,0.0729812677934026,0.0,0.0542846321477687,-0.0987285002931413,0.0,0.0,0.2363479475550896,-0.1058047944126317,-0.0590740098144057,0.0,0.0011283965326531,0.0523190835151899,0.0267482140803304,0.0,-0.1734687027270261,0.0,-0.107847330126801,3.0,2.0,3.0,2.0,10.0,0.25
631,0.049285785349818,-0.1035997982825563,0.0154152344529394,-0.0059860021892976,-0.0067097589447728,-0.0081318958789542,0.0712914346728316,-0.0561084224191525,0.0,-0.1338491995334613,-0.0219034353796633,-0.054438793222855,-0.0568646573772091,-0.1093663830891666,0.0706823329406339,-0.0777166358479593,-0.0624665282370859,-0.0554490589919627,0.024670267856096,-0.0153366318996887,0.0,0.0323450232478965,0.0405361768618958,0.2520568746865722,-0.0838734194954106,0.036509853994273,0.0,0.0190134482355411,0.0162158609127097,-0.1966542152090981,0.199033498932666,0.0319754155754558,0.0384486174818077,-0.0513694968265383,-0.0650506773140848,0.0357021861908531,3.0,2.0,3.0,2.0,10.0,0.5
632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1406585322973478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0150684840357255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221704200635368,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,10.0,0.75
633,-0.0718476448726447,-0.0461130555099041,-0.0227009214210631,-0.0807763429181066,-0.2207155873958843,-0.1082000217601767,-0.0225453741483249,-0.0294460808617235,-0.0908340117008364,0.1413812447976295,0.0115275777477758,0.0668752564319693,0.0915901580342423,-0.1108709747865025,0.0198178977569754,0.0095856054323335,-0.0435054907992242,-0.1049930132413249,0.0422948184400432,-0.0289801373874563,0.0694061762028587,0.0180628437419497,0.0683500295953354,-0.061591450197656,-0.2163489014624079,0.1471339856703112,0.1253573009466652,0.1134070473470422,0.087265644455422,-0.1857178767458624,-0.0043277066848137,0.077415471138654,-0.0155730356271216,-0.0302871774366873,0.0196503188304972,0.0054809322350901,3.0,2.0,3.0,2.0,20.0,0.25
634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0361235963904163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,20.0,0.5
635,0.0,-0.0921265290480743,-0.0069688391852357,0.1116304441365889,0.0,-0.0898008013142161,0.0044679457867311,-0.1358458871082714,0.0,0.0892536862459765,-0.0694126854134913,0.0,0.0,-0.0466553676312507,0.0366693812671733,-0.027802021293397,-0.1897014609324602,-0.0076871029840014,0.0,0.0,0.0205959955018324,-0.0169061642429617,0.0,0.0,0.0212743999894583,0.0,0.0,0.0,-0.0700756334323222,0.0,0.0065772447184594,-0.0007700812876327,-0.0403407320600292,0.0,0.0,-0.0440782436649412,3.0,2.0,3.0,2.0,20.0,0.75
636,-0.0185119173038831,0.0,0.0271859735464838,-0.0742974844071604,-0.0842650383528452,-0.0763335821150286,0.136108325533254,0.0111332461627906,0.0749367881357839,-0.027793565176902,0.0,0.0085763938759764,-0.0760793589333064,-0.0114244506515744,0.0,-0.033834187948436,0.0,-0.0384268249857587,0.0423986834080643,0.1306465558709546,0.0,-0.0040530417778222,-0.0303428147202875,-0.0489534261976786,0.0198024957582668,-0.0581185540853818,0.0536930738086186,0.0,0.0,0.0,-0.0296485649406835,0.0241709981153393,0.0088688200636917,-0.1076308172261233,-0.0378909773173923,-0.077381438619226,3.0,2.0,3.0,2.0,30.0,0.25
637,-0.0144074969825215,0.0,0.0348530217735588,0.0,-0.0444251198712016,-0.0257775254395816,-0.0364992718227939,0.0010194269593314,0.0457107183997278,-0.0104879319844931,0.0512632341617579,-0.1204299036142014,-0.0085208276324172,0.005857249582021,0.0858182465743289,-0.0992892969897221,0.0224137216915727,0.0930624279669824,-0.0096679093264485,-0.0107359206118579,-0.0151952627355879,-0.1294520705027996,0.0,0.0309141553355537,-0.0249732626663056,0.0365417683261599,-0.0048112393304418,-0.0448359739982695,0.04566399826792,0.1055152122413719,0.0447452647459671,-0.1037082394063619,-0.1143862609817456,-0.0094946901493811,-0.0833502681574161,0.0533472620232203,3.0,2.0,3.0,2.0,30.0,0.5
