,a,b,A,B,R_y,s,mae_test,mse_test,R2_test,SR_test,mae_val,mse_val,R2_val,SR_val,mae_train,mse_train,R2_train,SR_train
0,3,2,1,3,0.5,30,1.518092079896138,4.447076162275748,0.0012399388147813,0.6194325346714751,1.4467741551266422,4.147614904059924,-0.0099375756809239,0.5052035797153369,1.6382368070815914,3.968811998996448,-0.0134525986326012,0.0018016750178247
0,3,2,3,1,0.5,30,1.5409852586125523,4.429277738397364,0.0052372517172613,0.5650621918906259,1.4541707097894765,4.136837918462236,-0.0073133969759473,0.8082621504928197,1.6193317559701528,3.933807501884112,-0.0045140551663711,-0.1919547150054522
0,3,2,2,1,0.75,30,1.545768580373497,4.437142180383709,0.0034709922081255,0.3092227180214195,1.4604246899464637,4.119607249454975,-0.0031177567135114,0.4870041007520403,1.6079871025690071,3.885374678159641,0.00785346717409,0.4876281712062597
0,1,3,2,1,0.75,20,1.483961935563714,3.927558246924313,0.1179174424124908,0.4706581540383375,1.4045617952206446,3.68095720644956,0.1036928250913663,0.5989776033657921,1.6789328622756867,4.180255525310625,-0.0674455797214832,-0.114733472742105
0,3,3,3,3,0.5,10,1.5326947619438702,4.327381252731456,0.0281219823907653,0.5371853376532023,1.4509955724271664,4.052905279340114,0.0131240660085075,0.18898243240784107,1.6391820965516446,3.986701197244349,-0.0180206795737929,-0.0624505156183216
0,1,3,3,2,0.75,20,1.4833496276830689,4.137487897033775,0.0707697564865044,0.8446143312653872,1.4615546476294548,4.0926181106237856,0.0034540552968578,0.7415803177405221,1.7183558430132313,4.13510485920032,-0.0559161699356201,-0.1288577563052789
0,1,1,3,3,0.5,20,1.5539402034574044,4.493625307561484,-0.0092144418832791,0.4928259398630615,1.4721027283224912,4.174810223326523,-0.016559592296568,-0.004604586700781177,1.653449475128819,3.937241068172305,-0.0053908305536223,0.2242099319632083
0,3,1,1,3,0.5,10,1.5425877875130676,4.4814582846517705,-0.006481874213575,0.4410103069931091,1.4614501204584809,4.164243208523243,-0.0139865411432018,0.25232190793752396,1.6776555570067444,4.062915764577972,-0.0374823853279204,-0.1144956210618717
0,2,1,2,3,0.5,20,1.5106925683907284,4.584890991275066,-0.0297116217209283,0.6108940137095091,1.443641011064859,4.276809346603797,-0.041396215191185,0.309645467984518,1.6507159290454831,4.035376919407119,-0.0304502270375306,-0.0844403802734487
0,1,1,3,1,0.25,20,1.548731020644348,4.571803309036669,-0.0267722849890599,0.1585258046632946,1.4568851231667306,4.155228901924914,-0.0117915719469416,-0.3169678806888637,1.605172769149407,3.8337164005488216,0.0210446225371576,0.3296302540426226
