,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CLVMNACSCAB1GQCZ,IRSTCB01CZM156N,IR3TIB01CZM156N,CPGRLE01CZM657N,IRLTLT01CZM156N,NAEXKP06CZQ652S,CPGREN01CZM657N,a,b,A,B,s,R_y
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1138817931697486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439021620725813,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.5
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040668911882141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1038083497122406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,0.75
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3848472319593706,1.0,1.0,1.0,2.0,20.0,0.25
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261512570449459,0.0,0.0,0.0,1.0,1.0,1.0,2.0,20.0,0.5
14,0.1679520977621465,0.0,0.0,-0.0491290039200428,-0.3566123352352908,0.0,0.1131551510056947,-0.042549895456477,-0.0127464955756761,-0.2645915982817358,0.137213141318644,0.0,0.0,0.218613003311637,0.0,0.0,0.1898661368867206,0.0,-0.0491628974379916,0.0,-0.1989350901811476,0.0,0.0,-0.2526736369594125,0.0,-0.1491475239682577,0.0,-0.038042616924414,-0.0102198442971208,-0.0988773580763646,0.0,0.0,0.0,0.0,-0.0658564828260433,0.1258641770748722,0.0,0.0,0.1992749611381842,0.0,1.0,1.0,1.0,2.0,20.0,0.75
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220863425871722,0.2352426290378485,0.0,0.0,-0.1942770175578828,0.0,-0.0094967385645766,0.0,0.0,0.0,0.0,0.1563872233493728,0.0,0.1810973744424711,0.0,0.0,0.0,0.0,0.2746023910688788,0.0,0.0,0.0,0.0137520201779271,0.0,0.0480556056611725,-0.2090282199806897,0.0082243479740278,0.0,1.0,1.0,1.0,2.0,30.0,0.25
16,0.0,0.0,-0.0884371526488144,-0.0823749359289169,0.0,0.0,0.4215662535227208,-0.1900104253739902,0.0,0.0,0.0,-0.3172447669864768,0.0,0.0,0.0,0.0,-0.2790952891783821,-0.2197416839957554,-0.073639474094758,0.0,0.0,0.0,0.0,0.0,0.1576391032371482,0.2904428652142795,0.0,0.0,-0.1332280328110066,0.0,-0.110244944950373,0.0,-0.1208819384025875,0.0,0.0,0.0,0.0,-0.0933829015982296,-0.1783534178897839,0.0,1.0,1.0,1.0,2.0,30.0,0.5
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881776506332886,0.0,0.0,0.0,1.0,1.0,1.0,2.0,30.0,0.75
18,-0.0386487117831437,-0.0569932179098587,-0.1601392897598968,0.0278409618338335,0.0,0.0018113613421882,-0.0085190077647927,-0.1605791879598952,-0.004826525430917,-0.1434861761983051,0.1149646708684757,-0.1316032178848938,-0.0543868321839935,0.0864945269925443,-0.2677586407549429,0.0,0.0683122900921499,-0.2539316433217678,-0.0917091880776518,-0.0909733101679614,0.0,0.0623441793152286,-0.072828804376843,-0.0691705919498842,0.0866153227847417,0.0,-0.0448030411469848,0.0121240464684499,-0.0947957396107116,0.0822706310117984,0.0,-0.1251630415085529,-0.0244792831579543,0.0290231730450049,-0.1127405417124363,-0.0005482766933924,0.276739880534376,0.00186362478345,0.0416107252803653,-0.0524654167941884,1.0,1.0,1.0,3.0,10.0,0.25
19,0.0,0.0,0.0,0.0,0.0,-0.45203148324151,0.0,-0.0916212073170468,0.0,-0.3697850724845374,0.0,0.0,0.0,0.0,-0.0083602466821477,0.0011173874397213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180351299311855,0.1698470862210738,0.0,0.0,0.0,0.2670152127848706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3366263706919999,0.0,0.0,1.0,1.0,1.0,3.0,10.0,0.5
20,0.0,0.0,0.0616804611163501,-0.0481061469885363,-0.1130167005729318,0.0,0.0,-0.1809467205205862,0.0193548341048286,0.0,-0.0601112009777616,-0.0462610787948279,0.0,0.0,0.0,0.0,0.0,0.0,0.0226359822819609,-0.1070230043169438,-0.0987047741922728,0.0,0.0,0.0,-0.0897280438180898,0.0157419060694856,-0.1004604349792944,0.0749857594452924,0.1569593239666682,0.0813099817589085,0.0,0.1451586488656263,0.0214184034252882,0.0,0.0,-0.0045634312286961,0.2720944644800575,0.0,0.2210540717038614,0.0551218610145963,1.0,1.0,1.0,3.0,10.0,0.75
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961255175336456,0.0,0.0,0.4050073986021781,1.0,1.0,1.0,3.0,20.0,0.25
22,0.0,-0.0299912434273078,0.0624633609722648,-0.0829726129222987,-0.0275944536423195,-0.0704412692803552,0.0223537197062699,-0.008486362844482,-0.139972830765373,-0.197685441012452,0.0496032877979429,-0.0042049260100772,0.1204015232481275,-0.0798131986674147,0.1343054181418059,0.059024002533735,0.1486679099249158,-0.0558801381539902,-0.0308541125531697,-0.0014524159008056,0.0776847761055199,0.0806316467137499,0.0780372543070125,-0.0588247189702333,-0.1502328358658818,-0.1111564073331022,0.1037314074022301,0.030725629133511,0.1040969592404403,-0.0953870832650484,-0.0579641085273769,0.1791905078547915,0.0628784927647219,-0.017277349826491,0.1078141962175971,-0.0063024960062927,-0.0545732139164549,0.0643688294616739,0.157418930271641,0.164193703349935,1.0,1.0,1.0,3.0,20.0,0.5
