,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CLVMNACSCAB1GQCZ,IRSTCB01CZM156N,IR3TIB01CZM156N,CPGRLE01CZM657N,IRLTLT01CZM156N,NAEXKP06CZQ652S,CPGREN01CZM657N
2001-03-13,1.6876313981148425,1.2866676476140024,0.6214979031803276,-2.033753171174997,1.5059816633666587,-1.5335678705558593,-1.888068756813356,1.9899748742132286,1.5781422466382569,2.3440139150040236,2.0194631529192546,0.18379468583876057,-1.6402341564578795,-0.431514466536524,0.8998270940269077,-0.23157471908242344,0.9659251526736482,1.20235431247022,1.409192911115517,1.957212105668498,-0.2282541490284413,0.028069327260097802,1.9311975627368405,1.7951537373751323,-0.2766769956646354,-0.740439922218137,-1.8601913988480852,1.5801076974017678,0.80576900333252,-2.5309399645540682,-2.989847120572929,0.2951943942830428,-1.736635416680134,1.523556691055969,-3.0,-3.0,0.37386185735312377,-2.15236263635272,1.010830485472037,0.29554006947650246
2001-05-08,2.1403506730339483,0.12921392059423936,2.675687258818263,0.24474840392236968,2.391986737176947,-0.612978446263192,-2.1902809465893127,1.0591580985154847,2.0129300931282685,1.3265261316293147,2.4464377991194795,-0.08356939233900254,-0.31954079705542265,2.1097817798701572,1.8072415139023517,0.04718552898329407,-1.3072988378803874,-0.19208371396463667,0.7058576417696257,1.4665165490779415,-0.7812466258717676,-0.4175344710853336,1.747863108521443,1.2977924480284284,0.9232677867346696,1.741293259955955,0.012311051315526917,-1.6195115223233598,1.5555815541591171,-0.3317725563458656,-0.2704318478932126,0.43086298802326795,0.11829938569690887,1.2020770505497187,-1.628474887970599,-1.5779739766333194,0.435808634316368,-0.8105948593824212,0.26401260760901196,2.2156347375566785
2001-06-19,1.6500993184819277,-0.1926312203465887,1.828192181841873,0.8488277600006215,1.7930828632712377,-0.37023448333227776,-1.7772413836946743,1.5965854616314485,1.6781628019230994,1.448028550513031,1.5963285904390845,0.3391565304300277,-0.07730181826450928,1.3929499853780982,2.262265194949506,1.0334911018459456,-0.9707215018642918,-1.0216216200687827,-0.053116858763450625,1.4766751352446768,-2.3384302543809845,-0.6684717955538602,1.6851616802852218,1.3017874237832525,0.7380275279804598,0.18869938955846147,0.6895657126727752,-1.2355235635673198,2.1595078833362313,0.04601798708412318,0.008748889622959498,2.8409307737367406,0.8528969075557181,0.897035266168478,-1.1273543500357004,-0.7964127685832876,0.7233563534010081,-0.17392909591339556,-0.3375832024683838,1.0693932047519248
2001-08-14,1.0556083359025255,0.7934948924347319,0.9262248246726031,1.544823364948939,1.0748061815340881,-0.7478561258739941,-1.2232286103939043,2.4284952169183596,0.9692901741612513,1.5524547359842022,0.8252418013922094,-0.257662910440992,-1.1255298629242196,-0.35819019244950984,1.656674595218387,0.5993145563628789,0.42842027489545137,-1.1385260669156925,0.6129172051991499,1.967193833080908,-1.4557147853090155,0.27818849097387094,1.8174713929625974,1.970591294149757,1.1491787180912862,-1.0914325434696532,-0.03430573679827548,-1.405561187419852,1.291073076981832,-0.3230435326838773,-0.26612510883056945,1.737317220236719,0.04178650708401164,1.2137910565618182,-0.198649167845162,2.2359726499483212,0.16883859863522718,0.3185222990134177,0.7863176583679574,-0.2704432224634969
2001-09-25,2.382426258679098,3.0,1.0116403514441314,0.6254407926260613,1.6792555256733408,-2.2630231220181214,-1.4737860762501696,1.8868888770870493,1.4976446566699808,1.7485553775430376,1.6206996400747662,3.0,-1.7826147340256484,-0.3979892139154058,1.8713205881622186,1.8915848972716343,0.37177887016772004,2.3830487610111475,-3.0,1.440033986975572,-2.0293392751869965,-3.0,2.0081617722200606,1.9226066100189174,-0.8757821294140103,-0.4411810509517712,0.5526430316725476,-1.0123365623453016,-0.9573701074080284,1.6352950822258858,2.024522421517571,0.08092216910083891,0.3847492801006411,1.3034217171341838,0.11850571067251958,1.051310230105047,-0.8396607878577668,-0.3896140403653055,0.645281199292795,-0.19682932691939867
2001-10-30,2.0099986023588445,1.7025510653606222,0.9820320720795086,0.8257504110414663,1.3405808476089731,-2.0228358083235016,-1.5560964447949994,1.9126658089228366,0.6072731602449734,1.1453235728239624,1.3983105716470172,1.821317636103183,-2.1007064294633646,-0.8577643614936237,1.7754638325154304,1.149989195502597,1.875175997834852,1.3687061917193406,-1.16444482924479,1.9888331687692096,-1.155065004834317,-1.6883464290144574,1.92899725514521,2.376803822001552,1.7268873135213865,-2.6458358082435827,-1.2840004550355986,0.660420282687314,-1.325918951081581,-1.5057969433025933,-1.163900194231639,0.44342082408111383,-1.157483098809497,2.2211487871115985,0.730860339665777,0.401811540360002,-0.33393604323268755,-2.0240227022603383,2.3298631494726765,-1.5255055988179722
2001-12-04,1.4826070273057281,0.718288840472377,1.754697703751004,1.4003139202984891,1.6922797862821046,0.35903691285145517,-1.7355370844893963,2.1222008238907604,0.0033172194552465242,1.953712810584611,2.0677223565751968,-0.055966438080422336,-0.910683103670887,-0.9579283112979928,1.55380438320024,1.8180296194463585,1.471980763352475,-0.3526195926209974,0.6284364397087374,1.545416676334828,-0.27517154099202873,-0.3500777464334756,1.487534058320167,1.6622668002840248,-1.6388581422748938,-0.5709087834201969,-0.1910957948620869,1.1760249715498898,-2.8835216198087834,0.02845405600317522,0.4783891593930872,-1.8696901739783502,-0.1841555134963152,1.5540671711273146,-2.975469924185163,-2.6601812450786553,-0.3221452125152709,-1.921523963261107,1.5846196053761727,-1.991179648832394
2002-01-22,1.1727748700174843,-0.4182778342990485,1.3435388624322777,1.5853481998292143,1.0843312500957898,-0.48492818133396937,-1.2241996310252463,1.336363092556199,0.5474984583898131,1.250273294603803,1.426536407139333,-0.3233895475457108,-0.06941759479696875,2.7611371163548295,1.0375451288692197,0.6950017215087525,0.9422028391000634,-0.30119137807792457,0.7626868646384966,1.347173629640637,0.25570566460049526,0.11249846132386349,1.365831782315262,1.3115150876742945,-0.7503851253863295,-0.23069332276655613,0.7687568995665578,-0.6089227825853888,-2.222360028209252,-0.5373609386149191,-0.9902612656532633,-0.7350041810298096,1.045239854374924,0.685217891164556,-1.9626013478949962,-1.9284343201134913,0.5976565085541642,-1.3825460301646644,1.5620523333733638,1.7516565121164651
2002-03-12,0.1794362722116803,-1.006784256454649,1.4683472212335098,1.9682980680541589,1.1900508009278612,-0.07812889249306305,-0.9999460657542171,0.9676085956766096,2.693066115473212,1.5629967671693135,1.2651513905584255,-1.716255540405349,1.5561295760688763,1.6075001254194279,0.14596643770410883,0.10262653157602034,0.6736308893164045,-1.1070554046350776,0.9231720499301882,0.21788349421408906,-0.5191745551758719,0.15766481380272035,0.6360418600465649,0.35176423113919125,-0.46614163607449594,0.9547113761015871,0.31434498691876556,-0.46136847706423256,-1.4524034676854376,-1.0378212334641688,-1.370603231047223,-2.2914061355836735,0.6044370926856455,0.3807435066618926,-1.8702969218914987,-1.5822406844873167,-0.5224525709605073,-0.5804801821631664,1.114395618388056,0.22230954930007948
2002-04-30,0.294264115304803,-0.8057634412124216,0.6172609024299686,0.74712140351161,0.4620479905282843,-0.0038250039979362137,-0.5044062474609982,1.2484400331601295,2.247114780798315,0.4501949851217383,0.6627072754077868,-1.6414193344069712,0.6213012100452376,0.9192325985096459,-0.36375862676915893,1.009997349069581,1.552037983626774,-0.5207776671464734,1.6042901106271346,0.7841054952751507,-0.0645585493663626,1.4439612479591577,1.3049644763446775,1.5745316529985105,-0.7925409577045598,1.0241007897243644,1.7630774376328249,1.5340630931257768,-1.279235449650162,1.0089128200239124,0.4980576616690124,-0.46888496216674874,1.7681838064737048,1.555001525826848,-1.30254075965589,-1.2063461968579887,0.2034521212489867,-0.5239336302514174,-0.8787194655717029,0.5849553859371611
