,Y
2000-01-25,2.2008921382419055
2000-03-14,-0.8313224430742006
2000-05-09,3.6220026280236683
2000-06-20,-0.15175427861476853
2000-08-15,3.236902653547735
2000-09-26,0.5986381508721106
2000-11-08,1.1865287857049767
2000-12-12,-2.3343827613514945
2001-01-23,0.7815205600349873
2001-03-13,1.136193102777805
2001-05-08,-0.07792387832039616
2001-06-19,-0.37627613924170467
2001-08-14,-1.6616730189907392
2001-09-25,0.8489219558332928
2001-10-30,0.690527024679144
2001-12-04,-2.4493339369889178
2002-01-22,1.0057893152175423
2002-03-12,-0.8222781739767426
2002-04-30,0.5025401450612255
2002-06-18,-2.925901236850592
2002-08-06,0.6053224361589393
2002-09-17,-1.5789857526569362
2002-10-30,-1.8117077432305062
2002-12-03,-1.8478548043766918
2003-01-21,-1.9369226237889614
2003-03-11,2.1629624160808825
2003-04-29,-0.8653093554802815
2003-06-17,1.4200557777791945
2003-08-05,1.7557421782656846
2003-09-08,-4.093380230051979
2003-09-09,-3.6534613860575993
2003-10-21,-0.340876312443128
2003-12-02,-1.3511813807038364
2004-01-20,-1.0218307633445112
2004-03-09,-1.3974798964863422
2004-04-27,-0.03307364475085839
2004-06-22,-2.0223704334714987
2004-08-03,0.10871675382774226
2004-09-14,-1.3120043138954318
2004-11-03,-0.619906844320739
2004-12-07,0.8504111415454596
2005-01-25,0.5686796197185817
2005-03-15,1.8954687452068297
2005-04-26,1.6161005239701987
2005-06-22,4.110115801225744
2005-08-02,-1.606126221813009
2005-09-13,2.9925869314250564
2005-10-25,1.9134532974444007
2005-12-06,-0.7712584159110358
2006-01-24,2.0964428191663664
2006-03-20,0.031076207733793382
2006-05-03,-2.1890911900639964
2006-06-21,-0.4832913422111673
2006-08-01,-0.9686158568448011
2006-09-13,0.4968909976408975
2006-10-17,-2.1635374802382312
2006-12-05,0.1306455897903791
2007-01-23,0.5780892190482612
2007-03-13,-1.744337146814312
2007-05-02,0.6831475221624528
2007-06-20,-0.9592071498542243
2007-07-31,2.264080121224321
2007-09-11,0.7029203242365112
2007-10-23,-1.7950388840689335
2007-12-04,1.858893597368949
2008-01-22,0.21521253348926184
2008-03-11,0.2079190254390184
2008-04-22,1.3207383327180744
2008-06-17,-1.6922370393727348
2008-07-29,5.970336845502667
2008-09-09,-5.311329861820746
2008-10-21,1.8035992091315012
2008-12-08,0.4246165729797302
2009-01-21,-4.036055258791027
2009-03-10,-6.338280608481995
2009-04-21,-4.433114574665775
2009-06-16,-0.5241572374779513
2009-08-04,2.6342156969289765
2009-09-15,2.986536623711289
2009-10-27,-2.019586814745633
2009-12-08,1.749972162833735
