,a,b,A,B,R_y,s,mae_test,mse_test,R2_test,SR_test,mae_val,mse_val,R2_val,SR_val,mae_train,mse_train,R2_train,SR_train
0,1,2,1,1,0.75,10,0.6198866357733203,0.8080772812422541,-0.0285898036719771,0.3922534254503839,0.4945062219896078,0.5109059613607578,0.0049114381405174,0.5231578873413292,0.1186133111789664,0.0307436060129446,0.0847709957355616,1.111225084873876
0,2,3,3,3,0.25,20,0.6203422418340914,0.8088495645190926,-0.0295728318086936,0.4353135151855581,0.4957775634015279,0.5126550893154781,0.0015046718222402,-0.009261232253607254,0.1071433826092286,0.0294294656194738,0.1238926070154342,1.0029930059239234
0,3,3,3,3,0.75,10,0.6210541652521117,0.8073417438213579,-0.0276535488001783,0.3915139471375214,0.494835239342741,0.5105378619191122,0.0056283832766298,-0.06402118099054849,0.0961683769294317,0.0257051325301795,0.2347650161735759,1.2135859859545046
0,2,2,2,2,0.75,10,0.6265052614090907,0.8102321906117254,-0.0313327564275203,0.373505346124151,0.5066715856012514,0.5186003664563815,-0.0100749097983003,-0.11927475218352646,0.090583865077872,0.0240818664592776,0.28308921695543,1.3191979908126656
0,1,3,1,1,0.5,10,0.6181385623474778,0.8037110774237427,-0.0230321264142148,0.5405426965834251,0.4940783001245238,0.5109013695242305,0.0049203816337468,0.5259721303725089,0.0907115260034221,0.0259810417782187,0.2265512709725753,1.2575692015195932
0,3,1,2,3,0.5,30,0.623746971141009,0.8067818429511754,-0.0269408591360764,0.4070785198118407,0.504585078199365,0.5168847152172084,-0.0067333458836922,0.4184932143968351,0.0915117874205175,0.0236331139168235,0.2964484612294598,1.2785826706998669
0,2,3,2,2,0.5,30,0.6203271327545469,0.8109756498589181,-0.0322790948766504,0.2403655214290282,0.4971322587543295,0.5130465961504058,0.0007421362427204,-0.1556407119686877,0.0912796772564659,0.0287978341288052,0.1426961091167587,1.0384646360358256
0,3,3,1,2,0.25,10,0.630183835479672,0.8140750517265744,-0.0362242783789661,0.2281554802042382,0.5188290269927619,0.5264974600406278,-0.0254560329245354,0.3343916500722118,0.1164139212240593,0.0275136496273369,0.1809259414297199,1.300680841305876
0,3,1,2,2,0.75,20,0.6261442052442402,0.8108508465926754,-0.032120234616497,0.3432983172093435,0.5141048161522583,0.5244550126305236,-0.0214779700133473,-0.05462424172380337,0.0948461071910925,0.0250838943879418,0.2532591110462419,1.0951702479841858
0,2,1,1,1,0.25,20,0.6183050628643455,0.8040643389892602,-0.0234817879165922,0.5090613162193557,0.4941983426536801,0.510790473901078,0.0051363723923306,0.5160758895500566,0.0824918141786847,0.0243064858403445,0.2764023575029057,1.224268075775398
0,1,3,3,3,0.75,30,0.6254566028861904,0.7982510859690619,-0.0160821828026493,0.5289642431982216,0.5164395717422686,0.5231206921262096,-0.0188791217474921,0.24100330195637387,0.0988121730363701,0.0239094238285926,0.2882227883753901,1.2793543242092216
0,3,2,3,3,0.25,30,0.6168703045759218,0.8054989225677678,-0.0253078484625584,0.500635375303211,0.4936071762743775,0.5110901580962444,0.0045526792328579,0.7848283699135103,0.0965595006879857,0.0270369032191903,0.1951185556673269,1.1917597987303852
0,1,3,2,3,0.5,10,0.6215003670631435,0.8053706591924706,-0.0251445838799775,0.3778117175454734,0.4985004433096293,0.5123710606958368,0.0020578727085501,0.11376816817847757,0.1051414747994093,0.0279625128316255,0.1675634027822018,1.1263624458134989
0,3,2,1,2,0.5,30,0.6273868794937961,0.8160999266307426,-0.0388017121572514,0.0969781046608116,0.5038305470159962,0.5181916457728629,-0.0092788469062536,0.04963089943875061,0.0946998555526492,0.0253337657797463,0.2458205059255827,1.2194184097561112
0,3,1,1,1,0.5,20,0.6249111940806962,0.8084507669019867,-0.0290652081293676,0.3907593381738113,0.5067796378565992,0.5200760599690938,-0.0129491094482694,0.3471292503306135,0.0984942453379936,0.0253292566024028,0.2459547429402139,1.155295953507936
0,1,3,1,1,0.25,20,0.619093244275597,0.7955917133048616,-0.0126971060654894,0.4665868674812039,0.5025088266028312,0.5113161972194368,0.0041124241506459,0.0033448168850342963,0.0996025160044726,0.0253972032656465,0.2439319887806205,1.1256166328132402
0,3,1,2,1,0.25,20,0.618933331729698,0.8031193452537725,-0.0222789191521564,0.3889892837875158,0.4970299401953921,0.5106338580085693,0.0054414122529455,0.4132265182777794,0.0938230463110463,0.0258610437596146,0.2301235801881719,1.218965440406667
0,3,1,1,3,0.75,30,0.6234793891177697,0.8164206129855432,-0.0392099091482838,0.0699093379464942,0.4973635047270595,0.5164035005400127,-0.0057960868628719,0.03535933264410937,0.094141233492025,0.0260794070059622,0.2236229642084314,1.2597467774784372
0,2,3,1,2,0.25,10,0.6233951776492827,0.8006812382182065,-0.0191754882115058,0.4970722547214887,0.5147096097854631,0.5233377386977724,-0.0193018620893306,0.2145478652683514,0.1004627652745329,0.0243552046379266,0.2749520118088709,1.2748038716090024
0,3,2,2,2,0.75,30,0.6309283876047117,0.8159125903505517,-0.0385632545342802,0.2782193249239262,0.5224621527623733,0.5308619416077159,-0.0339567082235447,0.2273507942336745,0.1010261477090389,0.025027067715141,0.2549508260370349,1.2143707360083034
0,1,2,1,1,0.5,20,0.6231058875903119,0.8099710026345188,-0.0310002940548828,0.3487234621214817,0.5027700264252505,0.5181856391230664,-0.0092671477894694,0.1091991603785778,0.1001326130896171,0.0246908208291092,0.2649608067322198,1.2782216617715203
0,3,2,1,2,0.25,10,0.6234599484490113,0.817452637026565,-0.0405235575212556,0.0026959520254595,0.4989207777691542,0.5174652280301824,-0.0078640073045626,-0.15597783046814354,0.0908611255981832,0.0267532967518743,0.2035614450465105,1.120751943134592
0,3,3,1,1,0.75,10,0.62814768663848,0.8133042662342446,-0.0352431567503395,0.2374837972005052,0.5127903243605316,0.5248295444201884,-0.0222074433961896,0.24570527532271316,0.0907068819860195,0.0246357846899164,0.266599218011976,1.231158329163917
0,2,2,1,3,0.25,10,0.6203181965436899,0.8007218528442768,-0.0192271859775803,0.4529435945388441,0.5055650136589159,0.5158147970923131,-0.0046494725905059,0.06679658339445649,0.0959490223641637,0.0312754918712683,0.068936894677573,1.0670759352781662
0,3,3,1,2,0.5,30,0.6199712233426302,0.8048360301077057,-0.0244640623035135,0.376064415809235,0.4999551803396664,0.5138679665211155,-0.0008576420389161,0.659663670022851,0.0900778379394683,0.0235794941977707,0.2980447060569827,1.2245977560510029
0,2,1,3,3,0.75,30,0.6261318012833508,0.8255018818966295,-0.0507693240992734,-0.1601300081479297,0.5053073932382104,0.5223627354041739,-0.0174028538596142,-0.6173960349514575,0.1100852060950243,0.0279343338298027,0.1684022841993206,1.2047140611464469
0,3,3,2,1,0.25,10,0.6242108788812675,0.8054749708165666,-0.0252773606272516,0.3281477090756366,0.5057225984924253,0.5174124870543441,-0.0077612840134539,0.47023620023819623,0.0892819034739372,0.0244720688443457,0.2714729953515922,1.190175530886837
0,2,2,2,1,0.75,10,0.6162450167009399,0.7900021046932886,-0.0055821746624651,0.5723407583207429,0.4987117902985137,0.5074852276769721,0.0115739811901943,0.49050265039500324,0.1170558025479302,0.0291667848023264,0.1317125453341842,1.2324796658994517
0,2,2,3,1,0.75,30,0.6303851044453025,0.8103635308660374,-0.0314999375245923,0.3324149639868133,0.523728736962201,0.531188930197373,-0.0345935819929554,0.6122664989354585,0.1021140054516883,0.0242461534024144,0.2781984381926081,1.330753430523927
0,2,3,3,1,0.5,30,0.6195616685152342,0.8051924312033404,-0.0249177200680577,0.3147147167134878,0.492566381821538,0.5094583604503139,0.0077309219928558,-0.008085129410761283,0.0993549342316341,0.0257437350323231,0.2336158299140286,1.25557684680014
0,1,2,1,2,0.25,20,0.6217587155431287,0.8187134796547526,-0.0421284657416611,0.1526210222673848,0.499960306279368,0.520283681950988,-0.0133534935717647,-0.10679237674809725,0.0892993892136976,0.0210412528513284,0.373607478332594,1.2830011189944133
0,1,1,3,3,0.5,20,0.6359612505061237,0.8202306015343209,-0.0440595880890841,0.2523773671393935,0.5474692555496491,0.5564173799735225,-0.0837308865153547,0.012621351610509979,0.08115891196203,0.0215264335951107,0.3591637761581273,1.2310952350244606
0,1,1,2,3,0.75,30,0.6219983148012787,0.8102035030030557,-0.0312962403882079,0.2807312791944151,0.4972338748478445,0.513983040980875,-0.0010817718931925,0.40316832543412584,0.0906885122277082,0.0252239878085634,0.2490885670376593,1.2656206687630338
0,2,3,1,3,0.5,30,0.6212352088741864,0.7920926161176989,-0.008243156211535,0.4897044281238382,0.5071783182210292,0.5137448499285052,-0.0006178485693795,0.1114566095443092,0.0999212872939684,0.0271686455139594,0.1911966224624102,1.1592636596024266
0,3,2,3,1,0.25,30,0.6225695705479029,0.8106478856311168,-0.031861888564147,0.3049886255907651,0.503930591903716,0.5197655327731856,-0.0123442974394771,-0.10176522152202061,0.0994139833365888,0.0256875103798798,0.2352896229183076,1.190861404589771
0,1,1,2,3,0.75,20,0.629155932568048,0.82275674942325,-0.0472750849498861,0.0779581311406891,0.5146443039527657,0.5299299224505544,-0.032141419945727,-0.2833346166738722,0.0932000695238917,0.0247953902123652,0.261847803902506,1.0880219247837746
0,3,1,2,2,0.5,30,0.6302681563424367,0.8095242441399968,-0.0304316216731239,0.3274022684337235,0.5213526859439889,0.5314928218220936,-0.0351854699384375,0.410886728661284,0.0899949257279008,0.022817838902608,0.3207189823631213,1.3114470766021924
0,3,3,2,3,0.25,10,0.6223092784993511,0.8137336192397543,-0.0357896739386018,0.1718658608839433,0.4967146814471097,0.5156848138507465,-0.0043963049888362,0.47941657329990117,0.093327581700116,0.022939389817195,0.3171004438456123,1.298639854832053
0,2,1,1,1,0.25,10,0.625563508376894,0.8220716940487489,-0.0464030879397991,-0.0691110331883152,0.5015743787820285,0.5209122389482964,-0.0145777303703187,-0.5514809984040141,0.0952263294339396,0.0267133538856903,0.2047505335883588,1.192115330787232
0,2,3,1,3,0.75,10,0.6190116026651411,0.8124883142931063,-0.0342045434067606,0.2554733776726282,0.4945326518047859,0.5157036783002664,-0.004433047167168,0.07355017657921098,0.1164330993832986,0.0288652693186981,0.140688581383282,1.2069265450800784
0,2,3,1,1,0.25,10,0.6197267665747245,0.8160765644883353,-0.0387719748263923,0.0789313216583239,0.4921758020345077,0.5150944014763272,-0.003246362249863,-0.10584311919954875,0.0977595206099083,0.0246466053712552,0.2662770891958907,1.3553295806922612
0,1,1,3,3,0.75,20,0.6223150848190947,0.8001725612813829,-0.0185280007462282,0.3726793498101368,0.5107537759741932,0.5181652027597216,-0.0092273440037466,0.5980055576250463,0.1023371550128214,0.0243450716393573,0.2752536684911385,1.2040134202419892
0,3,3,1,2,0.75,30,0.6301616828180099,0.8143930680467426,-0.0366290767217973,0.3133432399959444,0.5238022184037278,0.5349006034197503,-0.0418227862854845,0.4544415742454839,0.1005340650886426,0.0245277480785528,0.269815439303675,1.2188796182825037
0,2,2,1,2,0.25,30,0.6329395414859591,0.8183947323897058,-0.0417227369897386,0.1998088543738226,0.5306150959912183,0.5422308612033301,-0.0560998866279702,0.09723308028403096,0.0894356232937891,0.0234615291851857,0.3015564932221185,1.2187280219704557
0,2,3,3,2,0.25,20,0.630589585299363,0.8168960611461413,-0.0398151001881978,0.2027759528830522,0.5243832937348095,0.5360410506341522,-0.0440440286750489,-0.21184416253034763,0.0826066930045378,0.0234787379078832,0.3010441941075483,1.3342390617740445
0,1,2,2,3,0.25,30,0.6202957648784101,0.8101721756993089,-0.031256364319472,0.1285262191874583,0.4972820093026516,0.5128193715678895,0.0011847002371453,-0.17009266670844317,0.114058068466827,0.029541017865647,0.1205717262070605,1.175491584857332
0,1,1,2,3,0.25,20,0.6247939587904979,0.8060769243620688,-0.026043578529376,0.3400186665590677,0.5068759490615133,0.519331295477032,-0.0114985359897881,0.31896294600211395,0.0888476400820219,0.0225677581518106,0.3281638200455181,1.1991824218002964
0,1,3,1,2,0.75,30,0.624676665422422,0.802702399812653,-0.0217481953719214,0.4367085382808098,0.5146545760893602,0.5232328753106862,-0.0190976202817589,0.36786195866321675,0.1010183760922828,0.0254659682873715,0.2418848723058929,1.2284380399870731
0,3,3,2,1,0.5,20,0.6150735288375107,0.8019215031235889,-0.0207542033482155,0.4550747265235121,0.4906153418829047,0.5083055290859679,0.009976284919055,0.6638054793076172,0.092288177256182,0.0268990314462415,0.1992229618134027,1.3095345758669603
0,1,3,3,3,0.25,20,0.6231961925501259,0.8137166389726349,-0.0357680600038605,0.2210617402114773,0.5059551387764312,0.5220055160110912,-0.0167070997306466,0.40404515210324066,0.0871965052202719,0.0246181607013121,0.2671238794825504,1.2264447013545527
0,2,2,1,2,0.25,20,0.6144466240479443,0.7997860863865234,-0.0180360624806001,0.5252773727754867,0.4895812024342047,0.5081309762267655,0.0103162605051091,0.6714664243949015,0.0886033672008119,0.024882964579762,0.2592407381914124,1.3050202677135496
0,1,3,1,2,0.75,20,0.6254971713174359,0.8194242973928004,-0.0430332552891425,0.0520833658444494,0.5058291082239961,0.5227496409010886,-0.0181564274399164,-0.39997822170854624,0.0997054385133353,0.0282566262496736,0.1588077242639557,1.2009455006247411
