,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CPALTT01CNM657N,IMPCH,INTDSRCNM193N,a,b,A,B,s,R_y
0,0.0069702468176812,0.0171732629599505,-0.0156842934453921,0.0191904835188938,-0.011037103592455,-0.0090099593683721,-0.0086623267878738,0.0009210467202983,-0.0033887971033763,-0.0280749990976315,-0.0091349214019919,-0.0207569349656531,0.0076835371815996,0.0233371868409359,-0.0008708636185498,-0.0059571329519286,-0.0030517912586033,-0.002003326067075,0.0197015397737248,-0.0280319947283118,-0.0108760221311733,0.0055709700943169,-0.0135314401193896,0.0012155765363503,0.0027077068742614,0.0134809809944736,-0.0039648976935627,0.0268758913109575,-0.0051852481350526,-0.0211454225856213,-0.0338347522896608,0.0311319056024746,0.0201402749760906,0.0302816288269283,0.0405135566542376,-0.0243598446454496,1.0,1.0,1.0,1.0,20.0,0.75
1,-0.0096938469002645,-0.0040778614085673,0.0035080731270816,-0.0050833833971192,-0.0200774436290262,0.0159107618086436,0.0203223041281812,-0.0135150442348175,-0.0032262254965419,-0.0274190467420166,-0.0118181936410451,-0.0270054073954865,0.000543144760935,0.0032368546788128,-0.005371477980473,-0.0105903231876608,0.0040518079282601,-0.0286332752018281,0.0,-0.0009663189302541,-0.0147258274497845,-0.017510193768586,-0.0172680510048077,0.0003611426178723,0.0113007566572636,-0.0101619329488962,-0.0110048835144394,0.0083337184820306,0.0267114105893886,-0.0143193243016974,0.0477688201040711,-0.0125920377672828,-0.0200523624930752,0.0081218008960793,0.0087247998462693,-0.0409783209906646,1.0,1.0,1.0,1.0,10.0,0.25
2,0.0,-0.0148394479680006,-0.0176027059332367,0.0,0.0,0.0,0.0,-0.0206578821791221,-0.0324552027550027,0.0,0.0,-0.0096376069851659,0.0,0.0,0.0,-0.0236917445677102,0.0,-0.0099393864857552,0.0037779081525825,0.0,0.0,0.0206045605428535,-0.0103047881737798,0.0,0.0071236274424236,0.0,0.0238910790907012,0.0108844180467078,0.0223967415076713,0.0,0.0,-0.02529209905098,-0.0326737828310083,0.0108773607746679,0.0376526663344675,-0.0276649744739045,1.0,1.0,1.0,1.0,10.0,0.5
3,0.0,-0.0113757447674506,-0.0209846475024358,0.0,-0.0139323041011823,0.054013498483067,-0.013784201411169,0.0126810670401138,-0.0216268531686909,-0.02023936678862,-0.0224603775706272,-0.0353937224288941,0.0,0.0,0.0063701693430896,-0.0070388593380144,0.0115780741527389,-0.0397873619734967,-0.0132364010655432,0.0,0.00221339647267,0.0103456785720616,-0.0111852113246795,0.0071357453510477,-0.0186844125317101,0.0284063720967263,-0.0159609121005077,0.0,0.0271832371709824,-0.0149226521284848,0.027389018282719,-0.0011523792099261,-0.0216725364504501,0.0205010993076927,0.0557589402204028,-0.0468849933011933,1.0,1.0,1.0,1.0,10.0,0.75
4,0.0141570978195932,-0.0092205261565997,0.0127587927339535,-0.0083267010125573,-0.0269059187677696,-0.038541504699415,0.0231727178316255,0.0235932292489359,-0.0071943772811738,-0.0246286686901435,-0.0155673754657719,-0.0092144744160692,0.0173230109450508,0.0107756078762736,0.0031556270344162,-0.0079415274776187,0.0008331362469376,-0.0150789143767284,-0.003516136047954,-0.0124608810240281,-0.0145927516364923,0.0023475168848443,0.0001101876593801,0.0046304127485883,-0.0091386309355755,-0.0280555130616918,0.0014619092371265,0.0216262149317471,0.0119420051770514,0.0067418146467354,-0.0058894953979575,0.0252279198220769,-0.0028509354954655,-0.0004278142676069,0.0556253394528911,-0.0413619885638849,1.0,1.0,1.0,1.0,20.0,0.25
5,0.0167273075121235,0.0,0.0,0.0498866490350508,-0.0752744194077693,-0.0012971693412172,0.0,-0.0148064835148162,0.0,-0.0896353463265049,0.0,-0.0079135371121761,0.0,0.0,-0.0178752990611507,0.0,-0.0178621551328889,-0.0402214654886626,0.0,0.0,0.0,-0.0337288699478388,0.0,0.0,-0.0160009821119902,0.0,-0.0166130168112336,0.0,0.0627297606410733,0.0,-0.0097976440961357,-0.0326364536425911,0.0,0.0,0.0364882357351789,-0.028811493929227,1.0,1.0,1.0,1.0,20.0,0.5
6,0.0,0.0,-0.0368009856524738,0.0463761296360583,0.0,0.0,0.0,0.0,-0.0032181126112597,-0.0552638291772079,-0.0253835046137156,-0.0348333351389019,0.0,0.0,0.0,-0.01679345195594,0.0,0.0087036538405733,0.0,-0.0172929048100095,0.0,0.0,0.0021126580442629,0.0104733995754596,0.0,0.0073763175464792,-0.0070743387201421,0.0547910088236162,-0.0118250612874838,0.0,0.0,0.0,0.0,0.0,0.0225804397901705,-0.0281996334569736,1.0,1.0,1.0,1.0,30.0,0.25
7,0.0,0.0414357200094291,0.0,0.0,-0.0281846479626022,0.050148062089543,-0.0104387459253183,-0.007570304978748,-0.0116794484479938,-0.015071138667358,-0.0333830463681679,0.0,0.0264587378557355,0.0,-0.0134808592142071,-0.0332523175203581,0.0071798889282024,-0.039447297168665,0.0,0.0054188331736071,0.0122541634669546,0.0,-0.0299421041168075,-0.0052976846409104,0.0084221105484745,-0.0199395930538366,0.0,0.0190134210806777,0.0,0.0,0.0312485866028566,0.0,-0.0348044341239943,0.0,0.0,0.0072842472138816,1.0,1.0,1.0,1.0,30.0,0.5
8,-0.0016445336095037,-0.0404840061639165,-0.0073955342649981,0.020610234768781,-0.0187372722619995,0.0381985861027626,-0.0148493529066932,-0.0313001731783738,0.0008078962676569,-0.0650159740925599,0.0,0.0022077370808223,-0.0049215380013999,-0.0291002728497798,-0.0121297111234763,-0.0112151082329487,0.0031484195607489,0.0004504227045175,-0.0156015487365901,-0.0027257087662224,-0.0009379834889799,-0.0019717540077435,0.0010365388672306,0.0,0.0050433353332545,-0.0251109777676578,-0.0130597256117154,0.0127796990271249,0.0044248424997972,-0.0488477060605547,0.0082806692927962,0.0104155699317972,0.0047035691574324,-0.0211884859105508,0.0395509742198863,-0.0300188311163151,1.0,1.0,1.0,1.0,30.0,0.75
9,0.0075304850448897,0.000190191215813,0.0035521161771178,0.0140854790789639,-0.0222790207425606,0.0286998613254504,0.0226747047431526,-0.0078389902517,-0.0082361937182997,-0.0405979993809607,-0.0151986517352589,-0.0052135571058454,0.0296190830325438,-0.0096054654759873,-0.0291818349334316,-0.0123366298824209,-3.618906805506403e-05,-0.0182059748480632,0.042223885392144,0.0121007443075274,-0.0078163633933046,-0.0005615182029515,-0.0252926940605811,0.0093887150167316,0.0152245267688997,-0.020537521307616,-0.0108734398090685,0.0025571847055466,0.0324596592488482,-0.0133055328355891,-0.0024036529949747,0.0023969303994889,-0.0151678743765576,0.0050606087962898,0.0219116284095064,-0.0466335207704089,1.0,1.0,1.0,2.0,10.0,0.25
